fileName,speaker,label,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,energyRange,energySD,hnrglobalMean,hnrglobalRange,hnrglobalSD,duration,sound2silenceRatio,totalPauses,Avg. Word Dur.,Avg. Sil. Dur.,SyllPerSecond
SBep4_c781-N,c,N,117.42852842155963,371.8795656606888,64.84780791109142,105.14781661930988,0.1334147610655517,0.025038794905277783,11.969172384672234,28.478628543532714,8.174740105278788,5.9134375,19.620689655172416,17,-0.24140043395651015,-0.5131089701349925,3.889446705067907
SBep14_d135-N,d,N,168.05192763546856,389.3771443182729,104.43864325139471,338.81410520118567,0.08053153459341249,0.01989455468871862,11.393129918179472,40.873998638643286,8.540193372475091,2.829,11.58695652173913,17,-0.11145626113444188,-0.3715754426944993,3.5348179568752207
SBep23_c307-I,c,I,222.70660335028177,377.05236473156924,109.53932843468151,207.98286017603127,0.11756232757721327,0.025809930570417184,12.471301436799914,27.42184986801843,8.887550783597957,3.399375,32.0,9,-0.21002283633427335,-0.495295883676517,3.8242323956609665
SBep15_c82-N,c,N,162.09106570545578,380.71495091081545,92.7703451695714,0.0,0.16619215664144796,0.028342673435751968,12.8391238339278,30.376872118609644,9.560541309996475,12.8574375,12.744680851063832,56,-0.3121870969548475,-0.13573543479246478,3.7332477797383814
SBep4_c978-N,c,N,132.4033699502464,385.758194594432,89.35040181149704,0.0,0.3151586787436198,0.03021261035199032,10.388625730685096,25.098432974863428,8.453083033848138,5.2054375,11.255813953488374,26,-0.4845348668689226,-0.7921806579844469,4.802670284678282
SBep19_d392-I,d,I,141.80880919586545,380.7012589053631,89.93348205873505,106.21492767776165,0.13156194705500035,0.02716193739205447,8.462833906168154,25.69094741820345,6.790103005185844,3.60575,10.46875,15,-0.3863601190401654,0.5710613932637504,4.43735699923733
SBep28_c92-N,c,N,139.8901124136367,207.0567996661833,103.33270327811591,120.8843855872443,0.1243341334487315,0.03207758807651771,12.504238839073539,24.5002749957092,10.153425837776641,1.6975625,3.77027027027027,16,-0.1804909797486388,-0.04996872221461894,3.5344795846986488
SBep2_e368-I,e,I,288.6872739395368,451.80758868319504,190.621204480406,0.0,0.08426534542086919,0.024255206404907543,9.334553696028072,21.235881557936946,6.5840194762581135,0.7593125,26.5,3,0.8147450909240812,-0.475628332063976,1.3169808214667875
SBep23_c695-I,c,I,159.17665673168824,376.1452249085432,99.74742240841152,0.0,0.13726208685381436,0.02303070594294904,10.863112466890264,45.13884570376619,8.297406389731929,3.8196875,21.852941176470583,16,-0.40538742605462574,-0.07965719964541164,4.18882434754152
SBep4_c990-N,c,N,160.47209734004394,252.7799706509626,128.369117644461,137.74261359076053,0.13321556701621534,0.030847986495603493,6.799777525777039,38.498212696649105,6.506522936326926,2.3113125,18.791666666666668,9,-0.02544873267405682,-0.4656074062457229,3.028582244936589
