fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
SBep4_c781-N,c,N,-1.608742179479705,-2.152989743370627,-0.6475431516238934,0.09337823402493274,-0.8968892438583366,-0.452154296803097,1.3621396325884714,0.05434889131937667,-0.05000542313424934,-0.39481421596323857,0.0737920444702352,-0.18735238131397533,-0.10844030957176137,0.544283026764409,-0.2608687516006914
SBep14_d135-N,d,N,-1.089987207070496,-0.16146194315402518,0.9614561485368738,-0.7312705111925054,-1.4671524995015046,-0.2647573692120892,1.4403518893129053,0.789510942912967,0.7476688182820427,1.3192764631911664,0.4235963997052678,0.1461807318351118,-1.1867312669519792,1.490529885251268,-0.6720830047408038
SBep23_c307-I,c,I,-2.063709866110048,1.2889895026466385,1.7847043810679952,-0.5792228745640826,-0.08466475772065478,0.9118544611155459,-0.37401688133359134,-0.9179991569937347,-0.21098324108594133,0.5505358662205481,-0.2140016929713278,-1.8399655884774404,1.943659024258716,0.6471699403095322,0.3067849817274061
SBep3_d1258-I,d,I,0.629935086483573,-1.15505290189118,-0.4252808796761364,-0.636592037587625,-1.1575882542304967,-0.22384025405643593,-1.0557324286399798,0.7482655288061372,1.5299317057779798,0.5225124895300676,0.05635287820637559,0.25988725809726027,0.496048298080541,-0.542584235302135,-0.8083015244240189
SBep3_c234-N,c,N,4.134540934759533,0.4142643871502652,-1.2839284185436504,1.246906786238984,0.4128642328023078,-2.287248010028814,-1.6505655874928522,-1.1622133333135158,-0.45821571391811783,0.20993121928580666,1.165853345978488,-0.605874926192592,2.282217853231339,0.5001544732840352,-1.1714093041752947
SBep15_c82-N,c,N,-5.767885052100611,-3.1776559917936136,-1.6523470219183487,1.7777230881165076,1.056177101016426,-0.33820903148502035,0.10718181102134272,1.518559275907727,-0.31927073367887704,-0.5617537728862975,-0.5342077356447641,-0.7158954529810571,0.23245050236455417,0.6211858769549318,-0.6423133264399773
SBep4_c978-N,c,N,-2.6109280868667866,-2.5128039873279406,-1.5762224332393464,1.2644991120561417,1.4016439928245066,-0.33421594210269073,-1.585930967061809,-1.4342091315599639,-0.5331768351834038,-0.7959800439271009,0.46598399636181137,-1.7851790136129195,-0.061340730128409945,-0.19379438621612183,-0.693523838894129
SBep19_d392-I,d,I,-0.14259281167367946,-1.5791168463511074,-0.7641670025154018,0.22005148764516094,-0.43037505656333735,0.7675246872100696,-1.1832424161311323,-0.3617887234552839,1.442674696917243,-0.951868876703637,-0.4539120109795772,0.4016556329903167,-0.5564303880363896,0.38809201652566144,-0.16759104409348835
SBep28_c92-N,c,N,1.9559659667025848,-1.5499867415209674,3.3270774429206256,2.8754830285272037,4.58778962434435,-1.1028316291319917,1.2754474616250546,1.2323824855061378,0.24219909754088845,-0.41580100076824345,-0.05531647451614378,0.12230724484297018,-0.678657163412951,-0.33396565732415,-0.3328252339354803
SBep2_e368-I,e,I,0.6629122859505535,4.929469788325913,0.7070427337680286,0.5757489993206367,-0.05201287878696184,0.2538386389272509,-1.4331463723188869,0.14363539966214203,-0.2425441903626672,-2.43110162189048,3.9194075215215607,2.014962887155929,2.1826094567757433,0.7028436345432805,-1.7952921980015284
SBep23_c695-I,c,I,-2.1197772073406913,-1.7449057257870946,0.7649180206209681,-0.3417984938272655,-0.6360018759503981,0.6521504526336238,0.024934018527470524,0.5914323222902289,1.1995293412851913,0.23658880741903154,0.33489308402167073,0.8468182179889424,0.6513904348122961,-0.754265042963932,-1.108912255499291
SBep3_c664-N,c,N,2.6407314531719708,0.6862439469993169,0.9615292395292114,-0.5959906294715533,2.7185474989958713,-0.20146073445702653,0.6458049133771084,-1.1053429587902481,0.13890936859354647,-1.7420540445321784,-1.8226602846645783,-1.9044425645879046,2.4215234508661476,-0.6883474993417015,-1.1479160276310143
SBep4_c990-N,c,N,0.078963818322813,-0.07652161719721531,-0.28074828135988283,0.45311132849022684,-0.46055909308093934,-1.2283342933264443,-1.2516152356146881,-0.964166550080706,0.8480464627624422,-0.7059902366739402,2.226162205963498,0.7707139573962117,0.3672379769491324,0.6319066561919815,0.3915727593440904
SBep16_c123-N,c,N,1.2696227423457533,0.3183360286055517,0.18925461478094027,0.7080024707177213,-0.6749736610323712,-2.3338295550979438,0.08313257856144608,-2.3451330119638034,-0.6132000142389741,0.474372400788121,-0.11134481395319439,-1.073388055399934,1.0226134175833763,0.029089000337880217,0.13521355721352038
SBep4_d750-I,d,I,4.09085668181804,-2.9835424035655937,0.6766492045695784,0.6654005541881401,1.686346160983234,0.13174195159726285,0.28722423975982286,0.12652117959061346,1.4041409040635933,-0.4822958784432405,-1.058313131716045,-0.9744943236235357,-0.8733653791072689,-0.28562954476586305,0.2927957334194986
SBep13_c114-N,c,N,-1.17110627854482,-2.158396542390781,-0.5558472712793753,-0.15818500583992443,-1.9930196292393814,-1.3855747464319896,1.8201105133850424,0.5206206146482677,0.9347632229159071,0.31881467093877436,-0.3901729767619509,-0.3976696547517898,0.263537145810078,-0.2972871908800268,0.886558854775018
SBep3_c453-I,c,I,-3.974412054662297,-0.16809390303838023,-0.7928182765687026,-0.1321846724009724,0.8941598994017137,-0.9184239787044548,0.6868405441653143,-0.6155833417146094,0.11212890867244658,0.0323140913029874,0.471897076936281,-1.5342121821560455,1.9563707243947086,0.8403589223635977,-0.221414581312802
SBep6_c909-N,c,N,-0.36842002476171515,-1.2532597984118703,1.3034633156809285,-0.4774538023691808,0.25645494331392593,0.7054946512676596,-1.7630801731497627,-1.1469535980535774,0.8674820893516503,0.39209902936626306,0.6111897495288319,-0.26399265696704605,-0.5721155495911547,0.07794753100933373,-0.5043003812180997
SBep21_d1037-I,d,I,1.895053576155929,-0.3926499977824825,0.40462834611539505,0.4724848610959661,-2.067372398312868,0.0975965883846326,-2.2048564691439245,-0.20137230781426624,1.3801944458982278,-0.1864505538884452,3.2039046603013204,1.4660770105636556,0.36313274648614596,1.855484645007342,-0.5092359251227576
