fileName,speaker,label,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
SBep4_c781-N,c,N,-1.1504105403965916,-2.233727170314549,-0.7379097352652378,0.058958975150010695,-1.0603295996613409,-0.3784827410869339,1.2743624303383536,0.3816226517369108,0.02680054608662633,-0.37852121803095606,0.18050225226366845,-0.1531724116292178,-0.2624806891083552,-0.33142613111819735,0.6191473232716912,0.015696999841076222,0.38421047528568314,0.17693540077903924,-0.21442885791276523,-0.932496709276618,0.05152893389920885,-0.1778473635392907,-0.22025174041320272,0.24009336191521458,-0.6211975804821093,0.5754495746857367,0.21273239743392003,-0.4733360848782159,0.054809060438645335,0.3657272674632098
SBep14_d135-N,d,N,-0.9814777629969997,-0.38637624458571035,0.9753585357604703,-0.8130206218756734,-1.5192986012735068,0.062369810557159996,1.2461013660668299,0.9933227567895611,0.6351762470722329,1.4371134166601212,0.14121305641952067,0.24954740490180624,-1.456895065295798,-1.6038484683254448,-0.025845887289442187,-1.2550072584682705,1.2551363081580311,-1.2706760542796267,-0.2293797256824132,-0.8704795546654831,1.1112585624545022,0.41994803364978195,0.2245294096620334,0.38786599570431535,0.7351161734656826,-0.3371327159099076,-0.2964001382688788,-0.39678715957042354,-0.015664613730810056,-0.04936326505391612
SBep23_c307-I,c,I,-2.072055141582268,0.9431342454237909,1.6714066494501107,-0.6828653100163921,-0.05785090984653987,0.6499074950838416,-0.2197261879906936,-1.0854721537688286,-0.05728167985721217,0.4834344724520564,0.2815019207150233,-1.9489447641842903,1.9783696135500666,-0.7516559671378739,0.12149189915290688,-0.6735329794303898,-0.551710469174713,0.2493851698639202,0.17593243180126542,-0.40600962512635064,-0.005976056490577732,-0.1534120135044746,-0.10414362200810696,0.4747807392219466,-0.5796628889837241,0.2981065006445972,-0.28066470314800934,0.29742050316717455,-0.4012395102099407,0.06757115715878889
SBep15_c82-N,c,N,-5.015200531590722,-3.6535059508201457,-1.8113495120329228,1.8283302900722544,0.958645465118636,-0.40525475497319463,-0.12301569590494936,1.52903925210588,-0.6162597193499397,-0.6195632749608544,-0.1280409394737189,-0.7137879912265555,0.04849979663371168,0.05473538200630574,1.4624511001402505,0.156341052419778,-0.7059446403845505,-0.2643094279355944,-2.0531845090384873,0.07851805137354015,-0.7001998845932339,0.8268854351016709,-0.7537991907100293,-0.8807757348158803,-1.339642178327053,0.03355816866441863,0.1190330556599625,0.28972013127753365,0.14156228698460846,-0.0715672714112788
SBep4_c978-N,c,N,-2.064669476945263,-2.5151663370516797,-1.807645043012893,1.2235106541537357,1.2656269944319272,-0.7790899133600075,-1.4009405911894561,-1.571390917166904,-0.29397430002690067,-1.0549749231664327,1.012468375428089,-1.533140488110094,-0.22508838462679476,0.8174133982735929,1.2139749906911637,0.2122084869772889,-0.6215546375784406,0.9261781154158334,0.9136721597842716,-1.2638510363791582,-0.8081150274269334,-1.1299200527719826,0.3945098944739221,1.2844501672553825,-0.1247548062209603,0.829773046919164,-0.6486776111691532,1.015810274334837,0.4646270268010809,0.7990549367992349
SBep19_d392-I,d,I,0.17233135632141147,-1.3634048818757436,-0.8068877913495456,0.1358354538956404,-0.3123076541747725,0.862031733024411,-0.9915684349843318,-0.35201487149469957,1.447533362952653,-1.1456281863407773,-0.4973776848061613,0.4648054049662976,-0.4227017163846703,-0.4528748510582851,-0.0648977922230945,-0.10069464895507331,-1.0178255147383217,-0.6876775491052337,0.5834638418416566,0.845633541706678,1.132838042176345,0.6755164686700864,0.6456279553414148,0.05651659853277439,-0.22947874063641746,0.3182259321376224,0.3055653878796878,0.03977791541856339,-0.0896667764228208,-0.6679568402228
SBep28_c92-N,c,N,2.136886657582999,-1.4023180383907883,2.762156356722436,2.4592705449661505,3.106144708616185,-1.7358549739811406,1.2997419208934495,0.23974427585880367,-0.4222494472258131,0.03629844382976405,-0.21589848895364389,0.027871146341901992,-0.8393598097878647,0.39939566235488577,-0.643950243355162,0.23131622827174217,-0.22843198398759387,0.5990919191812076,0.5510931471995167,-0.34108269112991385,-0.21654424350208534,0.8735285842117573,-0.2344651290595122,0.2909958071038846,-0.14337631867928613,0.030632958273321412,0.28024067926038954,0.14474216440225252,-0.37301387174917333,-0.5951986391845955
SBep2_e368-I,e,I,0.0010954512575513523,4.902291207918903,1.077017477034002,0.32618634808337393,-0.06298361757344163,0.09569050832921706,-1.2359706753089232,-0.06895806825040297,-0.11592251731606261,-1.9541014109792767,3.512831945398726,3.153938486903003,1.8017056764220545,0.24794860504299604,1.810823020416912,-1.5631363292726392,0.29475814157161107,0.5224286686872432,-0.6020639357920886,0.7163321850197361,-1.2232804708212432,-0.45790124252905634,-1.0126828683111968,-0.5711372756430556,-0.3582842801537885,0.18222191937407828,1.101259070513528,-0.2177026391689935,0.06811473621449002,0.0064424038135696676
SBep23_c695-I,c,I,-1.7459884020011922,-2.025112231293709,0.7397524685989402,-0.4264682105005358,-0.5379085882593437,0.8215423914154253,-0.06105332491531796,0.7286898255961926,1.1118541661450438,0.3028998327498855,-0.04677750659379163,0.8871230864304664,0.29858740914975146,1.2075936510121785,0.591856262598533,-0.5296338459446847,0.12783555094300497,-0.7416358708284091,0.23105974463943524,-1.2000125353272098,0.27978302717492304,0.38851011575224925,0.15704444112062874,0.4059653347591528,1.1985683591381626,0.1732830039892757,-0.8898311746662194,-0.5229419973990523,-0.40898587774551337,-0.046671097170122244
SBep4_c990-N,c,N,0.16246241181488066,0.03855561198459197,-0.30160019227514095,0.33834955704763514,-0.5575111837911106,-1.2078365098222974,-0.9929039222375996,-0.9855755294035393,1.1187954106446156,-0.551682269846908,1.9977857607072755,1.475906248041579,0.41758849940167897,-0.5169796797850924,0.4034984691172279,0.3067202800902942,-0.7222342437852812,0.27942535973458243,0.20011014480691844,0.419048197443267,0.15018238349486424,0.2210542023607104,-1.1166864704903101,0.8955850432001334,2.052620140711825,-0.9596591449158401,-0.6912360339068937,-0.08990138531516279,-0.9554245190394912,-0.8521730472584956
