fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6
SBep4_c781-N,c,N,-1.8357923760550592,1.3713922232421891,-1.2453149857454924,0.5528679612748981,-0.9247568304441554,-0.6659687769478807
SBep14_d135-N,d,N,-0.21813276261152242,1.3386699490431873,0.2430269398217136,-0.6731446869299258,-1.2583123278155677,-1.3957568190580318
SBep23_c307-I,c,I,1.4909465520380354,2.520740079934583,1.0454692744692065,-0.9349329930017404,0.9224728586532694,-0.6057069685708495
SBep3_d1258-I,d,I,-1.4213622469312421,-0.4169227813881837,-0.4754516604045069,-0.1623076422268364,-0.5617922722919398,-1.0675561593456302
SBep3_c234-N,c,N,-0.32587842005724776,-4.188424312494004,0.4246876038557251,0.6708154599637784,-1.6556583093235855,1.299441505625594
SBep15_c82-N,c,N,-1.6899605875786161,4.355304227581084,-2.559729715922645,2.3019618283462173,-0.22251813293653525,1.3050091609632812
SBep4_c978-N,c,N,-1.8578502775412298,2.010557293857855,-2.031815773854917,1.6735445150785757,0.20903319237886583,1.7439348829415837
SBep19_d392-I,d,I,-1.374765022137909,-0.0712687133700758,-0.8378459145437686,0.7615632945540253,0.5878626523020826,-0.3730875700120054
SBep28_c92-N,c,N,-2.088977194146902,-0.37620591955102195,4.013985537363812,0.7031257565283172,-0.463783129993902,4.774815974746776
SBep2_e368-I,e,I,4.696722551260944,-0.8048981723596468,1.5802197270157585,-0.12160278939379845,-0.21993682584287014,-0.09626457853358343
SBep23_c695-I,c,I,-1.5467761062769723,2.4582976373899097,-0.30144512433212195,0.02964066161423065,0.09085875615591568,-0.7426464487415398
SBep3_c664-N,c,N,0.1504823528622485,-2.061776052091148,1.5057011367961923,-1.6208380367110256,0.7298775058220809,2.251184568140997
SBep4_c990-N,c,N,-0.09728468466134277,-0.09514135557889697,-0.2292674020359385,0.3969724069090974,-1.1281302902741306,0.16965332309875936
SBep16_c123-N,c,N,0.024578302316893612,-1.0185587396669424,0.3838825600984048,0.12735403677154367,-2.2241686343647724,0.4418064146492524
