Feature,Welch Test Statistic,Welch p-Value,Levene Center Strategy,Levene Test Statistic,Levene p-Value,T Test Statistic,p-Value
duration,-15.662587739785286,5.863459117033487e-54,trimmed,940.0061408534368,5.443364560559159e-190,,
f0globalMean,14.590680782849885,2.200135337544163e-47,trimmed,9.725462291549649,0.001827201378103456,,
f0globalRange,6.9865312926681415,3.142512945360645e-12,trimmed,228.1427250703023,1.736759763872578e-50,,
f0globalSD,6.553855685861691,6.090135796780666e-11,trimmed,0.3626551824833965,0.547061406773641,6.553855685861692,6.090093799372157e-11
f0globalMedian,7.120307246781801,1.2076310928460422e-12,trimmed,7.616361472842473,0.005804247185385632,,
sound2silenceRatio,11.99175873827457,9.626368905115476e-33,trimmed,44.19210157596697,3.2800078413244266e-11,,
totalPauses,-19.445393663068238,6.283378011283791e-81,trimmed,960.3890498247036,9.69048221627924e-194,,
hnrglobalMean,-8.160720451007828,4.048753552211231e-16,trimmed,1.383096115355685,0.2396279984149296,-8.160720451007828,4.0476110468402447e-16
hnrglobalRange,-6.365956232496477,2.094392170537735e-10,trimmed,86.85428809388964,1.6825243427287433e-20,,
hnrglobalSD,-11.143694472700574,1.4969555874311992e-28,trimmed,4.551650182727884,0.03293344253392524,,
energyRange,-5.112796019688705,3.2769909505462537e-07,trimmed,50.89790142770623,1.105658099089122e-12,,
energySD,-9.955366336785168,3.664133568545398e-23,median,2.5327160491390677,0.11156253427877717,-9.955366336785168,3.6596978285528516e-23
Avg. Word Dur.,4.698799622601858,2.680243103954474e-06,trimmed,99.97574935020295,2.496185506151978e-23,,
Avg. Sil. Dur.,1.619690477152159,0.10535848285463284,trimmed,32.17431371890213,1.4896377015254207e-08,,
Dynamic Range,-13.134817200878416,7.982240430149208e-39,trimmed,482.13089870361944,2.7123166816014328e-102,,
Energy,-15.742020776038004,1.781031392231965e-54,trimmed,938.3955442560942,1.0781394322589292e-189,,
Intensity,-5.3446006541650375,9.412867722191387e-08,median,35.37141326805989,2.8832749018269558e-09,,
ZCR,,,mean,,,,
Root Mean Square,-4.163053398662907,3.185802327812363e-05,trimmed,113.48239958030787,3.137081806182535e-26,,
Sound Pressure Level,-4.260507523494649,2.0720193297471994e-05,trimmed,113.33138357148347,3.3798755316932404e-26,,
Consonant Vowel Ratio,5.050339786142631,4.5452632843243907e-07,median,0.3787175665159972,0.5383144772008208,5.050339786142631,4.544873050400209e-07
SyllPerSecond,-3.4138318535888823,0.0006449463322514091,median,5.3950318814495475,0.02022852362565827,,
Avg. Cons. Dur.,2.1717656048748433,0.029913746261719255,trimmed,17.866116853753187,2.410449653857732e-05,,
Avg. Voca. Dur.,0.23270651811523188,0.8159975242242515,trimmed,4.955112521927,0.026056108693513675,,
sonorants_F0,9.23938323375089,3.4459578683851974e-20,trimmed,0.0913800627048393,0.7624423907243982,9.239119761163117,3.451246561276289e-20
sonorants_F1,12.058872098202306,4.582937571304417e-33,trimmed,287.8089775587177,7.795212466615984e-63,,
sonorants_F2,10.224916049758516,2.5062653433358257e-24,trimmed,79.70776506157232,5.960734473560139e-19,,
sonorants_F3,6.156324824636407,7.9603643996244e-10,trimmed,29.567752781202582,5.652137693332067e-08,,
stops_VOT,5.853895793063881,5.096209654565809e-09,trimmed,253.2528909546311,1.30906418474212e-55,,
fricatives_CoG,-3.0401384321322698,0.002376559226067035,trimmed,0.5348650796767741,0.4646051360474499,-3.044191105090644,0.0023447071629747445
fricatives_Kur,0.18012714357717963,0.8570613765813032,trimmed,7.418248895603988,0.0064804525653913755,,
fricatives_Ske,2.1288756337381183,0.03331132366070026,median,3.192674493892618,0.07402697986684253,2.1238557084562375,0.03372915862174134
fricatives_Std,0.560915418353598,0.5748793033726929,trimmed,23.934539214839848,1.0300214000399884e-06,,
stressedVowels_F0,9.206602524585666,4.611766971933634e-20,trimmed,0.6694672103273523,0.4132748354099206,9.206153502625442,4.629660058567365e-20
stressedVowels_F1,12.327563436236746,1.8875320414784604e-34,trimmed,234.4779887571576,8.281908121943304e-52,,
stressedVowels_F2,2.7057347829239955,0.0068355522697030584,median,34.69437656665853,4.073900645201226e-09,,
stressedVowels_F3,1.3380207203750334,0.18094217914067395,median,0.42855567817581564,0.5127244523284658,1.3380289872410411,0.18093941582573628
unstressedVowels_F0,6.19610153376284,6.259318432808598e-10,trimmed,0.8698454856805996,0.3510488809784975,6.178867691356687,6.976278522893185e-10
unstressedVowels_F1,10.347309275871188,7.83729327824041e-25,trimmed,389.78086756948574,3.0096714577135274e-83,,
unstressedVowels_F2,0.9734863453313376,0.3303591885749342,median,22.8079966776414,1.8417990463972193e-06,,
unstressedVowels_F3,2.3435142626375516,0.0191423541440105,trimmed,15.219146475611005,9.713719827343752e-05,,
