filename,speaker,label,transcription
SBsamp_c101-N.wav,c,N,yeah
SBsamp_c113-N.wav,c,N,yeah
SBsamp_c117-N.wav,c,N,how my god
SBsamp_c118-I.wav,c,I,
SBsamp_c122-N.wav,c,N,yeah stronger
SBsamp_c124-N.wav,c,N,yes
SBsamp_c13-I.wav,c,I,
SBsamp_c131-I.wav,c,I,yes
SBsamp_c133-I.wav,c,I,yeah
SBsamp_c136-I.wav,c,I,
SBsamp_c139-FN.wav,c,FN,sorry
SBsamp_c19-N.wav,c,N,right
SBsamp_c21-N.wav,c,N,yeah
SBsamp_c26-N.wav,c,N,yeah
SBsamp_c29-N.wav,c,N,what was the howard did the decision come about to go to china at sixty
SBsamp_c36-I.wav,c,I,
SBsamp_c42-N.wav,c,N,
SBsamp_c48-N.wav,c,N,wow
SBsamp_c49-FN.wav,c,FN,hey comes out yeah
SBsamp_c51-FN.wav,c,FN,
SBsamp_c53-N.wav,c,N,that's incredible
SBsamp_c55-N.wav,c,N,yeah
SBsamp_c63-N.wav,c,N,yes
SBsamp_c71-N.wav,c,N,i've been on japanese television episode of a tv program
SBsamp_c73-I.wav,c,I,jordan what are your credentials
SBsamp_c75-I.wav,c,I,why you gotta start somewhere
SBsamp_c78-N.wav,c,N,it was it was a show called rediscovered japan
SBsamp_c79-N.wav,c,N,can i think it was the travel it was like a travel show for japanese people to be
SBsamp_c80-I.wav,c,I,hey stuff in here
SBsamp_c81-N.wav,c,N,cancel
SBsamp_c83-N.wav,c,N,
SBsamp_c84-N.wav,c,N,read my reminder to japanese cultures awesome like i got it
SBsamp_c86-N.wav,c,N,so i want to am i want to the spacies restaurant called most burger
SBsamp_c87-N.wav,c,N,end what somebody outside just
SBsamp_c88-N.wav,c,N,do you wanna be on japanese tv
SBsamp_c9-I.wav,c,I,twenty-two
SBsamp_c90-N.wav,c,N,
SBsamp_c91-N.wav,c,N,no
SBsamp_c92-N.wav,c,N,shut down burgers and we reacted with like a little
SBsamp_c93-N.wav,c,N,this is my favorite
SBsamp_c94-N.wav,c,N,what science
SBsamp_c96-N.wav,c,N,interview american culture
SBsamp_c97-I.wav,c,I,burgers and kokane
SBsamp_c99-I.wav,c,I,
SBsamp_d108-N.wav,d,N,the keeper is that you did not speak language right that's pretty major part of the game
