fileName,speaker,label,PC1,PC2,PC3,Avg. Word Dur.,stressedVowels_F0,sonorants_F0,f0globalMean,f0globalSD,hnrglobalRange,sonorants_F1,hnrglobalMean,hnrglobalSD,sonorants_F2,Avg. Voca. Dur.,SyllPerSecond,stops_duration,Avg. Cons. Dur.
SBep4_c781-N,c,N,-1.968954462990137,0.6792941216016908,0.09736359404404633,0.019705625755554,-0.5795668170284498,-0.7375258801090667,-0.9746740110396733,-1.291504460515368,-0.03828285200834115,-0.6816074115380711,0.4717969811194186,0.097111724165235,-1.1478586609758508,0.06898964262090786,-0.1906248041102044,-0.37593328724172,-0.1207295767063445
SBep14_d135-N,d,N,-0.3915083175884384,1.2998817728057956,-0.40487009395468104,0.3040492814237084,-0.3896292650920705,-0.5827498971992471,0.14542917168338856,0.05005803527327503,1.6548002154812342,-0.8701959686524271,0.2712401067010212,0.2976329033231235,-0.2003771177733415,0.3143207034357575,-0.4153218424315449,0.12653477783659894,0.17507932485805186
SBep23_c307-I,c,I,1.2676603497464343,2.752590087359273,-0.5018771198589242,0.08568228564926632,0.8923189355339994,1.4063325111120442,1.354644154183983,0.22285466071645957,-0.18152447626303284,-0.06845619170636941,0.6466540551637369,0.4883413358367388,-0.6732150005187865,-0.08727090613876018,-0.23194537457887066,0.2897379714805662,-0.02030854685847809
SBep3_d1258-I,d,I,-1.4871778650889118,-0.666783195362422,-0.10953563748692544,0.2896475463041799,-0.7381102678270862,-0.34201303548964335,-0.10568630923144702,0.22046272682512322,-0.4201481750972586,-0.03237613586879619,-0.5216649541054516,-0.6124286349050477,0.9894756854879793,-0.5226307419598892,0.463895867022319,-0.3054453005056936,-0.1282688178956522
SBep3_c234-N,c,N,-0.01881578628454068,-3.9176617469456287,0.9713806306939561,0.1477779655492307,-1.4035674069051842,-0.6422542979446322,0.0846344262100803,1.4840411006525003,-1.67345170472523,0.3749412877714793,-1.7939756194818366,-1.6667660116649563,0.8211306145072742,-0.4156560187605994,-1.117131738581299,0.09301325749885572,0.5912993677762896
SBep15_c82-N,c,N,-1.8791332493205475,2.9276705532901346,0.8048685054799679,-0.12913520157223313,-0.09363307526784681,0.059784933660300334,0.012880143223447998,-0.34603144142636727,0.22086540500716276,-0.3849688306143886,0.7747396201626767,0.8576677700918799,-0.5036553274156899,0.24396477169680914,-0.2895943210751702,0.01713668797283902,-0.32923458049693477
SBep4_c978-N,c,N,-2.0303792268685847,1.1953526691970708,0.5808514441250584,-0.4915252843299499,-0.6466835087045967,0.5018177814204435,-0.6442342108502702,-0.4643428991640293,-0.4998504430013141,0.2869119669450617,-0.07850329982423895,0.2498925071709278,-1.0743980694723876,-0.42039935927624755,0.38800463501290383,0.09322905515006097,-0.25298632881012334
SBep19_d392-I,d,I,-1.42963155076427,-0.4878784464158579,0.5018116143019017,-0.2774207740272628,-0.8886627957728582,-0.7405081773736156,-0.4351926887628312,-0.44134137985460753,-0.419518183350946,-0.7289711308054816,-0.7491687059091976,-0.6628280857417114,0.71904246827734,-0.3329533605671085,0.1565377454379506,-0.08883659764493773,-0.1586941838554265
SBep28_c92-N,c,N,-1.3361283867165743,1.169364213491692,1.2253686050674042,0.1477779655492307,-0.66709114746771,-0.20679139759049125,-0.36942243555519066,0.13027425852171143,-0.580097690444445,-0.8626438940154163,0.6578784621782398,1.1475712239277078,-0.11458616096753814,0.05867803280427877,-0.36149329937060987,-0.13401411397894214,0.14334164345195913
SBep2_e368-I,e,I,4.737179021076754,-0.009676879136373561,0.47910629256113274,2.29282184319966,1.2791017887498803,1.1933187760143147,2.814432805430176,2.9698564367717566,-1.026757344518921,0.30833381887786954,-0.44555122585974616,-0.7759057587495896,-0.15097957671527013,0.40738791838724686,-1.8205701150126177,0.09301325749885572,0.9301498273065597
SBep23_c695-I,c,I,-1.7819863771262279,2.1316213691212433,-0.08038496805246938,-0.3251045198428073,-0.4456725531139224,-0.014346748842398574,-0.05096234096190946,-0.10892145958222045,2.2243716301768073,-0.5318561844729796,0.08637428143851437,0.16425609536300034,-0.5843818019318181,-0.19331193208956213,-0.0009355306199020881,-0.23831534436957247,-0.2884004166434375
SBep3_c664-N,c,N,0.5628219182259785,-1.1899898887989242,-1.2498836449295263,-0.5507984333253707,1.6024827405139686,0.37257700529914217,0.9855212646597419,0.8952437925289753,-0.8037639739186434,-0.8313451948909509,-0.8676701438385519,-1.2577235000478983,0.8266109596708436,-0.17848899297815998,1.5532740308807587,-0.1168775876039545,-0.3309665352443919
SBep4_c990-N,c,N,-0.15946791598146748,-0.18362551456069867,0.3690586459002008,0.47378028502404507,-0.659255804484837,0.15664681111245388,-0.022094355712708225,0.8611227874506724,1.3282937217430917,0.14726935506640895,-1.3282599005025717,-0.8184209728042057,-0.06359716655473047,-0.2970725058693801,-0.7360788756523834,-0.07114092127552044,-0.05609512885391395
SBep16_c123-N,c,N,0.033416741084816716,-0.865802281544702,0.4131320182451173,-0.06955691410064538,0.457159194042637,-0.3407982648861721,-0.043731542322016766,0.46978869655853556,-1.0151287871508223,-0.8012253694043443,0.18098817938055384,0.3135972226540819,0.2645714038226007,-0.17848899297815954,-1.0656971814541945,0.09301325749885572,0.8679791386824935
SBep4_d750-I,d,I,-3.056848443973447,-2.7055828326983713,0.4829959095640976,-0.8768929983776445,-0.852637102238646,-1.216781024520994,-1.047117726845073,-1.2561023155752127,-0.9205437972507545,-0.36082889862338086,-1.3266899216347234,-0.8411121570584663,0.643155669177775,-0.3075501398448607,1.1386533151853853,-0.21773388247337933,-0.43903716812135773
SBep13_c114-N,c,N,-1.9089914548621674,0.19755961673742636,-0.02393008646301236,-0.10468999614930968,-0.7050467364671736,-0.5072234256830761,-0.8818223017161924,-1.0120066369534304,0.5326892362252681,-0.2984096084914859,0.38044677599692894,0.2184693270759356,-0.3379668591504806,0.009268235766271355,-0.2384599700381763,0.10414824946361889,0.08554064676494763
SBep3_c453-I,c,I,0.42098300544380834,2.3459469605061405,-0.977593412639417,-0.20786092842329332,0.6215181762111988,0.6691439065542505,0.8330808590301473,0.2967872183790704,2.2947901529706556,-0.5345055779723421,0.3037432972604602,0.3062902580127506,-0.5292283586958578,-0.18761080166210067,-0.21904664752320474,-0.25879726475257864,-0.10738692239089279
SBep6_c909-N,c,N,-1.5897695318468859,1.330703191417322,-0.22157279021343543,-0.5740843132878574,-0.4194498090566214,0.8460480105889127,0.012207097344347865,0.15642158783930013,-0.8863068505480509,-0.41801426880694637,0.22873905015539656,0.29368836821372096,-0.3584457522969762,-0.5105228290735753,0.6667720338232135,-0.17995147121745916,-0.4684022384396304
SBep21_d1037-I,d,I,-0.850706320805175,-1.136823198933472,1.2855690273591045,0.49127183797758117,-0.502739406620196,-0.8274738186350109,-0.32344811282378644,0.32231520901230937,-0.5801386099280572,-0.2440736908942134,-2.018410247553941,-1.3005470421018437,-0.9868381007449809,0.2716432926223828,-1.2767648705994734,0.19334663446405057,0.12410208030463737
SBep23_d793-I,d,I,3.1000454081310775,-1.674001119206164,-1.1389456223844046,-0.08335739329161358,1.3283646814565282,0.8585517081108105,0.5393696842796928,0.7647754757803766,-0.863470465131369,-0.2070306982479127,-0.26211145296019955,0.0474358753569261,0.9561809721341524,-0.3075501398448605,-0.2404436254062528,0.3862859846721138,0.09287851801567118
