fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
SBep4_c781-N,c,N,-1.9689544137663497,0.6792893748915534,0.09721971359609592,-0.8636844919649214,-0.9150933212645451,1.3808974365841153,0.7037846916896794,0.5858077491714663,0.08998980009489406,-0.25055526540450096,0.258798432197365,-0.13270327290460837,-0.07389208242033962,0.20738793716050072,0.7651256788191911,-0.09955048248713232,-0.1083769909700054,-0.7716930130818799,-0.625086126131627,-0.15177490746137087,-0.013012765970308288,-0.17989578992197605,0.3109749764487108,-0.2945736303376698,-0.0007543788099028054,0.46846988345006785,0.02997984119911633,-0.7618993234281001,-0.4768463788113642,-0.07021721651725346
SBep14_d135-N,d,N,-0.3915074261493436,1.2998536219469883,-0.40512212871862746,-1.2662463695603752,0.6186692303517943,1.7643775097604486,0.2945028402461256,-0.6665363663495018,1.5231718063689077,-0.27555064216542824,0.03863095069833606,0.5455816523242174,-0.529002843182171,-1.6411143932450647,1.4329348436642664,-0.4668877310780899,-2.018653404564852,-1.1060117661583688,0.3607244064842787,0.3158013446775381,0.03456882977254088,-0.2836544528893143,0.7005826103334697,0.30833769268434824,-0.08858674934526832,-0.4956588047286372,-0.6800370914973124,0.29563564559638017,0.17610486825667174,-0.13516962408953176
SBep23_c307-I,c,I,1.2676597864760744,2.752599068033668,-0.5018260172463975,0.8754630138145997,1.0676028726209956,0.06806497525996148,0.05544405062283866,-0.17806712533140673,0.15342826349318095,-0.7520444100661655,-0.3609602518601439,-0.8921865819353022,0.22391062969175235,0.7152861328773128,-0.33435596918267185,2.444541085468565,-0.34724992502688856,-0.2035303700037865,0.027230220330661307,-0.025077113684285876,-0.24926294122832937,-0.3988887222955782,0.14199331854010697,-0.5999707913266101,-0.19959166891996152,0.5125491483701574,0.621585940650393,0.1415568557880269,-0.1853655910033904,-0.14057925654373335
SBep3_d1258-I,d,I,-1.4871767854106834,-0.6667825306932803,-0.10968680776067989,-0.5289806742787063,0.17453133058927667,0.43992875828843325,-0.6832910640027451,-2.2125143094527857,-0.08849620722040315,-0.13194713559886054,0.44162779357107024,0.4006474473026089,0.618827784342542,1.1227140580795019,0.4925831030430086,-0.635887403219214,-0.1600852655233328,0.050167520324670194,0.7321505198013674,0.016593573816555046,-0.04415836366286852,0.2262457695167349,0.4181066176536878,0.1193001735402869,0.3608683839843897,0.2785405555297009,0.6162420014443868,0.1346073401730477,-0.10798471880167375,0.22527706770490646
SBep3_c234-N,c,N,-0.01881379276840663,-3.9176582646503824,0.9712762451023326,-1.679732377446415,0.456616468548066,-2.8632376023111696,-0.05079948767887129,0.18057383658461693,-0.35582540787275313,-1.3633356042799076,0.756277705370431,0.6364625227941849,-0.02067106870261264,1.4170650405316376,-0.30436843134628805,0.9089286568122232,-1.5376448045828777,-0.5904767714980427,0.5190141496197876,0.5343926803122918,-1.746980179424656,-1.2238519605172549,-0.16684213255151692,0.7803274403224327,-0.00380408405621503,-0.4385186677419658,0.8826414921693663,-0.7983653506983089,0.1479176901539125,1.0745090090138638
SBep15_c82-N,c,N,-1.8791316624966599,2.9276768058090314,0.8046432520308328,-0.11470368105291923,-3.1810773489791715,0.04686443885117768,-0.8240153815762973,0.40676697915133875,-0.10565239230298859,-0.060578454536020516,-0.7555412021566172,-0.6842476150550181,-0.5896135541103454,1.0773247422966417,0.4589869833664394,-0.6503450501036033,-0.10805466157627547,0.040739943418761734,-0.4380755419690594,0.34187001826281926,0.2037545228711269,-0.19519982373839032,-1.3206910425290168,-0.0966796919891892,-1.4064640275718596,-0.1385265934077079,0.29566593166710464,-0.7364406629561218,-1.1280295398886397,-0.06071448508183648
SBep4_c978-N,c,N,-2.030379448164861,1.195365449555748,0.580741271621056,0.35910579380647084,-3.094385679779796,-1.5025925616440097,0.10220709532613048,0.39307552816383606,-0.8888230858162518,-1.8127106133571078,-1.187834594966228,-1.1608058001772725,-0.24605226584411993,1.4751545759014775,0.3776706064151191,0.4998591191887043,0.947712793723234,-0.5739447591470965,-1.296478264952459,-0.8039019651480314,0.5651299763362538,-0.10832050412344654,-0.04965696707968936,-0.7010051261880464,-0.2778171415567112,0.7861869357335047,1.0782271649248611,-0.1409808375821088,0.49491790795073703,0.5917559829378111
SBep19_d392-I,d,I,-1.4296306888603478,-0.4878748176971389,0.5018194080029029,0.6541114675834502,-0.6272666634363369,-0.1266061571420427,0.3645771210560526,-0.9225889450063213,-1.7903953414055398,0.8996860641931839,-1.2068935443132904,-0.0008237251384787379,-1.3298640144637208,-0.493903989090839,-0.33972877481884567,0.11273101423952107,-0.3901994967291168,-0.03195458726899138,1.5054139181155455,0.8418821515730904,0.5673899779595253,0.38146029956369104,0.5273348447280449,0.2123895918913889,0.23435113203637611,0.04587269235829466,-0.007905127190511936,0.08673597798490959,-0.25839989294371074,0.6460893425284403
SBep28_c92-N,c,N,-1.3361282904225702,1.1693580602371008,1.2253300675594039,-0.664348579223022,0.24001421151066044,-2.104420900170681,0.9441242254786925,0.7969306061401527,0.7024475233469021,0.32474467949809416,-0.5834393988119557,0.04242000750807115,0.22700218335517597,-0.5519890782926241,0.46254904881759534,-1.0952052208011545,0.3581766884047893,-0.8431376490627764,0.8978345809489764,-0.9901899799321165,-0.7636583684213839,-0.6341665481143818,0.24183710621086757,-0.13809907449873685,0.5064183463045473,0.11251252516634223,0.8286144969966756,-0.14331391763914783,0.08942878942280391,0.5439638020787212
SBep2_e368-I,e,I,4.73718241893866,-0.00965630278984851,0.47892901410275984,-0.2768815159503688,1.265914136821213,-0.7243372296029226,-0.46835269569854143,0.803082298774949,-2.438108283955539,-1.1826666567519233,0.27118074167986306,4.766590228678578,-0.03400882422283999,2.4759064530451176,0.7332582814851937,0.4754273624720086,0.47922400396797626,1.408915731990581,-0.7079704508457654,-0.6274822305605805,-0.9701824666433105,-0.9455025424068908,-0.775993930931595,0.5434567114392918,0.4672132685594167,-0.014399814924044489,0.3629963509232934,-0.4548154439507222,-0.5660994251513831,0.5209048918687016
