fileName,speaker,label,PC1,PC2,PC3
SBep4_c781-N,c,N,-1.968954462990137,0.6792941216016908,0.09736359404404633
SBep14_d135-N,d,N,-0.3915083175884384,1.2998817728057956,-0.40487009395468104
SBep23_c307-I,c,I,1.2676603497464343,2.752590087359273,-0.5018771198589242
SBep3_d1258-I,d,I,-1.4871778650889118,-0.666783195362422,-0.10953563748692544
SBep3_c234-N,c,N,-0.01881578628454068,-3.9176617469456287,0.9713806306939561
SBep15_c82-N,c,N,-1.8791332493205475,2.9276705532901346,0.8048685054799679
SBep4_c978-N,c,N,-2.0303792268685847,1.1953526691970708,0.5808514441250584
SBep19_d392-I,d,I,-1.42963155076427,-0.4878784464158579,0.5018116143019017
SBep28_c92-N,c,N,-1.3361283867165743,1.169364213491692,1.2253686050674042
SBep2_e368-I,e,I,4.737179021076754,-0.009676879136373561,0.47910629256113274
SBep23_c695-I,c,I,-1.7819863771262279,2.1316213691212433,-0.08038496805246938
SBep3_c664-N,c,N,0.5628219182259785,-1.1899898887989242,-1.2498836449295263
SBep4_c990-N,c,N,-0.15946791598146748,-0.18362551456069867,0.3690586459002008
SBep16_c123-N,c,N,0.033416741084816716,-0.865802281544702,0.4131320182451173
SBep4_d750-I,d,I,-3.056848443973447,-2.7055828326983713,0.4829959095640976
SBep13_c114-N,c,N,-1.9089914548621674,0.19755961673742636,-0.02393008646301236
SBep3_c453-I,c,I,0.42098300544380834,2.3459469605061405,-0.977593412639417
SBep6_c909-N,c,N,-1.5897695318468859,1.330703191417322,-0.22157279021343543
SBep21_d1037-I,d,I,-0.850706320805175,-1.136823198933472,1.2855690273591045
SBep23_d793-I,d,I,3.1000454081310775,-1.674001119206164,-1.1389456223844046
SBep21_c188-I,c,I,0.2705492407989799,-0.9111602341210787,0.8428914061826309
SBep13_c409-N,c,N,0.04129878530160982,-2.2432659187866295,1.2651570941944505
SBep21_c724-N,c,N,-1.2350549185377953,0.9270028162848507,3.364204575519617
SBep3_c1219-N,c,N,-3.37914719510433,0.4966765650442697,0.4980391448007726
SBep4_c173-I,c,I,1.5494829741994682,1.6572433854452027,4.164849004757797
SBep13_d406-N,d,N,-1.4031692237684852,-5.2439531706695455,-2.005751515631404
SBep21_c1453-I,c,I,0.5400495466784376,1.149698613969892,1.1978700130091315
SBep15_d52-I,d,I,1.507092566967804,-2.393715206323435,-0.016280546295538295
SBep3_d679-N,d,N,-1.5193866688747075,-2.3758342221111213,0.4651487340322774
SBep6_d430-I,d,I,0.6348076595692544,-2.5716353583833778,0.4469227649949886
SBep2_d151-I,d,I,-1.0870068315533377,-3.141811248992846,1.2704480166397922
SBep2_c123-N,c,N,-3.3804835120546235,1.419048480824833,-0.1896756882394521
SBep23_o1232-N,o,N,3.70300119473974,2.118583460413078,-0.9443310366015327
SBep3_d988-I,d,I,2.4963100501885127,-0.9880081489664914,-1.6558266602382807
SBep21_s505-I,s,I,0.9840665425831863,2.1330326987085084,0.8419290733029828
SBep3_f113-I,f,I,1.500450600609819,0.6994135008634397,-1.1571084315671902
SBep27_c155-I,c,I,-1.9907003932563905,2.130776284009597,-1.243470864507484
SBep14_c311-I,c,I,-1.0018862469491232,2.470173526799501,0.06593461348303399
SBep23_c1033-N,c,N,-1.158112524092714,2.644667367157376,-0.4838537538864563
SBep16_c303-I,c,I,0.4812200447215801,2.263227848149086,-0.5344303459032566
SBep6_d253-N,d,N,1.7626744113040806,4.088394644503497,0.5855721872862896
SBep4_c854-N,c,N,-0.9481116235979824,0.6602033657392972,-0.016526525372846667
SBep23_c1125-N,c,N,-1.1179261383760533,1.1301812782430307,-0.5089652140720378
SBep21_s879-N,s,N,2.0459909690405014,3.0161869671713064,-0.7986565054643996
SBep23_c844-N,c,N,-0.2875649658182525,3.202872321440366,-0.6562567595350052
SBep2_c447-I,c,I,-1.187822637377415,-0.5174970609516921,1.3481812422706656
SBep13_d783-N,d,N,-0.46484997219893215,-1.3152752658779177,-1.292177168727534
