fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6
SBep4_c781-N,c,N,-1.9689673652759387,0.6793902424626206,0.09717872086597977,-0.8644645435890981,-0.9159648965112575,1.3843833302610815
SBep14_d135-N,d,N,-0.39150721475024375,1.2999486453559017,-0.405265683493874,-1.2681696595931435,0.6172427289165462,1.7706110925597185
SBep23_c307-I,c,I,1.2676995443124717,2.7524831213089285,-0.5020646375155057,0.8753893349314424,1.067746404206337,0.058840198792638666
SBep3_d1258-I,d,I,-1.4871953198296912,-0.6667322111140935,-0.1095438354238685,-0.5289681359029149,0.1745866704714615,0.44470644134911747
SBep3_c234-N,c,N,-0.018808367846057238,-3.9177619623347755,0.9708770663165488,-1.6791004286251487,0.45660438885312776,-2.868317936911286
SBep15_c82-N,c,N,-1.8791738140881904,2.927762977125135,0.8047339194002412,-0.11298600649882642,-3.180159353984701,0.054573489193681095
SBep4_c978-N,c,N,-2.0304202633110044,1.1954997703372894,0.5808533513378221,0.36011448291764214,-3.0937624146041247,-1.4970394715853106
SBep19_d392-I,d,I,-1.429600107752976,-0.48790207593314955,0.5019749480233221,0.6539622820704295,-0.6277237805818581,-0.1284251698916333
SBep28_c92-N,c,N,-1.3361917937400556,1.1694447336681426,1.2251718857454728,-0.6635378339934026,0.24139022512533276,-2.0956050540319557
SBep2_e368-I,e,I,4.737038661774957,-0.00929435617236671,0.4796046203554249,-0.27778728062458374,1.2677354937026153,-0.6953399629889102
SBep23_c695-I,c,I,-1.7819437780950367,2.1315837576400067,-0.0811387969327986,0.13850138805239562,-0.4698781816018927,1.0608663893947075
SBep3_c664-N,c,N,0.5628624729485474,-1.190194903687017,-1.2505582461607334,0.568744307423623,1.0485248583035511,-1.628936330982253
SBep4_c990-N,c,N,-0.15949504876848142,-0.18350686915713696,0.3692089758416556,-1.0851729419692038,-0.41390507907078394,-0.8996769565667009
SBep16_c123-N,c,N,0.033424651312905576,-0.8659476210212055,0.4135500010585631,-2.2143977902713456,0.2089021843491438,-1.238395239047261
SBep4_d750-I,d,I,-3.056884392945518,-2.705640037205172,0.48315742912047954,0.49014814919935723,1.0022740814215767,-0.7693703119656534
SBep13_c114-N,c,N,-1.9089611451672557,0.1974433568541422,-0.02391850201847982,-1.8579526567187863,-0.31023494881560787,2.192391576157246
SBep3_c453-I,c,I,0.4209827116919159,2.3458978107708486,-0.9778030031975993,-0.29679930720668307,-2.2216796753820987,0.18987944219971759
SBep6_c909-N,c,N,-1.5897879981283796,1.3308005916767944,-0.22161600267930998,0.7660840602917554,0.6432261254943408,-1.2250167294957228
SBep21_d1037-I,d,I,-0.8506941098963486,-1.1366383389332004,1.285691165007587,-0.7301496444120721,1.5360686594820683,-0.3215396311438769
SBep23_d793-I,d,I,3.0999551305648905,-1.673815984032628,-1.1380615508833969,0.6639855899740892,-1.6337757625412723,-1.0293856572417517
SBep21_c188-I,c,I,0.27052187315681087,-0.9110572517643762,0.8428207148280401,-0.1506218774730091,0.9219571077785579,-1.676769855255907
SBep13_c409-N,c,N,0.04131304796122768,-2.24328987012459,1.2649730252598854,-2.4479199582344697,-0.9283354973325018,-2.7809211562103116
SBep21_c724-N,c,N,-1.2350489718703292,0.9269245681558377,3.364250315144962,1.7219726136861155,2.1542049407749797,-0.7405447059280046
SBep3_c1219-N,c,N,-3.379021305132757,0.4963541355011814,0.49755054058133025,-1.007865774770601,1.9510088786666204,1.0729189128500993
SBep4_c173-I,c,I,1.5495127724089195,1.6571032131701824,4.165043244139752,0.07294146318189428,-0.457572678055738,0.22031343392116307
SBep13_d406-N,d,N,-1.4030206856787921,-5.244239359370811,-2.0063492043949953,2.6409031066965425,1.0114103042091986,1.391716961194918
SBep21_c1453-I,c,I,0.5399333563913558,1.1500043551997885,1.1977075029738806,-0.10112172169503796,0.5653040907747469,-0.19746227694259372
SBep15_d52-I,d,I,1.5072042362821247,-2.393964906683103,-0.016637004391270804,1.569677881217103,-3.4151558653148966,-0.2789447816467753
SBep3_d679-N,d,N,-1.519353480247406,-2.3758419446230556,0.4649685207033161,-1.5872130078668132,1.4145548056181358,-0.7935996340425052
SBep6_d430-I,d,I,0.6348490590600798,-2.57173382009786,0.4468411433198979,0.5683400694746873,-0.1713358695583493,0.40754363990748493
SBep2_d151-I,d,I,-1.0869203907800133,-3.1419272923677437,1.270118344002059,-2.328992495302062,-0.886197935780627,-2.983588527320246
SBep2_c123-N,c,N,-3.3805449085137997,1.419205831964318,-0.1898307659734108,0.5101471096562835,-3.281153019116392,0.9594789898824952
SBep23_o1232-N,o,N,3.702945925091803,2.118697549206709,-0.943976544782757,1.0106472752609206,0.5176194188688837,0.011843688149240356
SBep3_d988-I,d,I,2.496288379205861,-0.9880344094639087,-1.6560139939963718,-0.3528044620392588,-0.5996182142482577,2.8339388795066274
SBep21_s505-I,s,I,0.984069078134456,2.1330280559582544,0.8417118192077501,1.8455398738004962,0.5034804130086028,-0.702030286468347
SBep3_f113-I,f,I,1.500531334337866,0.6992052761538737,-1.157681051773252,-0.9851104132465391,1.8206784357137815,0.8904754009662543
SBep27_c155-I,c,I,-1.9907291901529227,2.1308195426847396,-1.2434099022521252,0.17705957163308567,1.4780611298454343,0.9985327533480459
SBep14_c311-I,c,I,-1.0019151367899608,2.4702156214030064,0.06601272439461205,-0.929448590272353,1.6958854144416995,0.9331346077381275
SBep23_c1033-N,c,N,-1.1581482479084944,2.6447062593105337,-0.483453947159366,-0.303849716202801,2.1245343252875752,1.054455176684533
SBep16_c303-I,c,I,0.4811439136078966,2.2633365870474638,-0.5337798769703328,-0.1152379086524332,2.0939383788047787,-0.19741312169427902
SBep6_d253-N,d,N,1.762744602685223,4.088329850270147,0.5851757888535066,-1.0146541758932968,1.6214581720484695,0.15020647599416928
SBep4_c854-N,c,N,-0.9481039432180858,0.6601774208346932,-0.016616228907201405,-1.2629988333461644,-3.7678448464353327,-1.3605805159599005
SBep23_c1125-N,c,N,-1.1178934598707209,1.1301316671389852,-0.5092205261119741,0.26801629638277874,0.1651428906226843,0.41194446201353946
SBep21_s879-N,s,N,2.045945522121661,3.0163198064993684,-0.7986988125103059,0.687813622156111,-2.1155397372155194,-0.6861695750010949
SBep23_c844-N,c,N,-0.2875250054740839,3.2027815499138557,-0.6561317417203356,-0.3311425412661593,1.6959419152886213,1.1521934212856848
SBep2_c447-I,c,I,-1.1878702845568185,-0.517521821032425,1.348237743338986,-1.30490228753913,3.5270460393941723,-1.2070999056356158
SBep13_d783-N,d,N,-0.46488389035689776,-1.315238719876647,-1.2921498027019775,-0.9818831502183722,-1.3777659167424556,0.9606564630317157
SBep28_c375-N,c,N,-2.6596794409726625,2.1543038839906297,0.7001558281802595,-0.44507816625799634,-0.10619072165300544,-0.04033997820447108
SBep21_c168-I,c,I,-3.363602301395486,2.504260620581642,1.2289820863794552,0.031880002757249955,0.17094248555003727,-0.9816451717687389
SBep2_d191-N,d,N,-2.1723337696757117,-0.17199955385042237,0.3559126409630094,-0.43126690284578034,-1.9870579299588478,-0.5802326610143572
SBep4_h931-N,h,N,-2.6730638775837154,1.5234239550919244,1.172394625202147,-0.8270869681915934,-3.1253219022587744,-0.19964211958385858
SBep13_c600-N,c,N,0.021283963374134553,0.4736147446285086,-1.120021881360885,-1.6845722572366446,-0.38024118898122006,0.4267450647388588
SBep6_d752-I,d,I,0.822252844753437,-2.1185037818511616,-1.2458939142792915,0.8762363293515881,-0.14192542020189822,0.43467042912154646
SBep3_d1043-I,d,I,-0.6618136589746761,0.3261614068522482,1.9512019805019758,4.284359643039841,3.8174200463155086,0.15496031423918927
SBep4_d919-N,d,N,-1.2155444613509447,-3.3735512673925196,3.744114763200516,0.06085830835300506,1.2309278061292745,-1.6336563252992726
SBep3_f128-N,f,N,1.3349822456526732,1.6084866628777426,0.6067078920677659,0.03832274192007344,-0.8156827824857763,-1.1673032135996284
SBep19_c279-I,c,I,1.5642823964259982,5.63533090043297,-0.34862767242461673,-2.261406064715953,1.1469778874872139,-0.19926191877909522
SBep2_d2-N,d,N,-1.3388680580578678,-0.6470670166494951,2.1292515402497285,0.8416429526864836,-1.7450572868407512,-1.2807052838983948
SBep16_d479-N,d,N,0.3967358511747558,-0.9032080850923466,-0.7794725976684709,0.067851798010069,-4.217560911079716,-0.18204248684448857
SBep6_d197-I,d,I,-1.2921474250037106,-1.418576648260032,0.6379895542955585,-1.053064839107823,-1.083669841044504,1.4287935924905266
SBep4_d691-N,d,N,-3.0242000141137337,1.2305867631481735,1.5821365455446759,0.8537352074464813,-3.062705176071847,-1.003289238803411
SBep14_d364-I,d,I,3.059900206935132,-2.0760250898000723,-2.456594196238837,-1.2615582226898818,-0.11479449374274714,-0.33842872450496375
SBep21_d762-I,d,I,-1.3780188574235963,-1.4226341041555555,-2.2997818250265065,-0.42494559742870003,0.27629947340107375,2.504605179586968
SBep16_c95-N,c,N,-0.8605128018589503,-0.9085228717997426,2.513802711126842,-2.7831464440275573,-0.6047605100819827,1.4782935696723873
SBep27_t217-N,t,N,-3.516603111304213,-0.17095496695870468,0.03336137194294089,-0.32524781264161273,0.722633843883422,0.15871934476801922
SBep3_d1226-N,d,N,-1.575263678508259,-5.4861004653467935,1.3080253444868486,0.39863958832908225,1.2453063983616084,1.6663669751614978
SBep21_c1663-N,c,N,-1.9277545740058366,2.0955537212388733,1.1909832782165433,-1.2116764895692922,-2.835348125086003,0.6885408562790398
SBep16_c468-I,c,I,0.7978907685638322,1.2717382088991347,-0.5728864117141144,2.8071925099552186,0.6234283214847751,0.33045933774007663
SBep3_d1208-I,d,I,-0.3014412565420655,-0.962976390485084,1.2687956989656597,-0.2631700736336112,0.9362187541261703,-2.0427178764945526
SBep23_c494-N,c,N,0.7824860982235392,2.1938874873729706,-0.4142839252627982,0.1420430187575879,0.6565410893189049,-2.144808861688243
SBep23_c1336-N,c,N,0.9481620840499256,1.511937980668523,0.7265988424584257,-4.159610688162882,-1.704720839226815,-0.15495259631359426
SBep4_c1257-N,c,N,-1.2220681179273927,-4.190070313299921,1.224786829162755,1.8209939400565114,0.2689935341620236,-1.8513258968817412
SBep3_f1108-I,f,I,0.9394103436563794,0.39805274903739934,-1.2008162706926166,-0.8268152776154212,-0.36101383847037466,0.30940157573535276
SBep13_c252-N,c,N,0.6011061629670031,0.874544879184943,1.2346035761709657,-1.0166818996971745,1.6423813952746447,1.0073610407787714
SBep27_d87-I,d,I,2.375677744533808,-0.20824916065072988,-2.102975917192361,-0.4276879712249335,-0.061264253466757165,-0.2015868514366514
SBep3_f831-N,f,N,-1.1321091771227312,-1.5820511341485137,-2.016947312636448,0.24491293816299417,3.82129497986562,0.8416959873823529
SBep19_d304-N,d,N,-1.5107708717852335,-0.5203295121699484,0.05768886728270803,-1.6048924180394386,-0.1547809007464799,1.2265696842599367
SBep3_d908-N,d,N,-1.5040692135185858,1.2671173617949307,0.39677669424316914,-0.3475717096610435,-2.4245983084538345,-1.1280422882421361
SBep21_c883-N,c,N,-2.783083727226974,2.1938523011493722,0.11870500465292816,-0.7545672419376104,0.2745775352031566,-0.4346413124505853
SBep4_d1131-N,d,N,-1.6915568872700817,-2.699890214883882,1.0635649057793681,0.36166377234488484,-0.1262221868803847,0.44651838477533073
SBep23_o1160-N,o,N,-0.18184310840686307,2.87193813128372,-0.8259197015423979,-0.13010387222354175,0.16863953217205338,-0.5834898264255507
SBep21_d1480-N,d,N,-1.0552774622311067,-1.2111170912917453,-1.1949218159431998,2.413921000091656,-0.26906835584280414,0.7727646517472575
SBep3_f537-N,f,N,2.711546233998719,2.128658910401955,-1.3921362728218425,-0.0887647945713155,-1.889639458088645,-1.031757010477366
SBep16_c4-I,c,I,-0.7289159941907892,1.4547663661134227,-1.486465564594418,-0.7396457553666365,0.27623460580571524,0.8240766768216443
SBep13_d763-I,d,I,0.7235586561158727,-0.10481816067693152,-0.5192643239284386,0.03061981027547227,0.007979698072848231,1.038137311446639
SBep23_c1461-N,c,N,-2.973277067346967,0.8052810653379621,-0.552004120912268,-1.9702549588322538,-0.6729851561257582,-0.2182809521701946
SBep3_c118-N,c,N,-1.3382721298574005,0.25412242384336464,-0.9449456975794133,0.20323325650861157,-0.0313673761629167,0.05404242579961364
SBep15_c15-N,c,N,-1.1520130045560442,2.343744100229326,-0.24931518130837876,-0.16904534116871275,-0.48240419630589204,0.3154021915004865
SBep16_c253-N,c,N,-0.4255557618249752,-1.518362384066549,2.589678233720394,-0.6613887668269657,0.14297745141685875,-3.482955680196881
SBep23_o143-I,o,I,-0.3676214463957584,1.468532906411496,-1.2316312365146396,0.2754448250617407,0.4785510704803135,-0.7763010885560896
SBep4_c550-N,c,N,-2.0956412487369414,0.6925942165130636,-0.16103134416820755,-0.5885530894343489,-3.272745960627309,-0.09831971922920628
SBep21_d1432-I,d,I,-0.5786651135778107,-0.6573901507838555,-0.8601926546577626,1.7453842751200639,1.63890095007652,-0.7386587660077104
SBep3_c16-I,c,I,0.9391942511302384,1.0533419441602416,3.4788674463051286,-1.1053272187363439,-1.6232593696630016,-1.3085488512369852
SBep21_s1045-N,s,N,3.9628845204875733,0.19640903643216537,-0.05141135695628591,0.2265931794510932,1.7325097534118297,-1.574183253231307
SBep28_d454-I,d,I,-0.975021001328386,0.2394643759179031,-0.6267932522289775,-1.242446762580555,-0.0403556107011269,1.0616350547781923
SBep2_c272-I,c,I,-2.487561796495866,-0.8122074370234427,-0.38881540817828214,-0.3846919938797745,1.170074661409161,-0.14098946764228099
SBep2_d50-N,d,N,-3.236360728113666,-0.16665421198961947,0.06291169854979585,-0.4252060907743664,-1.4011047685627285,-1.2259429449130952
SBep15_c396-N,c,N,-2.842579567915888,4.26868332394372,1.0022561945503459,0.1529808322002024,-3.8423117278388803,-1.097489457314273
SBep3_d801-I,d,I,-1.5114122561323433,0.14588608155794391,-0.06603989862413089,-0.8940244842035892,-2.1021902154172496,0.3154796987520657
SBep3_f573-I,f,I,3.077019006238498,2.469401183951528,-1.8978317382636452,0.16050329912549655,0.6386093685959084,0.1815816068841417
SBep6_j180-I,j,I,1.9439057631845802,2.570153799488992,-0.5090832269888751,-1.1644167669414562,3.2154362248904964,1.569093481807576
SBep21_d1422-N,d,N,-0.31896107230247434,1.4787637085455794,2.7854809722993146,-2.2554856121025746,-1.5229673674079467,-1.9022452466914748
SBep2_d91-N,d,N,-1.6019326242660765,1.6050435835826933,0.09936379606423805,-1.8405369270544518,-0.1406223310311538,-2.1093540597201157
SBep23_c1398-N,c,N,-2.0678252735764135,3.1427529428649827,0.2683847072308117,0.7057181307391294,-4.182233265497278,0.48370245921630156
SBep3_d626-N,d,N,-1.8863901364203588,-1.9361209983444283,-0.7494266890082592,0.4013033981204927,2.1652402368046983,1.7914197424480947
SBep14_d24-I,d,I,-1.4744389485023262,0.326967501599922,1.7743177493652438,1.4324570412170436,1.9894079796351227,-6.0085967798260285
SBep21_d522-N,d,N,-2.312848314212189,-2.00267097525972,-0.3604134701483563,0.9166248512293816,2.3060383960424655,-0.38206284453997014
SBep28_d52-I,d,I,1.3781849855892891,0.7435905529452722,3.042339954634439,-0.4153671066387037,1.1601926290708222,-0.1556370010082077
SBep2_e416-N,e,N,1.4114240726724538,2.670676134434417,-1.6781175439289016,-0.2102371935668897,-0.4767571095732471,0.2673794487112835
