fileName,speaker,label,PC1,PC2,PC3
SBep7_d242-N,d,N,-2.8216726032362223,1.4978350090936396,0.8733520732383554
SBep7_c561-I,c,I,1.497645888786371,-1.7816459565113119,-2.684895981448783
SBep7_c307-I,c,I,-0.5733842708057237,3.20155994560661,-0.1925355835250244
SBep7_c290-I,c,I,0.7606174162146933,1.6380688080058003,-1.2964725079374988
SBep20_d330-I,d,I,-2.6286417998036593,-1.5978461162197255,-0.4775022676778083
SBep12_d378-N,d,N,-1.7975837607470952,-1.9556365520788754,-1.0221922537366603
SBep12_d237-N,d,N,4.038076916330754,-0.8406476331661112,0.9014447188967182
SBep20_c193-I,c,I,-1.1922538537863823,0.7693127622097822,-0.28780159238908737
SBep20_c131-I,c,I,-2.273753873529182,2.245843535674151,0.05715383012742416
SBep12_d145-N,d,N,-0.9428081788832328,-0.9561948010935669,-1.2494076440566237
SBep20_d258-I,d,I,0.44532547565616,-0.2043432675828269,1.6759512034955157
SBep20_c38-N,c,N,-1.5744980358040064,3.009867881346432,0.45231436874550146
SBep7_c306-I,c,I,-1.8280753933611515,1.2241693509761153,-1.0105160901455728
SBep12_d638-N,d,N,-1.832726931580772,-1.6942073261923165,-0.6617954422958228
SBep20_d133-I,d,I,-0.07934680883602999,-2.6165945563142436,-1.168729713664669
SBep12_c422-N,c,N,-1.5734785960474618,0.5358037766939429,-0.4030343340794394
SBep20_d55-N,d,N,1.2024630400861682,1.667583721096458,-0.8425557573736705
SBep12_c537-N,c,N,-0.005422889487029964,0.6072142844870448,-1.958360448446232
SBep12_c174-N,c,N,-2.368540981262755,-0.2981692279647443,0.05694160725119529
SBep7_d25-N,d,N,-1.194670238755666,2.0648587242495364,-0.9853337439889305
SBep7_c261-N,c,N,0.46421601145192665,1.6594444888513513,-2.4034341769333003
SBep7_d559-N,d,N,-1.9772572109450515,-1.5782353090295151,-0.06833394665783646
SBep7_c744-N,c,N,-2.001572818180062,1.1363603328566214,0.28754794141574525
SBep12_c165-N,c,N,-0.7831406819452768,-1.2370407553359226,-2.0931062833664575
SBep12_c110-N,c,N,0.09701906828864411,1.5439543445865573,-1.8357663291785067
SBep7_c612-N,c,N,-1.1223390506605793,1.8583464965909537,-1.5657696764201496
SBep12_c494-N,c,N,1.0502245041298675,0.1363948255576431,-1.0027535097643527
SBep12_c117-N,c,N,-1.381448418222601,-1.7862121879300903,-0.6446701458823937
SBep20_d378-N,d,N,-2.4203183494613385,-1.5576649858259044,-0.7280417303184724
SBep12_c489-N,c,N,-0.6947672551703301,-0.1425064882510515,-1.6923821978230174
SBep12_d538-N,d,N,0.8388684976499384,-3.401451351081168,-0.26381877224099565
SBep7_d757-N,d,N,-2.2171237853567205,2.534237638197734,-0.7139559819262067
SBep7_d745-N,d,N,-2.1761966386467333,-1.8792295173189315,0.704708378735208
SBep7_d486-I,d,I,1.911718975334407,-2.7789902927408976,-1.1851640797693201
SBep20_d437-N,d,N,-4.106999935331054,1.4112690748051016,1.7317257731739606
SBep7_c563-I,c,I,-0.42912466151750545,-0.7946067355052017,-0.6913517236450758
SBep20_c225-N,c,N,1.4142363076666729,3.0163762804494083,1.1499114586282617
SBep7_c313-N,c,N,-0.568893256940793,3.4310847108962825,0.9785898521624005
SBep20_d375-N,d,N,-1.7303968036472914,-1.0638534497286767,-0.04289776926400153
SBep20_d72-N,d,N,1.8153850906257765,0.17561680217193398,-0.33734399192642095
SBep12_d659-N,d,N,-3.1738685369159625,-2.211437131812371,0.3344617928543226
SBep20_d307-I,d,I,1.046731326326761,1.3316617721174568,-0.5692119342664732
SBep7_d597-N,d,N,2.1336158987392526,-1.3165617453185148,2.2018292453587294
SBep7_d424-N,d,N,1.6538340928590822,1.265839796357143,-2.090574784273435
SBep20_d361-I,d,I,0.6646737562103004,3.1786467974592307,0.6337261757259238
SBep7_c414-I,c,I,-0.020453243081202842,1.445814063376566,-0.6198850277957147
SBep7_d700-N,d,N,-1.5948835994502055,-0.5128539478966797,0.8685592708859172
SBep12_d256-N,d,N,-2.164800516147861,-3.876795436956014,-0.16980995757305745
SBep12_d330-N,d,N,-0.7617355183215383,-2.1654805287766403,2.3128066249189674
SBep20_c260-I,c,I,-1.7030469080682262,1.883170039288741,0.46449517960529196
SBep7_d738-I,d,I,-0.7911350914708885,-1.5734804353861016,-0.8249349988858871
SBep7_c13-N,c,N,-2.4292180846797855,2.8450645299807653,0.7869467662493335
SBep7_d656-N,d,N,-1.2291135282780892,-0.5647509302831227,0.4742473087552893
SBep20_c106-N,c,N,3.405722233099331,0.8876386744610049,4.444398229872557
SBep20_d491-I,d,I,1.693577457087482,-0.9938713155634863,2.6304395651435915
SBep20_c134-I,c,I,-1.8842375922581158,2.7988293574951917,1.222956847690421
SBep7_c331-N,c,N,-2.123690552136049,1.8760811906404546,0.4282193883380081
SBep12_d290-N,d,N,-2.579871272210294,-2.2409432973937053,-0.33789137673486647
SBep20_c195-I,c,I,-1.8727455005559168,2.5298124339523063,0.11502947564918334
SBep20_d248-N,d,N,-0.18361697860415555,0.5647775951059298,-0.36169701458124437
SBep7_c650-N,c,N,-1.8958857847915902,-0.25538152192419594,-1.427473202184084
SBep7_c720-I,c,I,-0.4667965898219777,-0.38677982295183394,0.12175009596508991
SBep20_c12-N,c,N,-3.4768420843162002,3.4886542187718645,0.6477109991403133
SBep20_d398-N,d,N,-2.207376804718727,0.18056418092472104,-0.01618431504631581
SBep20_d169-N,d,N,-0.9894858128105398,-0.50755333193243,-0.045981254202923344
SBep12_c462-N,c,N,-1.4404991732252475,-0.6349193828289238,-1.1391199032479826
SBep12_d439-N,d,N,-1.678926927925355,-0.9678369090870725,-1.1531653547355079
SBep7_c737-I,c,I,-2.105804139847502,0.9523726992001179,-1.8197677302633846
SBep7_d653-N,d,N,-0.5933875345237003,-5.873570481412124,0.5256267513996409
SBep20_d456-I,d,I,1.5871202991001894,-1.1340293182886934,1.630642813247097
SBep7_c166-I,c,I,0.8051033213228078,1.8651383606518868,0.32673683351575483
SBep7_c604-N,c,N,0.5011644322757121,-1.4432416001993575,-1.428584662938608
SBep12_d349-N,d,N,-1.8153597850390275,-3.5920252371133463,-0.39557139017183707
SBep7_d719-I,d,I,0.09665612876394696,-0.8360263982262112,-0.9823628198952179
SBep20_d145-I,d,I,-1.8896049902757843,0.37430217467406957,-0.4260622032278416
SBep12_d598-N,d,N,-0.015143050625895183,-1.599681307945769,0.3607547969512956
SBep7_c168-I,c,I,-0.5269985409731056,1.4156540936154665,0.5666425357512939
SBep20_c417-N,c,N,-1.6625111472015615,2.7140442788772785,-0.030079650501998675
SBep20_c316-N,c,N,-3.1901408081040588,1.9202168924272593,0.08129825869056345
SBep20_d287-N,d,N,0.591714528761516,-1.0352319145716034,-0.6485683851069697
SBep7_c192-I,c,I,-3.2649063747063582,0.8934801731389158,0.31263164778956487
SBep12_d11-N,d,N,1.8392578001896451,-1.243336992397068,0.18993770210823832
SBep20_d339-I,d,I,-3.430260155283995,-1.4241091653073945,0.009334846686792294
SBep20_c263-I,c,I,-2.0253692697058616,1.5638976846747836,0.5989645232917485
SBep12_d111-N,d,N,-1.7591135606439587,-0.5513742308407851,-0.5839928685248647
SBep20_d324-N,d,N,-2.163690086289951,1.4505093716961739,-0.11527363842027502
SBep20_c120-N,c,N,0.19833739930507183,2.795841105286479,-0.5846246458671247
SBep12_d640-N,d,N,-1.4137477715294116,-2.1430848860611085,0.49969381992110656
SBep7_c552-I,c,I,0.8310529268677208,-0.7724170888489774,-1.5283261093574259
SBep20_d42-I,d,I,-0.9325882073749756,-0.3502359369227295,-0.6536566309543964
SBep7_d538-N,d,N,-0.7228534485863778,-1.5320872479743308,-1.3661823153592396
SBep7_c86-N,c,N,-1.9541057071002328,3.8543299539301423,0.5895044744466863
SBep12_c557-N,c,N,-2.7879240004072288,-2.182419054090475,0.35469989082854425
SBep12_c320-N,c,N,-0.5339375678499971,-0.7953567325438118,-1.1326134493571158
SBep20_d432-I,d,I,-1.5816490441307667,1.2779221632427122,-0.6600825454558485
SBep12_d280-N,d,N,-2.2519574768985655,-2.444185528805696,-0.5390647668299924
SBep7_d408-N,d,N,-1.3183407547367596,8.538864433884228,6.252271478113924
SBep20_c352-N,c,N,-2.689404327180901,2.820411153330058,0.7380241120704528
SBep12_c646-N,c,N,-0.7527525926341647,-1.2083194748820616,2.470898032184525
SBep20_d211-I,d,I,-0.43863200552270615,3.208721360453603,0.588437545111662
SBep12_c534-N,c,N,-0.37789986247639235,-0.48568854090045216,-1.6877298482872576
SBep20_d43-I,d,I,-0.02189901433199028,1.343635182893687,0.23227873506574245
SBep12_d374-N,d,N,-1.9439582234894315,-2.441428723761337,-0.6477462162877176
SBep7_c276-N,c,N,-2.255076706175728,1.9605182626336104,0.6326029447310998
SBep7_d190-I,d,I,-1.387453476452086,-2.814568563691232,-0.03799862991594756
SBep12_c616-N,c,N,-1.9287163706847823,-1.2474932980271718,0.1854043121965902
SBep7_d53-I,d,I,-1.258032450696991,-0.21207114712719843,0.02145595960110491
SBep7_c211-I,c,I,0.27135439006060635,3.6275239869872835,1.445464855318797
SBep20_c272-N,c,N,0.13105720371105503,2.9643931572020237,0.6766016247621053
