epoch,accuracy,loss,val_accuracy,val_loss
0,0.5595698952674866,0.6904976963996887,0.608433723449707,0.6552530527114868
1,0.5952688455581665,0.6672059297561646,0.6239242553710938,0.6466119289398193
2,0.6092473268508911,0.6576577425003052,0.6265060305595398,0.6406436562538147
3,0.6309677362442017,0.6440743803977966,0.6437177062034607,0.6327340006828308
4,0.639569878578186,0.6412417888641357,0.6471600532531738,0.6275016069412231
5,0.6477419137954712,0.6339243650436401,0.6669535040855408,0.6192816495895386
6,0.6580645442008972,0.6197558641433716,0.6557658910751343,0.6152858138084412
7,0.6645161509513855,0.6124522089958191,0.6790017485618591,0.6056885719299316
8,0.6720430254936218,0.6066229343414307,0.6893287301063538,0.5967121720314026
9,0.6845161318778992,0.5963093042373657,0.6884681582450867,0.588994562625885
10,0.6946236491203308,0.588789165019989,0.6850258111953735,0.5831326842308044
11,0.7002150416374207,0.5793781280517578,0.6919105052947998,0.5743858814239502
12,0.6997849345207214,0.5751008987426758,0.7065404653549194,0.5651986002922058
13,0.7081720232963562,0.567939281463623,0.7082616090774536,0.5591965317726135
14,0.7131182551383972,0.5621106624603271,0.7177280783653259,0.5555950999259949
15,0.7238709926605225,0.5492710471153259,0.7194492220878601,0.5484498739242554
16,0.7227957248687744,0.5454501509666443,0.7211704254150391,0.5444186925888062
17,0.7438709735870361,0.5357323884963989,0.7271944880485535,0.5437803864479065
18,0.7337634563446045,0.5346711277961731,0.7237521409988403,0.5373643636703491
19,0.7333333492279053,0.5315989851951599,0.7323579788208008,0.5356566309928894
20,0.7427957057952881,0.5216192603111267,0.7297762632369995,0.5352296233177185
21,0.7408602237701416,0.5179603695869446,0.7314974069595337,0.530830979347229
22,0.7436559200286865,0.515012800693512,0.7297762632369995,0.5297874808311462
23,0.7556989192962646,0.509366512298584,0.7332186102867126,0.5267756581306458
24,0.7561290264129639,0.5029829740524292,0.7289156913757324,0.5247004628181458
25,0.7565591335296631,0.49998152256011963,0.7332186102867126,0.5248868465423584
26,0.7550537586212158,0.4991675019264221,0.7332186102867126,0.5193579792976379
27,0.7668817043304443,0.4914737045764923,0.7366609573364258,0.5201147794723511
28,0.774193525314331,0.48432570695877075,0.7375215291976929,0.5186513066291809
29,0.7739784717559814,0.4785710573196411,0.7375215291976929,0.5198652148246765
30,0.7782795429229736,0.46845462918281555,0.7358003258705139,0.5184497237205505
31,0.7772042751312256,0.47106775641441345,0.7323579788208008,0.5176057815551758
32,0.7812903523445129,0.4659176468849182,0.7375215291976929,0.5150829553604126
33,0.786236584186554,0.45445454120635986,0.7366609573364258,0.5169764161109924
34,0.8023656010627747,0.44497328996658325,0.7478485107421875,0.5148928761482239
35,0.7948387265205383,0.4456024765968323,0.7426850199699402,0.5101417303085327
36,0.8047311902046204,0.42989248037338257,0.7452667951583862,0.5094609260559082
37,0.8066666722297668,0.4288215935230255,0.7358003258705139,0.52220618724823
38,0.8116129040718079,0.4213489294052124,0.739242672920227,0.510532557964325
39,0.8262365460395813,0.4035102128982544,0.7358003258705139,0.5102505683898926
40,0.8255913853645325,0.39823004603385925,0.7461273670196533,0.5114738941192627
41,0.8245161175727844,0.39127880334854126,0.7401032447814941,0.5123335123062134
42,0.8367741703987122,0.37989234924316406,0.739242672920227,0.509621262550354
43,0.8406451344490051,0.36829304695129395,0.740963876247406,0.5134272575378418
44,0.8507527112960815,0.35889187455177307,0.7366609573364258,0.5161402821540833
45,0.856559157371521,0.3470326066017151,0.7487091422080994,0.5171457529067993
46,0.8610752820968628,0.3388308584690094,0.740963876247406,0.5272577404975891
47,0.8709677457809448,0.3220705986022949,0.73838210105896,0.5193513631820679
48,0.8804301023483276,0.31129834055900574,0.7426850199699402,0.519372284412384
49,0.8868817090988159,0.289684921503067,0.740963876247406,0.5274562835693359
50,0.8922580480575562,0.282894104719162,0.7228915691375732,0.5556172728538513
51,0.9062365293502808,0.2605897784233093,0.7426850199699402,0.5363999605178833
52,0.9058064222335815,0.2558881640434265,0.7340791821479797,0.5380479693412781
53,0.9098924994468689,0.25124046206474304,0.7254733443260193,0.5761705040931702
54,0.9156989455223083,0.23721466958522797,0.7306368350982666,0.5489741563796997
55,0.9273118376731873,0.21893000602722168,0.7332186102867126,0.5518032312393188
56,0.9288172125816345,0.20624156296253204,0.740963876247406,0.5759179592132568
57,0.9286021590232849,0.19959388673305511,0.7401032447814941,0.5661540031433105
58,0.9365591406822205,0.18716521561145782,0.7332186102867126,0.5744675397872925
59,0.9460214972496033,0.1746470034122467,0.7280550599098206,0.5796812772750854
60,0.9451612830162048,0.16793455183506012,0.7332186102867126,0.5803439021110535
61,0.9490322470664978,0.1593594253063202,0.7297762632369995,0.5865622162818909
62,0.9535483717918396,0.14893421530723572,0.7297762632369995,0.5955542922019958
63,0.9556989073753357,0.13978621363639832,0.7237521409988403,0.6131336092948914
64,0.9578494429588318,0.13493643701076508,0.7254733443260193,0.6276267766952515
65,0.9627956748008728,0.12602509558200836,0.7297762632369995,0.6226054430007935
66,0.9623655676841736,0.1223982647061348,0.7254733443260193,0.6232619881629944
67,0.9668816924095154,0.11336759477853775,0.7246127128601074,0.631391167640686
68,0.9660214781761169,0.1105407327413559,0.7289156913757324,0.6405863165855408
69,0.9701075553894043,0.10315098613500595,0.7228915691375732,0.6639232635498047
70,0.9690322875976562,0.09858088940382004,0.7314974069595337,0.6610562801361084
71,0.973548412322998,0.09313416481018066,0.7323579788208008,0.6589453816413879
72,0.9791398048400879,0.0872713029384613,0.7246127128601074,0.6703382730484009
