,Name,Speaker,Irony,parseltonguef0,reaperf0
0,PPep12_g12_I,G,i,nan,NaN
1,PPep12_g12_I,G,i,nan,95.454544
2,PPep12_g12_I,G,i,nan,95.454544
3,PPep12_g12_I,G,i,nan,102.083336
4,PPep12_g12_I,G,i,nan,102.083336
5,PPep12_g12_I,G,i,nan,103.037384
6,PPep12_g12_I,G,i,336.7131791574081,103.037384
7,PPep12_g12_I,G,i,339.15101507667714,111.645569
8,PPep12_g12_I,G,i,342.04893456981097,111.645569
9,PPep12_g12_I,G,i,359.87678050048976,112.213737
10,PPep12_g12_I,G,i,363.1301986689001,112.213737
11,PPep12_g12_I,G,i,365.9130080652455,111.645569
12,PPep12_g12_I,G,i,369.68282580273404,170.930237
13,PPep12_g12_I,G,i,383.2730932285545,170.930237
14,PPep12_g12_I,G,i,385.74836331256006,181.481476
15,PPep12_g12_I,G,i,387.9984243164905,176.399994
16,PPep12_g12_I,G,i,390.8247783545218,341.860474
17,PPep12_g12_I,G,i,393.8276430681801,344.53125
18,PPep12_g12_I,G,i,396.37894918938366,358.536591
19,PPep12_g12_I,G,i,398.5493345478016,370.588226
20,PPep12_g12_I,G,i,400.5931240101784,380.172424
21,PPep12_g12_I,G,i,403.02985524381086,386.842102
22,PPep12_g12_I,G,i,407.09380650217736,386.842102
23,PPep12_g12_I,G,i,412.8710692828549,390.265472
24,PPep12_g12_I,G,i,416.17264388166643,397.297302
25,PPep12_g12_I,G,i,417.36261747750035,400.909088
26,PPep12_g12_I,G,i,417.405644452502,400.909088
27,PPep12_g12_I,G,i,416.4953642476562,404.587158
28,PPep12_g12_I,G,i,nan,408.333344
29,PPep12_g12_I,G,i,nan,416.03775
30,PPep12_g12_I,G,i,nan,420.0
31,PPep12_g12_I,G,i,nan,380.172424
32,PPep12_g12_I,G,i,nan,416.03775
33,PPep12_g12_I,G,i,nan,NaN
34,PPep12_g12_I,G,i,nan,NaN
35,PPep12_g12_I,G,i,nan,NaN
36,PPep12_g12_I,G,i,nan,NaN
37,PPep12_g12_I,G,i,nan,NaN
38,PPep12_g12_I,G,i,nan,NaN
39,PPep12_g12_I,G,i,nan,NaN
40,PPep12_g12_I,G,i,nan,NaN
41,PPep12_g12_I,G,i,nan,NaN
42,PPep12_g12_I,G,i,nan,NaN
43,PPep12_g12_I,G,i,nan,NaN
44,PPep12_g12_I,G,i,nan,NaN
45,PPep12_g12_I,G,i,nan,NaN
46,PPep12_g12_I,G,i,nan,NaN
47,PPep12_g12_I,G,i,285.8766841122317,NaN
48,PPep12_g12_I,G,i,290.8635152149601,NaN
49,PPep12_g12_I,G,i,293.55497669357,NaN
50,PPep12_g12_I,G,i,295.4514973930621,NaN
51,PPep12_g12_I,G,i,296.7583442028386,NaN
52,PPep12_g12_I,G,i,297.45346263934584,NaN
53,PPep12_g12_I,G,i,297.641712508335,NaN
54,PPep12_g12_I,G,i,297.39768430046547,NaN
55,PPep12_g12_I,G,i,296.7890701951882,284.516144
56,PPep12_g12_I,G,i,296.06909491732637,288.235291
57,PPep12_g12_I,G,i,295.5558165419298,292.052979
58,PPep12_g12_I,G,i,295.37793686524464,295.973145
59,PPep12_g12_I,G,i,295.52502061264045,297.972961
60,PPep12_g12_I,G,i,345.2257949887512,297.972961
61,PPep12_g12_I,G,i,346.71511338434397,297.972961
62,PPep12_g12_I,G,i,379.4693302733649,294.0
63,PPep12_g12_I,G,i,381.4013196508372,275.625
64,PPep12_g12_I,G,i,383.45501755594313,275.625
65,PPep12_g12_I,G,i,385.60544745130477,259.411774
66,PPep12_g12_I,G,i,360.95411189295754,275.625
67,PPep12_g12_I,G,i,368.2291196071535,277.35849
68,PPep12_g12_I,G,i,371.2057282044789,219.402985
69,PPep12_g12_I,G,i,372.4216733181277,162.132355
70,PPep12_g12_I,G,i,373.0116229239531,157.5
71,PPep12_g12_I,G,i,373.16310288037107,194.273132
72,PPep12_g12_I,G,i,372.8815994254881,206.074768
73,PPep12_g12_I,G,i,372.10327030314926,367.5
74,PPep12_g12_I,G,i,321.4459161173909,370.588226
75,PPep12_g12_I,G,i,320.6609545038739,373.728821
76,PPep12_g12_I,G,i,319.6784023890218,373.728821
77,PPep12_g12_I,G,i,318.3387697073327,373.728821
78,PPep12_g12_I,G,i,316.69287876298085,373.728821
79,PPep12_g12_I,G,i,314.9059838685917,350.0
80,PPep12_g12_I,G,i,312.7825651821761,339.230774
81,PPep12_g12_I,G,i,309.32501869937767,295.973145
82,PPep12_g12_I,G,i,297.79000753535394,317.266174
83,PPep12_g12_I,G,i,295.9712096492687,315.0
84,PPep12_g12_I,G,i,nan,331.578949
85,PPep12_g12_I,G,i,nan,331.578949
86,PPep12_g12_I,G,i,nan,312.765961
87,PPep12_g12_I,G,i,nan,308.391602
88,PPep12_g12_I,G,i,nan,142.258072
89,PPep12_g12_I,G,i,nan,142.258072
90,PPep12_g12_I,G,i,nan,122.160667
91,PPep12_g12_I,G,i,nan,98.657715
92,PPep12_g12_I,G,i,nan,98.657715
93,PPep12_g12_I,G,i,nan,118.548386
94,PPep12_g12_I,G,i,nan,118.548386
95,PPep12_g12_I,G,i,nan,109.701492
96,PPep12_g12_I,G,i,299.33305776818594,109.701492
97,PPep12_g12_I,G,i,300.68105405934966,121.487602
98,PPep12_g12_I,G,i,301.8488194997459,123.184357
99,PPep12_g12_I,G,i,302.92728854466,123.184357
100,PPep12_g12_I,G,i,303.90806399756457,123.529411
101,PPep12_g12_I,G,i,304.7846850218184,123.529411
102,PPep12_g12_I,G,i,369.0769008631911,295.973145
103,PPep12_g12_I,G,i,369.62738536368545,295.973145
104,PPep12_g12_I,G,i,370.31427616723863,295.973145
105,PPep12_g12_I,G,i,371.0628059841951,290.131592
106,PPep12_g12_I,G,i,371.6888301584424,295.973145
107,PPep12_g12_I,G,i,372.0734394419153,264.071869
108,PPep12_g12_I,G,i,403.5881388250547,367.5
109,PPep12_g12_I,G,i,403.9629457203642,367.5
110,PPep12_g12_I,G,i,403.75529341695204,367.5
111,PPep12_g12_I,G,i,402.260220765711,370.588226
112,PPep12_g12_I,G,i,395.0632350939036,373.728821
113,PPep12_g12_I,G,i,361.947516136897,376.923065
114,PPep12_g12_I,G,i,332.5895135691103,404.587158
115,PPep12_g12_I,G,i,319.1979681228613,NaN
116,PPep12_g12_I,G,i,318.31357970682586,NaN
117,PPep12_g12_I,G,i,317.6240738584378,397.297302
118,PPep12_g12_I,G,i,317.1855016054038,265.662659
119,PPep12_g12_I,G,i,nan,282.692322
120,PPep12_g12_I,G,i,nan,315.0
121,PPep12_g12_I,G,i,nan,321.897797
122,PPep12_g12_I,G,i,nan,317.266174
123,PPep12_g12_I,G,i,nan,310.563385
124,PPep12_g12_I,G,i,nan,280.891724
125,PPep12_g12_I,G,i,nan,280.891724
126,PPep12_g12_I,G,i,nan,260.946747
127,PPep12_g12_I,G,i,nan,259.411774
128,PPep12_g12_I,G,i,nan,259.411774
129,PPep12_g12_I,G,i,nan,260.946747
130,PPep12_g12_I,G,i,nan,250.568176
131,PPep12_g12_I,G,i,nan,252.0
132,PPep12_g12_I,G,i,nan,247.752808
133,PPep12_g12_I,G,i,nan,240.983612
134,PPep12_g12_I,G,i,nan,272.222229
135,PPep12_g12_I,G,i,nan,221.608047
136,PPep12_g12_I,G,i,nan,222.72728
137,PPep12_g12_I,G,i,nan,223.857864
138,PPep12_g12_I,G,i,nan,208.018875
139,PPep12_g12_I,G,i,nan,222.72728
140,PPep12_g12_I,G,i,321.69084442094646,124.225349
141,PPep12_g12_I,G,i,320.4591921408757,124.576271
142,PPep12_g12_I,G,i,319.47701709176664,124.576271
143,PPep12_g12_I,G,i,318.64012830718883,122.160667
144,PPep12_g12_I,G,i,317.8965848947009,122.160667
145,PPep12_g12_I,G,i,317.193068123088,111.928932
146,PPep12_g12_I,G,i,316.5058568297122,324.264709
147,PPep12_g12_I,G,i,315.84199776144834,321.897797
148,PPep12_g12_I,G,i,315.25663506946034,319.565216
149,PPep12_g12_I,G,i,314.76597027476447,317.266174
150,PPep12_g12_I,G,i,314.3446457973635,317.266174
