,Name,Speaker,Irony,parseltonguef0,reaperf0
0,PPep12_b108_I,B,i,110.56870434714745,NaN
1,PPep12_b108_I,B,i,110.91329650419017,NaN
2,PPep12_b108_I,B,i,111.19369727883269,NaN
3,PPep12_b108_I,B,i,111.44872005910538,NaN
4,PPep12_b108_I,B,i,111.70489268238337,NaN
5,PPep12_b108_I,B,i,111.9865168844555,NaN
6,PPep12_b108_I,B,i,112.30888692966438,NaN
7,PPep12_b108_I,B,i,112.69289831732614,NaN
8,PPep12_b108_I,B,i,113.15022608109595,NaN
9,PPep12_b108_I,B,i,113.70045651162955,NaN
10,PPep12_b108_I,B,i,114.32896466736211,NaN
11,PPep12_b108_I,B,i,114.95724917265736,NaN
12,PPep12_b108_I,B,i,115.45241114300303,110.25
13,PPep12_b108_I,B,i,115.78128064513105,110.25
14,PPep12_b108_I,B,i,115.98064706706853,111.36364
15,PPep12_b108_I,B,i,116.09726315018342,111.36364
16,PPep12_b108_I,B,i,116.15954641312152,112.213737
17,PPep12_b108_I,B,i,116.18299276762605,112.213737
18,PPep12_b108_I,B,i,116.17224231359538,113.953491
19,PPep12_b108_I,B,i,116.12764532148005,115.1436
20,PPep12_b108_I,B,i,116.05098123756251,115.1436
21,PPep12_b108_I,B,i,115.95173722974702,116.052635
22,PPep12_b108_I,B,i,115.85655837253778,116.052635
23,PPep12_b108_I,B,i,115.81085755571199,116.052635
24,PPep12_b108_I,B,i,115.85147771574002,116.052635
25,PPep12_b108_I,B,i,115.97042273370187,116.666664
26,PPep12_b108_I,B,i,116.11867102635722,116.976128
27,PPep12_b108_I,B,i,116.23510874298317,116.976128
28,PPep12_b108_I,B,i,116.19099291999511,116.666664
29,PPep12_b108_I,B,i,115.73873928928568,116.666664
30,PPep12_b108_I,B,i,115.29915888770692,116.358841
31,PPep12_b108_I,B,i,115.06258909255584,115.1436
32,PPep12_b108_I,B,i,115.12161835456023,115.1436
33,PPep12_b108_I,B,i,117.31768591555122,116.052635
34,PPep12_b108_I,B,i,119.72984661153296,116.052635
35,PPep12_b108_I,B,i,124.02699501795861,116.666664
36,PPep12_b108_I,B,i,125.83495350309225,116.666664
37,PPep12_b108_I,B,i,126.95468636104374,90.184052
38,PPep12_b108_I,B,i,127.51321822990994,90.184052
39,PPep12_b108_I,B,i,127.9819627997346,113.367607
40,PPep12_b108_I,B,i,128.37601193129842,113.367607
41,PPep12_b108_I,B,i,128.6501838177907,93.234673
42,PPep12_b108_I,B,i,128.79780811873243,93.234673
43,PPep12_b108_I,B,i,128.83286041352008,99.324326
44,PPep12_b108_I,B,i,128.75660138132372,99.324326
45,PPep12_b108_I,B,i,128.5556815402141,111.083122
46,PPep12_b108_I,B,i,128.2143812278493,111.083122
47,PPep12_b108_I,B,i,127.71469212238082,118.23056
48,PPep12_b108_I,B,i,126.96431844834281,127.826088
49,PPep12_b108_I,B,i,124.87677982955844,127.826088
50,PPep12_b108_I,B,i,123.49817290271059,127.826088
51,PPep12_b108_I,B,i,122.56019106985136,128.571426
52,PPep12_b108_I,B,i,122.2014225787795,128.571426
53,PPep12_b108_I,B,i,122.70325845299257,129.705887
54,PPep12_b108_I,B,i,123.28769616601969,129.705887
55,PPep12_b108_I,B,i,123.42001694689667,129.325516
56,PPep12_b108_I,B,i,126.35232963179202,130.088501
57,PPep12_b108_I,B,i,126.36671191431797,130.088501
58,PPep12_b108_I,B,i,126.31074807399733,121.487602
59,PPep12_b108_I,B,i,126.22982002868775,120.821915
60,PPep12_b108_I,B,i,nan,120.821915
61,PPep12_b108_I,B,i,nan,121.823204
62,PPep12_b108_I,B,i,nan,NaN
63,PPep12_b108_I,B,i,nan,NaN
64,PPep12_b108_I,B,i,nan,NaN
65,PPep12_b108_I,B,i,nan,NaN
66,PPep12_b108_I,B,i,nan,NaN
67,PPep12_b108_I,B,i,nan,NaN
68,PPep12_b108_I,B,i,nan,NaN
69,PPep12_b108_I,B,i,nan,NaN
70,PPep12_b108_I,B,i,nan,NaN
71,PPep12_b108_I,B,i,nan,NaN
72,PPep12_b108_I,B,i,nan,NaN
73,PPep12_b108_I,B,i,nan,NaN
74,PPep12_b108_I,B,i,nan,NaN
75,PPep12_b108_I,B,i,nan,NaN
76,PPep12_b108_I,B,i,nan,NaN
77,PPep12_b108_I,B,i,nan,NaN
78,PPep12_b108_I,B,i,nan,NaN
79,PPep12_b108_I,B,i,nan,NaN
80,PPep12_b108_I,B,i,nan,NaN
81,PPep12_b108_I,B,i,172.74984219765594,NaN
82,PPep12_b108_I,B,i,172.71785968828615,NaN
83,PPep12_b108_I,B,i,172.49879277510524,NaN
84,PPep12_b108_I,B,i,171.8438254679884,NaN
85,PPep12_b108_I,B,i,169.86184143412086,NaN
86,PPep12_b108_I,B,i,167.97086187189953,NaN
87,PPep12_b108_I,B,i,144.61618352628514,NaN
88,PPep12_b108_I,B,i,145.40618159272952,NaN
89,PPep12_b108_I,B,i,145.86664153963883,NaN
90,PPep12_b108_I,B,i,146.17637168711605,NaN
91,PPep12_b108_I,B,i,146.47478729542806,NaN
92,PPep12_b108_I,B,i,146.80027416767211,NaN
93,PPep12_b108_I,B,i,147.1583470533577,NaN
94,PPep12_b108_I,B,i,147.53701481163773,NaN
95,PPep12_b108_I,B,i,147.91536429480635,NaN
96,PPep12_b108_I,B,i,148.26517088697906,NaN
97,PPep12_b108_I,B,i,148.55853926109486,NaN
98,PPep12_b108_I,B,i,148.76501120012713,NaN
99,PPep12_b108_I,B,i,148.86707872931908,NaN
100,PPep12_b108_I,B,i,148.86228839741787,142.258072
101,PPep12_b108_I,B,i,148.76686373283067,146.511627
102,PPep12_b108_I,B,i,148.6093937697423,144.117645
103,PPep12_b108_I,B,i,148.42030726369836,144.117645
104,PPep12_b108_I,B,i,148.2277116333945,144.590164
105,PPep12_b108_I,B,i,148.04728996442807,146.511627
106,PPep12_b108_I,B,i,147.88503604269707,147.491638
107,PPep12_b108_I,B,i,147.73043538083613,147.491638
108,PPep12_b108_I,B,i,147.56121086978732,149.491531
109,PPep12_b108_I,B,i,147.343770963974,149.491531
110,PPep12_b108_I,B,i,147.05170197600492,149.491531
111,PPep12_b108_I,B,i,146.67192405186628,149.491531
112,PPep12_b108_I,B,i,146.22762797144392,148.986481
113,PPep12_b108_I,B,i,145.75682803815502,148.484848
114,PPep12_b108_I,B,i,145.31545369878265,148.484848
115,PPep12_b108_I,B,i,144.95183483270574,148.484848
116,PPep12_b108_I,B,i,144.69384094440076,147.986572
117,PPep12_b108_I,B,i,144.53090485684734,147.491638
118,PPep12_b108_I,B,i,144.4349847881498,147.986572
119,PPep12_b108_I,B,i,144.36538660124384,147.986572
120,PPep12_b108_I,B,i,144.2904569812398,147.986572
121,PPep12_b108_I,B,i,144.20498283280668,147.0
122,PPep12_b108_I,B,i,144.12592701892459,147.0
123,PPep12_b108_I,B,i,144.06618983954644,145.544556
124,PPep12_b108_I,B,i,144.0312154587451,144.117645
125,PPep12_b108_I,B,i,144.01913932272646,140.0
126,PPep12_b108_I,B,i,144.0273482280533,140.0
127,PPep12_b108_I,B,i,144.0521572758298,140.894562
128,PPep12_b108_I,B,i,144.0905095393122,151.027405
