epoch,accuracy,loss,val_accuracy,val_loss
0,0.4977692663669586,17121094.0,0.52390056848526,337000.96875
1,0.5086042284965515,886106.3125,0.485659658908844,2075.182373046875
2,0.49989378452301025,8582.470703125,0.48183557391166687,1083.0860595703125
3,0.5011684894561768,3648.51708984375,0.4799235165119171,891.3126220703125
4,0.5005311369895935,2060.195556640625,0.4799235165119171,452.8511047363281
5,0.4886339604854584,5145.73974609375,0.4799235165119171,152.169677734375
6,0.49309539794921875,12100.2978515625,0.5219885110855103,37.92964553833008
7,0.48905885219573975,1945.061767578125,0.47609943151474,324.3695983886719
8,0.5020182728767395,1528.8079833984375,0.47801145911216736,144.89801025390625
9,0.49012109637260437,1304.749755859375,0.5219885110855103,33.815425872802734
10,0.4894837439060211,1213.7496337890625,0.4799235165119171,11.540266036987305
11,0.4869343638420105,2589.192138671875,0.47609943151474,4.6537089347839355
12,0.5015933513641357,1346.061767578125,0.47801145911216736,0.69220370054245
13,0.4894837439060211,430.5859680175781,0.47801145911216736,0.6922884583473206
14,0.4994688630104065,1.3508352041244507,0.47801145911216736,0.6919522881507874
15,0.502230703830719,1255.8460693359375,0.47609943151474,47.536739349365234
16,0.4962821304798126,2225.70849609375,0.4894837439060211,72.55146026611328
17,0.499256432056427,1489.676025390625,0.52390056848526,6.919245719909668
