fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6
SBep4_c781-N,c,0,-1.835792376,1.371392223,-1.245314986,0.552867961,-0.92475683,-0.665968777
SBep14_d135-N,d,0,-0.218132763,1.338669949,0.24302694,-0.673144687,-1.258312328,-1.395756819
SBep23_c307-I,c,1,1.490946552,2.52074008,1.045469274,-0.934932993,0.922472859,-0.605706969
SBep3_d1258-I,d,1,-1.421362247,-0.416922781,-0.47545166,-0.162307642,-0.561792272,-1.067556159
SBep3_c234-N,c,0,-0.32587842,-4.188424312,0.424687604,0.67081546,-1.655658309,1.299441506
SBep15_c82-N,c,0,-1.689960588,4.355304228,-2.559729716,2.301961828,-0.222518133,1.305009161
SBep4_c978-N,c,0,-1.857850278,2.010557294,-2.031815774,1.673544515,0.209033192,1.743934883
SBep19_d392-I,d,1,-1.374765022,-0.071268713,-0.837845915,0.761563295,0.587862652,-0.37308757
SBep28_c92-N,c,0,-2.088977194,-0.37620592,4.013985537,0.703125757,-0.46378313,4.774815975
SBep2_e368-I,e,1,4.696722551,-0.804898172,1.580219727,-0.121602789,-0.219936826,-0.096264579
SBep23_c695-I,c,1,-1.546776106,2.458297637,-0.301445124,0.029640662,0.090858756,-0.742646449
SBep3_c664-N,c,0,0.150482353,-2.061776052,1.505701137,-1.620838037,0.729877506,2.251184568
SBep4_c990-N,c,0,-0.097284685,-0.095141356,-0.229267402,0.396972407,-1.12813029,0.169653323
SBep16_c123-N,c,0,0.024578302,-1.01855874,0.38388256,0.127354037,-2.224168634,0.441806415
SBep4_d750-I,d,1,-3.617103979,-3.285570895,1.541728563,0.066475349,0.597144997,1.37340579
SBep13_c114-N,c,0,-1.79923825,0.914299237,-1.20735492,0.275448683,-1.900131973,-1.563235518
SBep3_c453-I,c,1,0.644975306,3.002910702,-1.907091762,0.010794543,-0.358952768,1.025568045
SBep6_c909-N,c,0,-1.434841421,1.249640361,0.758759829,-0.623903084,0.774802656,0.080878063
SBep21_d1037-I,d,1,-0.830021494,-1.29165255,1.064155477,0.524390894,-0.736513889,-1.702959327
SBep23_d793-I,d,1,3.050423467,-1.616991275,-1.705683687,-0.372543468,0.63138138,1.763399337
SBep21_c188-I,c,1,0.211548352,-1.261312981,1.126043117,0.315028426,-0.127423658,0.355121725
SBep13_c409-N,c,0,-0.163812004,-2.410026915,0.030383813,1.346033091,-2.489116964,1.829443269
SBep21_c724-N,c,0,-1.411205512,0.088806924,3.752486846,2.122611269,1.774522068,-0.270048715
SBep3_c1219-N,c,0,-3.296332277,0.340295689,1.598040286,-0.4611637,-0.975777647,-1.690453395
SBep4_c173-I,c,1,1.64313385,1.419965153,1.551311637,3.883801422,-0.04992896,-0.820559858
SBep13_d406-N,d,0,-1.673925779,-4.996537103,-1.600008966,-1.888493085,2.691046123,-1.029530608
SBep21_c1453-I,c,1,0.239493182,0.272170825,2.459840769,0.737591697,-0.008439737,1.507514499
SBep15_d52-I,d,1,1.441736665,-1.56559462,-3.492807919,1.563796238,1.419415608,1.29288152
SBep3_d679-N,d,0,-2.100975769,-3.219323035,2.081485453,-0.17319896,-1.443533356,1.104799043
SBep6_d430-I,d,1,0.515106886,-2.502248954,-0.713517492,0.596853637,0.524604648,-0.618645547
SBep2_d151-I,d,1,-1.272101809,-3.052097571,-0.448359853,1.376955017,-2.388135737,1.581225359
SBep2_c123-N,c,0,-3.264286034,3.120994441,-3.60399309,1.556293052,0.402261823,0.787295613
SBep23_o1232-N,o,0,3.855794238,1.55174433,0.925077744,-1.211219286,1.06027791,0.42489915
SBep3_d988-I,d,1,2.541563443,-0.722628293,-1.89776745,-1.077225597,-0.377574053,-1.521486483
SBep21_s505-I,s,1,1.137136368,1.806003915,1.347320528,0.447054227,1.846414656,0.227746501
SBep3_f113-I,f,1,1.567580481,0.159137074,1.310088875,-1.886784966,-0.884214779,-0.706942536
SBep27_c155-I,c,1,-1.746671085,2.083005297,0.790589022,-1.84012258,0.220738828,-1.527952019
SBep14_c311-I,c,1,-0.775966144,2.170486091,1.720174114,-0.803694616,-0.892324973,-1.507272298
SBep23_c1033-N,c,0,-0.909570694,2.350521431,1.725981819,-1.427853876,-0.245247051,-1.995110216
SBep16_c303-I,c,1,0.397189227,1.26128799,2.934917376,-1.538858122,0.039876758,0.559447812
SBep6_d253-N,d,0,1.821883435,3.006983748,3.410692527,-0.451309212,-0.902770024,0.373473973
SBep4_c854-N,c,0,-0.824091931,1.664254342,-2.937725411,1.46419539,-1.405841596,2.311322258
SBep23_c1125-N,c,0,-0.957686268,1.299604199,-0.107698788,-0.574442622,0.25899997,-0.538936649
SBep21_s879-N,s,0,2.25546001,3.388849286,-1.251723919,0.103918777,0.653949571,1.946591899
SBep23_c844-N,c,0,-0.01140557,3.031301847,1.346817729,-1.358779612,-0.273854864,-1.666918563
SBep2_c447-I,c,1,-1.988680341,-2.403323739,5.64315024,-0.334446834,-0.995192443,2.479868261
SBep13_d783-N,d,0,-0.419761488,-0.703581949,-2.32240379,-0.535420864,-1.046884558,-0.328474099
SBep28_c375-N,c,0,-2.696343064,2.00996439,1.185724146,0.520457072,-0.425374069,0.660710587
SBep21_c168-I,c,1,-3.126209572,2.614400755,1.064933663,0.807577394,-0.017060289,-0.254388435
SBep2_d191-N,d,0,-2.079179119,0.30169313,-1.342152982,0.953023291,-0.545016768,1.081098053
SBep4_h931-N,h,0,-2.519077951,2.689240143,-2.253446646,2.397336127,-0.97449651,1.253915847
SBep13_c600-N,c,0,0.137249532,0.656809983,-0.755955755,-0.939757659,-1.689905701,-0.123735831
SBep6_d752-I,d,1,0.717454192,-1.978855589,-1.220808756,-0.911056463,0.888817701,-0.147669969
SBep3_d1043-I,d,1,-0.736373879,-0.482625639,3.653486184,0.36529663,4.396187635,-1.894152938
SBep4_d919-N,d,0,-1.491989134,-3.653592868,1.720872441,2.983580396,0.032139795,-0.246366411
SBep3_f128-N,f,0,1.463599105,1.470626783,0.315525596,0.684549104,0.005532077,1.045185522
SBep19_c279-I,c,1,1.927244779,4.95670132,2.530983714,-1.207624837,-2.180568611,0.162131598
SBep2_d2-N,d,0,-1.327760079,-0.363296881,-0.514466947,2.523073805,0.707080263,1.098627947
SBep16_d479-N,d,0,0.351942952,0.348020561,-4.202411213,1.270721924,-0.051059919,2.341304806
SBep6_d197-I,d,1,-1.278790569,-0.733086414,-1.707058477,1.188435821,-1.152514072,-1.234639231
