id,speaker,label
SPPep12_p94-N,p,N
SPPep12_p95-I,p,I
SPPep12_p12-N,p,N
SPPep12_p144-I,p,I
SPPep12_p42-N,p,N
SPPep12_p8-I,p,I
SPPep12_p51-I,p,I
SPPep12_p81-N,p,N
SPPep12_p46-I,p,I
SPPep12_p105-I,p,I
SPPep12_p2-N,p,N
SPPep12_p34-I,p,I
SPPep12_p115-N,p,N
SPPep12_p33-I,p,I
SPPep12_p163-I,p,I
SPPep12_p93-N,p,N
SPPep12_p25-I,p,I
SPPep12_p60-I,p,I
SPPep12_p24-I,p,I
SPPep12_p112-I,p,I
SPPep12_p26-I,p,I
SPPep12_p37-N,p,N
SPPep12_p145-N,p,N
SPPep12_p111-N,p,N
SPPep12_p91-N,p,N
SPPep12_p6-N,p,N
SPPep12_p88-N,p,N
SPPep12_p114-N,p,N
SPPep12_p75-N,p,N
SPPep12_p147-I,p,I
