id,speaker,label
SBep28_u627-N,u,N
SBep28_u238-N,u,N
SBep28_u237-N,u,N
SBep28_u278-N,u,N
SBep28_u723-N,u,N
SBep28_u528-I,u,I
SBep28_u371-N,u,N
SBep28_u537-N,u,N
SBep28_u488-N,u,N
SBep28_u91-N,u,N
SBep28_u180-N,u,N
SBep28_u32-N,u,N
SBep28_u239-N,u,N
SBep28_u539-N,u,N
SBep28_u332-N,u,N
SBep28_u274-N,u,N
SBep28_u496-N,u,N
SBep28_u321-N,u,N
SBep28_u615-N,u,N
SBep28_u122-I,u,I
SBep28_u435-N,u,N
SBep28_u116-N,u,N
SBep28_u282-N,u,N
SBep28_u688-I,u,I
SBep28_u434-N,u,N
SBep28_u455-I,u,I
SBep28_u445-N,u,N
SBep28_u718-N,u,N
SBep28_u547-N,u,N
SBep28_u5-N,u,N
SBep28_u112-I,u,I
SBep28_u273-N,u,N
SBep28_u577-N,u,N
SBep28_u155-I,u,I
SBep28_u22-I,u,I
SBep28_u623-N,u,N
SBep28_u438-N,u,N
SBep28_u468-N,u,N
SBep28_u609-N,u,N
SBep28_u179-N,u,N
SBep28_u494-N,u,N
SBep28_u185-N,u,N
SBep28_u635-N,u,N
SBep28_u323-N,u,N
SBep28_u188-N,u,N
SBep28_u123-I,u,I
SBep28_u129-N,u,N
SBep28_u522-N,u,N
SBep28_u64-N,u,N
SBep28_u675-I,u,I
SBep28_u368-N,u,N
