id,speaker,label
SBsamp_d37-I,d,I
SBsamp_d112-I,d,I
SBsamp_c97-I,c,I
SBsamp_e24-N,e,N
SBsamp_c55-N,c,N
SBsamp_c80-I,c,I
SBsamp_e46-I,e,I
SBsamp_d123-N,d,N
SBsamp_c75-I,c,I
SBsamp_e17-N,e,N
SBsamp_c13-I,c,I
SBsamp_d41-N,d,N
SBsamp_e4-N,e,N
SBsamp_e104-N,e,N
SBsamp_c90-N,c,N
SBsamp_d82-I,d,I
SBsamp_c79-N,c,N
SBsamp_d135-FN,d,N
SBsamp_c81-N,c,N
SBsamp_d132-I,d,I
SBsamp_e30-I,e,I
SBsamp_d74-I,d,I
SBsamp_d141-FN,d,N
SBsamp_c53-N,c,N
SBsamp_d23-N,d,N
SBsamp_d72-I,d,I
SBsamp_c29-N,c,N
SBsamp_c133-I,c,I
SBsamp_e32-N,e,N
SBsamp_d12-N,d,N
SBsamp_d138-FN,d,N
SBsamp_c78-N,c,N
SBsamp_e44-N,e,N
SBsamp_e28-N,e,N
SBsamp_c94-N,c,N
SBsamp_c136-I,c,I
SBsamp_e15-N,e,N
SBsamp_e27-N,e,N
SBsamp_c131-I,c,I
SBsamp_e121-N,e,N
SBsamp_d85-N,d,N
SBsamp_e62-N,e,N
SBsamp_d47-I,d,I
SBsamp_d31-N,d,N
SBsamp_c99-I,c,I
SBsamp_e22-I,e,I
SBsamp_e107-N,e,N
SBsamp_c48-N,c,N
SBsamp_d54-N,d,N
SBsamp_d33-I,d,I
SBsamp_c91-N,c,N
SBsamp_c113-N,c,N
SBsamp_c36-I,c,I
SBsamp_d70-I,d,I
SBsamp_e68-N,e,N
SBsamp_d69-I,d,I
SBsamp_c118-I,c,I
SBsamp_e10-N,e,N
SBsamp_e65-N,e,N
SBsamp_c9-I,c,I
SBsamp_e59-N,e,N
SBsamp_e40-N,e,N
SBsamp_c122-N,c,N
SBsamp_e2-N,e,N
SBsamp_d76-I,d,I
SBsamp_e67-N,e,N
SBsamp_c88-N,c,N
SBsamp_c139-FN,c,N
SBsamp_c49-FN,c,N
SBsamp_d50-FN,d,N
SBsamp_c71-N,c,N
SBsamp_c101-N,c,N
SBsamp_d77-N,d,N
SBsamp_d8-I,d,I
SBsamp_d96-N,d,N
SBsamp_c117-N,c,N
SBsamp_e34-N,e,N
SBsamp_e60-N,e,N
SBsamp_e134-I,e,I
SBsamp_e106-N,e,N
SBsamp_d137-N,d,N
SBsamp_c92-N,c,N
SBsamp_e39-N,e,N
SBsamp_c86-N,c,N
SBsamp_d56-I,d,I
SBsamp_d127-I,d,I
SBsamp_c84-N,c,N
SBsamp_d66-N,d,N
SBsamp_c26-N,c,N
SBsamp_c124-N,c,N
SBsamp_d43-N,d,N
SBsamp_d125-N,d,N
SBsamp_c87-N,c,N
SBsamp_c83-N,c,N
SBsamp_d140-FN,d,N
SBsamp_c96-N,c,N
SBsamp_e18-N,e,N
SBsamp_d64-N,d,N
SBsamp_e115-N,e,N
