id,speaker,label
SBep6_j990-N,j,N
SBep6_j841-I,j,I
SBep6_j475-N,j,N
SBep6_j107-N,j,N
SBep6_j1012-N,j,N
SBep6_j550-I,j,I
SBep6_j364-N,j,N
SBep6_j79-I,j,I
SBep6_j68-N,j,N
SBep6_j410-I,j,I
SBep6_j331-I,j,I
SBep6_j937-I,j,I
SBep6_j730-N,j,N
SBep6_j553-I,j,I
SBep6_j494-N,j,N
SBep6_j584-N,j,N
SBep6_j233-I,j,I
SBep6_j719-I,j,I
SBep6_j543-I,j,I
SBep6_j350-N,j,N
SBep6_j662-I,j,I
SBep6_j487-N,j,N
SBep6_j985-I,j,I
SBep6_j447-N,j,N
SBep6_j496-N,j,N
SBep6_j1040-I,j,I
SBep6_j904-I,j,I
SBep6_j1035-I,j,I
SBep6_j389-I,j,I
SBep6_j878-N,j,N
SBep6_j504-N,j,N
SBep6_j448-I,j,I
SBep6_j589-I,j,I
SBep6_j156-I,j,I
SBep6_j313-I,j,I
SBep6_j235-N,j,N
SBep6_j731-N,j,N
SBep6_j279-I,j,I
SBep6_j340-I,j,I
SBep6_j345-I,j,I
SBep6_j724-N,j,N
SBep6_j814-I,j,I
SBep6_j403-I,j,I
SBep6_j875-N,j,N
SBep6_j931-N,j,N
SBep6_j486-N,j,N
SBep6_j256-I,j,I
SBep6_j911-N,j,N
SBep6_j897-N,j,N
SBep6_j277-I,j,I
SBep6_j682-N,j,N
SBep6_j826-N,j,N
SBep6_j872-N,j,N
SBep6_j661-I,j,I
SBep6_j203-I,j,I
SBep6_j347-I,j,I
SBep6_j499-N,j,N
SBep6_j722-I,j,I
SBep6_j709-I,j,I
SBep6_j388-I,j,I
SBep6_j39-I,j,I
SBep6_j60-I,j,I
SBep6_j158-I,j,I
SBep6_j771-N,j,N
SBep6_j219-I,j,I
SBep6_j781-N,j,N
SBep6_j571-N,j,N
SBep6_j309-I,j,I
SBep6_j329-I,j,I
SBep6_j610-N,j,N
SBep6_j177-I,j,I
SBep6_j179-I,j,I
SBep6_j544-I,j,I
SBep6_j633-I,j,I
SBep6_j923-I,j,I
SBep6_j88-N,j,N
SBep6_j568-N,j,N
SBep6_j653-N,j,N
SBep6_j1028-I,j,I
SBep6_j443-I,j,I
SBep6_j683-N,j,N
SBep6_j530-N,j,N
SBep6_j321-N,j,N
SBep6_j763-I,j,I
SBep6_j390-I,j,I
SBep6_j702-N,j,N
SBep6_j418-I,j,I
SBep6_j222-I,j,I
SBep6_j760-I,j,I
SBep6_j280-I,j,I
SBep6_j414-N,j,N
SBep6_j41-I,j,I
SBep6_j206-I,j,I
SBep6_j768-N,j,N
SBep6_j770-N,j,N
SBep6_j315-I,j,I
SBep6_j997-N,j,N
SBep6_j625-N,j,N
SBep6_j547-I,j,I
SBep6_j1003-I,j,I
SBep6_j392-I,j,I
SBep6_j546-I,j,I
SBep6_j825-N,j,N
SBep6_j520-I,j,I
SBep6_j971-N,j,N
SBep6_j184-I,j,I
SBep6_j778-N,j,N
SBep6_j240-I,j,I
SBep6_j835-I,j,I
SBep6_j821-I,j,I
SBep6_j170-I,j,I
SBep6_j737-N,j,N
SBep6_j874-N,j,N
SBep6_j125-I,j,I
SBep6_j636-I,j,I
SBep6_j370-I,j,I
SBep6_j940-N,j,N
SBep6_j501-N,j,N
SBep6_j220-I,j,I
SBep6_j408-I,j,I
SBep6_j111-I,j,I
SBep6_j843-I,j,I
SBep6_j396-I,j,I
SBep6_j769-N,j,N
SBep6_j290-N,j,N
SBep6_j676-N,j,N
SBep6_j792-N,j,N
SBep6_j65-N,j,N
SBep6_j139-I,j,I
SBep6_j282-I,j,I
SBep6_j766-N,j,N
SBep6_j929-N,j,N
SBep6_j749-N,j,N
SBep6_j753-I,j,I
SBep6_j469-N,j,N
SBep6_j1038-I,j,I
SBep6_j982-I,j,I
SBep6_j384-I,j,I
SBep6_j785-N,j,N
SBep6_j806-N,j,N
SBep6_j411-I,j,I
SBep6_j122-I,j,I
SBep6_j183-I,j,I
SBep6_j73-I,j,I
SBep6_j142-I,j,I
SBep6_j1031-I,j,I
SBep6_j311-I,j,I
SBep6_j816-I,j,I
SBep6_j552-I,j,I
SBep6_j6-N,j,N
SBep6_j776-I,j,I
SBep6_j685-N,j,N
SBep6_j1029-I,j,I
SBep6_j204-I,j,I
SBep6_j241-I,j,I
SBep6_j359-I,j,I
SBep6_j786-N,j,N
SBep6_j180-I,j,I
SBep6_j297-N,j,N
SBep6_j902-I,j,I
SBep6_j117-I,j,I
SBep6_j493-N,j,N
SBep6_j854-I,j,I
SBep6_j463-N,j,N
SBep6_j72-I,j,I
SBep6_j549-I,j,I
SBep6_j637-I,j,I
SBep6_j80-I,j,I
SBep6_j1002-I,j,I
SBep6_j259-I,j,I
