id,speaker,label
SPPep12_b10-I,b,I
SPPep12_b111-N,b,N
SPPep12_b35-I,b,I
SPPep12_b5-N,b,N
SPPep12_b37-N,b,N
SPPep12_b103-N,b,N
SPPep12_b108-I,b,I
SPPep12_b33-I,b,I
SPPep12_b52-N,b,N
SPPep12_b11-I,b,I
SPPep12_b39-N,b,N
SPPep12_b90-I,b,I
SPPep12_b117-I,b,I
SPPep12_b13-N,b,N
SPPep12_b114-I,b,I
SPPep12_b115-I,b,I
SPPep12_b49-N,b,N
SPPep12_b65-N,b,N
SPPep12_b88-I,b,I
SPPep12_b40-N,b,N
SPPep12_b73-I,b,I
SPPep12_b50-N,b,N
SPPep12_b107-N,b,N
SPPep12_b118-I,b,I
SPPep12_b127-N,b,N
SPPep12_b29-N,b,N
SPPep12_b27-I,b,I
