id,speaker,label
SBsamp_e60-N,e,N
SBsamp_e17-N,e,N
SBsamp_e11-N,e,N
SBsamp_e67-N,e,N
SBsamp_e2-N,e,N
SBsamp_e30-I,e,I
SBsamp_e27-N,e,N
SBsamp_e16-N,e,N
SBsamp_e6-I,e,I
SBsamp_e62-N,e,N
SBsamp_e15-N,e,N
SBsamp_e39-N,e,N
SBsamp_e65-N,e,N
SBsamp_e44-N,e,N
SBsamp_e68-N,e,N
SBsamp_e134-I,e,I
SBsamp_e52-N,e,N
SBsamp_e130-I,e,I
SBsamp_e106-N,e,N
SBsamp_e121-N,e,N
SBsamp_e4-N,e,N
SBsamp_e32-N,e,N
SBsamp_e107-N,e,N
SBsamp_e34-N,e,N
SBsamp_e28-N,e,N
SBsamp_e7-I,e,I
SBsamp_e115-N,e,N
SBsamp_e104-N,e,N
SBsamp_e24-N,e,N
SBsamp_e40-N,e,N
SBsamp_e59-N,e,N
SBsamp_e22-I,e,I
SBsamp_e10-N,e,N
