id,speaker,label
SBep27_t217-N,t,N
SBep27_t408-I,t,I
SBep27_t438-N,t,N
SBep27_t372-N,t,N
SBep27_t161-N,t,N
SBep27_t302-I,t,I
SBep27_t417-N,t,N
SBep27_t491-I,t,I
SBep27_t63-I,t,I
SBep27_t282-N,t,N
SBep27_t498-N,t,N
SBep27_t146-N,t,N
SBep27_t289-I,t,I
SBep27_t95-I,t,I
SBep27_t341-I,t,I
SBep27_t194-N,t,N
SBep27_t200-I,t,I
SBep27_t83-I,t,I
SBep27_t343-N,t,N
SBep27_t219-I,t,I
SBep27_t103-I,t,I
SBep27_t488-I,t,I
SBep27_t260-I,t,I
SBep27_t191-I,t,I
SBep27_t278-N,t,N
SBep27_t294-I,t,I
SBep27_t184-I,t,I
SBep27_t151-N,t,N
SBep27_t233-I,t,I
SBep27_t385-N,t,N
SBep27_t105-I,t,I
SBep27_t100-I,t,I
SBep27_t266-N,t,N
SBep27_t147-N,t,N
SBep27_t502-I,t,I
SBep27_t279-N,t,N
SBep27_t482-I,t,I
SBep27_t61-I,t,I
SBep27_t489-I,t,I
SBep27_t332-I,t,I
SBep27_t297-I,t,I
SBep27_t304-I,t,I
SBep27_t384-N,t,N
SBep27_t308-N,t,N
SBep27_t457-I,t,I
SBep27_t493-I,t,I
SBep27_t193-N,t,N
SBep27_t93-I,t,I
SBep27_t8-I,t,I
SBep27_t91-N,t,N
SBep27_t209-I,t,I
SBep27_t461-N,t,N
SBep27_t484-I,t,I
SBep27_t258-I,t,I
SBep27_t98-I,t,I
SBep27_t368-I,t,I
SBep27_t495-I,t,I
SBep27_t196-I,t,I
