id,speaker,label
SPPep12_p31-N,p,N
SPPep12_p149-N,p,N
SPPep12_p94-N,p,N
SPPep12_p148-N,p,N
SPPep12_p17-N,p,N
SPPep12_p126-N,p,N
SPPep12_p160-N,p,N
SPPep12_p104-I,p,I
SPPep12_p55-N,p,N
SPPep12_p162-I,p,I
SPPep12_p5-N,p,N
SPPep12_p56-N,p,N
SPPep12_p79-N,p,N
SPPep12_p129-N,p,N
SPPep12_p95-I,p,I
SPPep12_p12-N,p,N
SPPep12_p58-N,p,N
SPPep12_p113-N,p,N
SPPep12_p120-N,p,N
SPPep12_p152-N,p,N
SPPep12_p106-N,p,N
SPPep12_p23-N,p,N
SPPep12_p144-I,p,I
SPPep12_p32-N,p,N
SPPep12_p42-N,p,N
SPPep12_p67-N,p,N
SPPep12_p8-I,p,I
SPPep12_p110-N,p,N
SPPep12_p132-N,p,N
SPPep12_p109-N,p,N
SPPep12_p159-N,p,N
SPPep12_p11-N,p,N
SPPep12_p72-N,p,N
SPPep12_p89-N,p,N
SPPep12_p15-N,p,N
SPPep12_p68-N,p,N
SPPep12_p36-I,p,I
SPPep12_p153-N,p,N
SPPep12_p136-N,p,N
SPPep12_p74-N,p,N
SPPep12_p125-N,p,N
SPPep12_p156-N,p,N
SPPep12_p87-N,p,N
SPPep12_p78-N,p,N
SPPep12_p51-I,p,I
SPPep12_p81-N,p,N
SPPep12_p127-N,p,N
SPPep12_p137-N,p,N
SPPep12_p157-N,p,N
SPPep12_p69-N,p,N
SPPep12_p98-N,p,N
SPPep12_p52-N,p,N
SPPep12_p46-I,p,I
SPPep12_p155-I,p,I
SPPep12_p48-N,p,N
SPPep12_p50-N,p,N
SPPep12_p131-N,p,N
SPPep12_p117-N,p,N
SPPep12_p40-N,p,N
SPPep12_p92-N,p,N
SPPep12_p3-N,p,N
SPPep12_p105-I,p,I
SPPep12_p84-N,p,N
SPPep12_p134-N,p,N
SPPep12_p19-N,p,N
SPPep12_p1-N,p,N
SPPep12_p70-N,p,N
SPPep12_p133-N,p,N
SPPep12_p63-N,p,N
SPPep12_p99-N,p,N
SPPep12_p97-N,p,N
SPPep12_p9-N,p,N
SPPep12_p2-N,p,N
SPPep12_p20-N,p,N
SPPep12_p119-N,p,N
SPPep12_p34-I,p,I
SPPep12_p30-N,p,N
SPPep12_p115-N,p,N
SPPep12_p65-N,p,N
SPPep12_p10-N,p,N
SPPep12_p33-I,p,I
SPPep12_p124-N,p,N
SPPep12_p82-N,p,N
SPPep12_p163-I,p,I
SPPep12_p93-N,p,N
SPPep12_p25-I,p,I
SPPep12_p53-N,p,N
SPPep12_p135-N,p,N
SPPep12_p60-I,p,I
SPPep12_p154-N,p,N
SPPep12_p24-I,p,I
SPPep12_p4-N,p,N
SPPep12_p138-N,p,N
SPPep12_p90-N,p,N
SPPep12_p107-N,p,N
SPPep12_p64-N,p,N
SPPep12_p16-N,p,N
SPPep12_p121-N,p,N
SPPep12_p112-I,p,I
SPPep12_p26-I,p,I
SPPep12_p37-N,p,N
SPPep12_p59-N,p,N
SPPep12_p101-N,p,N
SPPep12_p76-N,p,N
SPPep12_p145-N,p,N
SPPep12_p142-N,p,N
SPPep12_p103-N,p,N
SPPep12_p22-N,p,N
SPPep12_p111-N,p,N
SPPep12_p118-N,p,N
SPPep12_p45-N,p,N
SPPep12_p158-N,p,N
SPPep12_p18A-N,p,N
SPPep12_p27-N,p,N
SPPep12_p102-N,p,N
SPPep12_p161-N,p,N
SPPep12_p21-N,p,N
SPPep12_p146-N,p,N
SPPep12_p28-N,p,N
SPPep12_p123-N,p,N
SPPep12_p14-N,p,N
SPPep12_p29-N,p,N
SPPep12_p62-N,p,N
SPPep12_p116-N,p,N
SPPep12_p54-N,p,N
SPPep12_p91-N,p,N
SPPep12_p85-N,p,N
SPPep12_p130-N,p,N
SPPep12_p143-N,p,N
SPPep12_p57-N,p,N
SPPep12_p128-N,p,N
SPPep12_p7-I,p,I
SPPep12_p141-N,p,N
SPPep12_p49-N,p,N
SPPep12_p80-N,p,N
SPPep12_p6-N,p,N
SPPep12_p122-N,p,N
SPPep12_p77-N,p,N
SPPep12_p61-N,p,N
SPPep12_p44-N,p,N
SPPep12_p39-N,p,N
SPPep12_p66-N,p,N
SPPep12_p100-N,p,N
SPPep12_p73-N,p,N
SPPep12_p38-N,p,N
SPPep12_p88-N,p,N
SPPep12_p114-N,p,N
SPPep12_p151-N,p,N
SPPep12_p47-N,p,N
SPPep12_p18B-N,p,N
SPPep12_p96-N,p,N
SPPep12_p35-I,p,I
SPPep12_p75-N,p,N
SPPep12_p108-N,p,N
SPPep12_p117B-N,p,N
SPPep12_p147-I,p,I
SPPep12_p13-N,p,N
SPPep12_p83-N,p,N
SPPep12_p139-N,p,N
SPPep12_p43-N,p,N
SPPep12_p140-I,p,I
SPPep12_p41-N,p,N
SPPep12_p150-N,p,N
