id,speaker,label
SBsamp_d56-I,d,I
SBsamp_d25-I,d,I
SBsamp_d127-I,d,I
SBsamp_d72-I,d,I
SBsamp_d20-N,d,N
SBsamp_d125-N,d,N
SBsamp_d12-N,d,N
SBsamp_d50-FN,d,N
SBsamp_d43-N,d,N
SBsamp_d85-N,d,N
SBsamp_d31-N,d,N
SBsamp_d76-I,d,I
SBsamp_d108-N,d,N
SBsamp_d82-I,d,I
SBsamp_d45-I,d,I
SBsamp_d77-N,d,N
SBsamp_d120-N,d,N
SBsamp_d8-I,d,I
SBsamp_d116-N,d,N
SBsamp_d70-I,d,I
SBsamp_d35-N,d,N
SBsamp_d23-N,d,N
SBsamp_d69-I,d,I
SBsamp_d74-I,d,I
SBsamp_d112-I,d,I
SBsamp_d123-N,d,N
SBsamp_d33-I,d,I
SBsamp_d137-N,d,N
SBsamp_d37-I,d,I
SBsamp_d47-I,d,I
SBsamp_d141-FN,d,N
SBsamp_d138-FN,d,N
SBsamp_d41-N,d,N
SBsamp_d96-N,d,N
SBsamp_d64-N,d,N
SBsamp_d66-N,d,N
SBsamp_d132-I,d,I
SBsamp_d54-N,d,N
SBsamp_d129-I,d,I
SBsamp_d135-FN,d,N
SBsamp_d140-FN,d,N
SBsamp_d142-FN,d,N
