id,speaker,label
SBep2_e103-I,e,I
SBep2_e175-N,e,N
SBep2_e501-N,e,N
SBep2_e324-N,e,N
SBep2_e251-N,e,N
SBep2_e368-I,e,I
SBep2_e226-N,e,N
SBep2_e178-N,e,N
SBep2_e441-I,e,I
SBep2_e21-N,e,N
SBep2_e612-N,e,N
SBep2_e294-N,e,N
SBep2_e507-I,e,I
SBep2_e371-N,e,N
SBep2_e270-I,e,I
SBep2_e370-N,e,N
SBep2_e23-N,e,N
SBep2_e429-N,e,N
SBep2_e8-N,e,N
SBep2_e84-N,e,N
SBep2_e233-I,e,I
SBep2_e454-N,e,N
SBep2_e135-I,e,I
SBep2_e525-I,e,I
SBep2_e434-N,e,N
SBep2_e607-N,e,N
SBep2_e498-N,e,N
SBep2_e92-N,e,N
SBep2_e63-I,e,I
SBep2_e314-N,e,N
SBep2_e110-I,e,I
SBep2_e163-N,e,N
SBep2_e258-I,e,I
SBep2_e581-N,e,N
SBep2_e588-N,e,N
SBep2_e436-N,e,N
SBep2_e248-N,e,N
SBep2_e15-N,e,N
SBep2_e249-N,e,N
SBep2_e605-N,e,N
SBep2_e516-I,e,I
SBep2_e514-N,e,N
SBep2_e570-I,e,I
SBep2_e14-N,e,N
SBep2_e221-N,e,N
SBep2_e141-I,e,I
SBep2_e339-I,e,I
SBep2_e6-N,e,N
SBep2_e536-N,e,N
SBep2_e193-N,e,N
SBep2_e126-N,e,N
SBep2_e108-N,e,N
SBep2_e17-I,e,I
SBep2_e416-N,e,N
SBep2_e418-I,e,I
SBep2_e142-N,e,N
SBep2_e223-N,e,N
SBep2_e386-I,e,I
SBep2_e51-N,e,N
SBep2_e61-I,e,I
SBep2_e334-I,e,I
SBep2_e552-N,e,N
SBep2_e522-I,e,I
SBep2_e503-I,e,I
SBep2_e432-N,e,N
SBep2_e497-N,e,N
SBep2_e406-N,e,N
SBep2_e177-N,e,N
SBep2_e10-N,e,N
