id,speaker,label
SBep28_u436-N,u,N
SBep28_u523-N,u,N
SBep28_u238-N,u,N
SBep28_u516-N,u,N
SBep28_u278-N,u,N
SBep28_u528-I,u,I
SBep28_u371-N,u,N
SBep28_u521-N,u,N
SBep28_u272-N,u,N
SBep28_u537-N,u,N
SBep28_u277-N,u,N
SBep28_u488-N,u,N
SBep28_u425-N,u,N
SBep28_u463-N,u,N
SBep28_u180-N,u,N
SBep28_u239-N,u,N
SBep28_u332-N,u,N
SBep28_u211-N,u,N
SBep28_u542-N,u,N
SBep28_u661-N,u,N
SBep28_u274-N,u,N
SBep28_u158-N,u,N
SBep28_u122-I,u,I
SBep28_u435-N,u,N
SBep28_u668-N,u,N
SBep28_u654-N,u,N
SBep28_u116-N,u,N
SBep28_u520-N,u,N
SBep28_u688-I,u,I
SBep28_u455-I,u,I
SBep28_u441-N,u,N
SBep28_u73-N,u,N
SBep28_u718-N,u,N
SBep28_u547-N,u,N
SBep28_u5-N,u,N
SBep28_u112-I,u,I
SBep28_u234-N,u,N
SBep28_u367-N,u,N
SBep28_u240-N,u,N
SBep28_u273-N,u,N
SBep28_u139-N,u,N
SBep28_u155-I,u,I
SBep28_u538-N,u,N
SBep28_u22-I,u,I
SBep28_u566-N,u,N
SBep28_u659-N,u,N
SBep28_u465-N,u,N
SBep28_u438-N,u,N
SBep28_u468-N,u,N
SBep28_u531-N,u,N
SBep28_u323-N,u,N
SBep28_u188-N,u,N
SBep28_u123-I,u,I
SBep28_u377-N,u,N
SBep28_u245-N,u,N
SBep28_u64-N,u,N
SBep28_u675-I,u,I
SBep28_u102-N,u,N
SBep28_u128-N,u,N
