id,speaker,label
SBep28_d340-N,d,N
SBep28_u272-N,u,N
SBep23_o429-N,o,N
SBep23_c221-N,c,N
SBep28_d705-I,d,I
SBep21_d563-I,d,I
SBep2_c218-I,c,I
SBep6_c783-N,c,N
SBep21_d1389-N,d,N
SBep23_d1379-N,d,N
SBep6_d316-I,d,I
SBep6_d755-I,d,I
SBep21_d478-N,d,N
SBep6_d861-N,d,N
SBep6_d46-N,d,N
SBep2_c481-N,c,N
SBep23_d523-N,d,N
SBep2_d227-I,d,I
SBep28_c450-N,c,N
SBep6_c638-I,c,I
SBep23_c59-I,c,I
SBep23_c1308-N,c,N
SBep23_d942-N,d,N
SBep23_o1238-N,o,N
SBep28_c24-I,c,I
SBep6_j1003-I,j,I
SBep21_s276-I,s,I
SBep21_s107-I,s,I
SBep28_c558-N,c,N
SBep23_d106-I,d,I
SBep23_c563-N,c,N
SBep23_o329-N,o,N
SBep21_d1471-I,d,I
SBep6_c744-I,c,I
SBep28_u155-I,u,I
SBep6_d199-I,d,I
SBep21_s1043-N,s,N
SBep21_d1476-I,d,I
SBep6_c446-I,c,I
SBep28_u332-N,u,N
SBep21_c808-I,c,I
SBep21_s1783-N,s,N
SBep21_d474-I,d,I
SBep2_d198-I,d,I
SBep21_c168-I,c,I
SBep2_c466-I,c,I
SBep21_d1028-N,d,N
SBep2_d71-I,d,I
SBep23_o495-N,o,N
SBep28_u371-N,u,N
SBep23_d900-N,d,N
SBep23_o1122-N,o,N
SBep23_c4-N,c,N
SBep2_d305-N,d,N
SBep23_c29-N,c,N
SBep6_c562-N,c,N
SBep23_d96-I,d,I
SBep28_u668-N,u,N
SBep23_d341-I,d,I
SBep21_s1869-N,s,N
SBep23_d829-N,d,N
SBep23_d490-N,d,N
SBep23_d771-N,d,N
SBep23_c1203-N,c,N
SBep21_c1343-I,c,I
SBep2_c283-I,c,I
SBep2_e279-N,e,N
SBep28_d109-N,d,N
SBep23_d620-I,d,I
SBep6_j702-N,j,N
SBep21_s1647-I,s,I
SBep21_c1177-N,c,N
SBep23_d297-N,d,N
SBep6_j878-N,j,N
SBep6_c412-N,c,N
SBep21_c223-N,c,N
SBep6_d961-N,d,N
SBep23_d1330-N,d,N
SBep23_c982-N,c,N
SBep23_d406-I,d,I
SBep23_o167-N,o,N
SBep23_o206-N,o,N
SBep21_s1033-N,s,N
SBep21_s6-N,s,N
SBep21_d1175-I,d,I
SBep6_c591-I,c,I
SBep23_c100-I,c,I
SBep21_c411-I,c,I
SBep28_d312-N,d,N
SBep21_d279-I,d,I
SBep23_c1048-I,c,I
SBep6_d710-I,d,I
SBep28_d580-I,d,I
SBep21_c173-N,c,N
SBep28_d681-I,d,I
SBep23_c782-N,c,N
SBep21_s1274-N,s,N
SBep28_c286-N,c,N
SBep6_j241-I,j,I
SBep21_c983-I,c,I
SBep23_d1139-N,d,N
SBep21_s1100-N,s,N
SBep6_c836-I,c,I
SBep6_d360-I,d,I
SBep28_c97-I,c,I
SBep6_d130-I,d,I
SBep28_c70-I,c,I
SBep23_o88-N,o,N
SBep28_d50-I,d,I
SBep6_d634-N,d,N
SBep2_d74-N,d,N
SBep23_c313-I,c,I
SBep21_d222-N,d,N
SBep6_c984-I,c,I
SBep2_e140-I,e,I
SBep23_o643-I,o,I
SBep23_d1022-N,d,N
SBep28_d454-I,d,I
SBep21_d1634-I,d,I
SBep6_c797-N,c,N
SBep6_j493-N,j,N
SBep21_s1098-N,s,N
SBep6_j610-N,j,N
SBep2_c376-I,c,I
SBep28_c261-N,c,N
SBep2_d574-N,d,N
SBep21_d1499-I,d,I
SBep21_d1037-I,d,I
SBep23_c777-N,c,N
SBep23_c114-I,c,I
SBep21_d247-I,d,I
SBep23_c656-N,c,N
SBep23_c1305-N,c,N
SBep28_c46-N,c,N
SBep21_c210-N,c,N
SBep21_d934-I,d,I
SBep23_c1023-N,c,N
SBep6_d53-I,d,I
SBep23_c659-N,c,N
SBep2_d82-I,d,I
SBep6_d432-I,d,I
SBep23_c1527-N,c,N
SBep6_j240-I,j,I
SBep21_d1357-I,d,I
SBep21_d1418-I,d,I
SBep2_c549-N,c,N
SBep23_d1388-I,d,I
SBep21_s1763-N,s,N
SBep23_d75-I,d,I
SBep2_e588-N,e,N
SBep21_c680-N,c,N
SBep23_d303-I,d,I
SBep23_d227-I,d,I
SBep6_d988-N,d,N
SBep6_c881-I,c,I
SBep28_d334-N,d,N
SBep21_c1679-N,c,N
SBep28_c137-N,c,N
SBep23_c628-N,c,N
SBep23_d609-N,d,N
SBep23_d624-I,d,I
SBep6_c665-N,c,N
SBep21_s269-I,s,I
SBep2_c33-N,c,N
SBep23_o1417-N,o,N
SBep23_o384-I,o,I
SBep23_c23-I,c,I
SBep23_d470-N,d,N
SBep23_o756-N,o,N
SBep21_d1490-I,d,I
SBep21_d1432-I,d,I
SBep28_u180-N,u,N
SBep6_d903-I,d,I
SBep21_s1567-I,s,I
SBep28_c92-N,c,N
SBep21_s285-I,s,I
SBep6_c132-I,c,I
SBep28_d653-N,d,N
SBep6_c336-I,c,I
SBep21_d635-I,d,I
SBep21_d1186-N,d,N
SBep6_j785-N,j,N
SBep21_d388-I,d,I
SBep21_c562-I,c,I
SBep6_j816-I,j,I
SBep21_s879-N,s,N
SBep23_o228-I,o,I
SBep6_j343-I,j,I
SBep21_s1512-I,s,I
SBep21_c1858-N,c,N
SBep23_d1040-I,d,I
SBep21_s25-I,s,I
SBep21_s1938-I,s,I
SBep21_d1908-I,d,I
SBep21_d477-N,d,N
SBep21_d1751-N,d,N
SBep21_c952-N,c,N
SBep23_o1236-N,o,N
SBep6_c81-N,c,N
SBep2_e66-I,e,I
SBep2_d548-N,d,N
SBep23_d1138-N,d,N
SBep2_c387-N,c,N
SBep2_c229-I,c,I
SBep21_d1690-N,d,N
SBep2_e97-N,e,N
SBep21_d1562-I,d,I
SBep21_c339-N,c,N
SBep23_c528-N,c,N
SBep23_d872-I,d,I
SBep23_c426-N,c,N
SBep28_c685-I,c,I
SBep6_j771-N,j,N
SBep6_d483-I,d,I
SBep21_c1116-I,c,I
SBep6_d391-I,d,I
SBep6_c850-I,c,I
SBep21_c1125-I,c,I
SBep21_c1089-I,c,I
SBep23_d555-N,d,N
SBep21_s410-I,s,I
SBep2_d275-I,d,I
SBep21_d1249-N,d,N
SBep23_d748-N,d,N
SBep21_s1770-N,s,N
SBep2_d26-N,d,N
SBep6_j6-N,j,N
SBep6_d1034-I,d,I
SBep6_d1027-I,d,I
SBep6_d201-I,d,I
SBep21_s825-N,s,N
SBep2_e581-N,e,N
SBep21_d691-I,d,I
SBep21_d1923-I,d,I
SBep23_c1210-N,c,N
SBep21_d46-I,d,I
SBep28_d106-I,d,I
SBep6_j392-I,j,I
SBep21_d1800-N,d,N
SBep6_d919-N,d,N
SBep28_u278-N,u,N
SBep23_o1475-I,o,I
SBep6_d354-I,d,I
SBep6_j179-I,j,I
SBep23_c1392-I,c,I
SBep6_d606-N,d,N
SBep21_c1503-I,c,I
SBep2_d265-I,d,I
SBep21_s1636-I,s,I
SBep23_o548-N,o,N
SBep23_d1166-I,d,I
SBep6_d895-N,d,N
SBep23_o1084-N,o,N
SBep23_o1230-N,o,N
