id,speaker,label
SBep4_c781-N,c,N
SBep23_c307-I,c,I
SBep3_c234-N,c,N
SBep15_c82-N,c,N
SBep4_c978-N,c,N
SBep28_c92-N,c,N
SBep23_c695-I,c,I
SBep3_c664-N,c,N
SBep4_c990-N,c,N
SBep16_c123-N,c,N
SBep13_c114-N,c,N
SBep3_c453-I,c,I
SBep6_c909-N,c,N
SBep21_c188-I,c,I
SBep13_c409-N,c,N
SBep21_c724-N,c,N
SBep3_c1219-N,c,N
SBep4_c173-I,c,I
SBep21_c1453-I,c,I
SBep2_c123-N,c,N
SBep27_c155-I,c,I
SBep14_c311-I,c,I
SBep23_c1033-N,c,N
SBep16_c303-I,c,I
SBep4_c854-N,c,N
SBep23_c1125-N,c,N
SBep23_c844-N,c,N
SBep2_c447-I,c,I
SBep28_c375-N,c,N
SBep21_c168-I,c,I
SBep13_c600-N,c,N
SBep19_c279-I,c,I
SBep16_c95-N,c,N
SBep21_c1663-N,c,N
SBep16_c468-I,c,I
SBep23_c494-N,c,N
SBep23_c1336-N,c,N
SBep4_c1257-N,c,N
SBep13_c252-N,c,N
SBep21_c883-N,c,N
SBep16_c4-I,c,I
SBep23_c1461-N,c,N
SBep3_c118-N,c,N
SBep15_c15-N,c,N
SBep16_c253-N,c,N
SBep4_c550-N,c,N
SBep3_c16-I,c,I
SBep2_c272-I,c,I
SBep15_c396-N,c,N
SBep23_c1398-N,c,N
SBep15_c520-I,c,I
SBep2_c19-N,c,N
SBep23_c73-I,c,I
SBep13_c323-I,c,I
SBep16_c405-N,c,N
SBep23_c338-N,c,N
SBep6_c657-I,c,I
SBep13_c454-I,c,I
SBep13_c518-N,c,N
SBep27_c7-N,c,N
SBep19_c539-I,c,I
SBep4_c203-N,c,N
SBep13_c506-N,c,N
SBep16_c120-I,c,I
SBep3_c81-I,c,I
SBep15_c589-I,c,I
SBep4_c110-N,c,N
SBep3_c1382-N,c,N
SBep28_c162-N,c,N
SBep23_c260-N,c,N
SBep14_c277-N,c,N
SBep21_c287-I,c,I
SBep15_c373-I,c,I
SBep4_c159-N,c,N
SBep3_c880-I,c,I
SBep6_c735-I,c,I
SBep23_c196-N,c,N
SBep15_c53-N,c,N
SBep27_c373-N,c,N
SBep6_c314-I,c,I
SBep3_c325-N,c,N
SBep27_c21-I,c,I
SBep3_c974-I,c,I
SBep3_c1063-N,c,N
SBep23_c306-I,c,I
SBep2_c274-I,c,I
SBep23_c122-I,c,I
SBep16_c325-N,c,N
SBep3_c1299-I,c,I
SBep28_c8-N,c,N
SBep2_c176-N,c,N
SBep2_c553-N,c,N
SBep16_c402-I,c,I
SBep21_c1156-I,c,I
SBep6_c108-I,c,I
SBep27_c67-I,c,I
SBep21_c239-N,c,N
SBep21_c793-I,c,I
SBep14_c120-I,c,I
SBep21_c1635-I,c,I
SBep23_c1228-N,c,N
SBep23_c574-I,c,I
SBep6_c439-I,c,I
SBep23_c383-N,c,N
SBep19_c158-N,c,N
SBep14_c667-N,c,N
SBep28_c396-N,c,N
SBep3_c868-I,c,I
SBep4_c783-N,c,N
SBep3_c1308-N,c,N
SBep21_c1886-I,c,I
SBep4_c16-N,c,N
SBep3_c1352-I,c,I
SBep2_c453-N,c,N
SBep13_c298-N,c,N
SBep21_c63-I,c,I
SBep19_c517-I,c,I
SBep3_c514-I,c,I
SBep19_c57-I,c,I
SBep19_c223-I,c,I
SBep6_c182-I,c,I
SBep23_c663-N,c,N
SBep3_c421-N,c,N
SBep28_c256-N,c,N
SBep21_c1817-N,c,N
SBep3_c1027-I,c,I
SBep16_c75-N,c,N
SBep6_c797-N,c,N
SBep3_c594-I,c,I
SBep4_c1143-N,c,N
SBep21_c1270-N,c,N
SBep28_c152-I,c,I
SBep3_c1004-I,c,I
SBep21_c1067-I,c,I
SBep21_c770-I,c,I
SBep23_c1279-N,c,N
SBep27_c6-N,c,N
SBep21_c467-I,c,I
SBep15_c348-I,c,I
SBep23_c650-N,c,N
SBep23_c1217-N,c,N
SBep21_c1402-N,c,N
SBep13_c262-N,c,N
SBep19_c165-N,c,N
SBep13_c286-N,c,N
SBep6_c18-I,c,I
