id,speaker,label
SPPep12_r178-N,r,N
SPPep12_p44-N,p,N
SPPep12_y28-I,y,I
SPPep12_b114-I,b,I
SPPep12_r149-N,r,N
SPPep12_r309-N,r,N
SPPep12_r139-N,r,N
SPPep12_r108-N,r,N
SPPep12_p121-N,p,N
SPPep12_r93-N,r,N
SPPep12_p61-N,p,N
SPPep12_p12-N,p,N
SPPep12_p72-N,p,N
SPPep12_r260-N,r,N
SPPep12_b57-N,b,N
SPPep12_r118-N,r,N
SPPep12_g42-N,g,N
SPPep12_p70-N,p,N
SPPep12_b85-N,b,N
SPPep12_r68-N,r,N
SPPep12_b52-N,b,N
SPPep12_g97-N,g,N
SPPep12_p56-N,p,N
SPPep12_r52-N,r,N
SPPep12_r216-N,r,N
SPPep12_r199-N,r,N
SPPep12_b130-N,b,N
SPPep12_r244-N,r,N
SPPep12_p161-N,p,N
SPPep12_b131-N,b,N
SPPep12_p109-N,p,N
SPPep12_b18-N,b,N
SPPep12_p85-N,p,N
SPPep12_b55-I,b,I
SPPep12_r207-N,r,N
SPPep12_r188-N,r,N
SPPep12_y71-I,y,I
SPPep12_r12-N,r,N
SPPep12_b102-N,b,N
SPPep12_b21-I,b,I
SPPep12_r115-N,r,N
SPPep12_r211-N,r,N
SPPep12_p137-N,p,N
SPPep12_p49-N,p,N
SPPep12_g88-N,g,N
SPPep12_p102-N,p,N
SPPep12_r9-N,r,N
SPPep12_r274-N,r,N
SPPep12_y69-N,y,N
SPPep12_g67-N,g,N
SPPep12_b26-N,b,N
SPPep12_p51-I,p,I
SPPep12_r31-N,r,N
SPPep12_r13-I,r,I
SPPep12_b99-N,b,N
SPPep12_y62-N,y,N
SPPep12_y73-N,y,N
SPPep12_p50-N,p,N
SPPep12_y7-I,y,I
SPPep12_y48-I,y,I
SPPep12_p123-N,p,N
SPPep12_r307-N,r,N
SPPep12_r218-N,r,N
SPPep12_r74-N,r,N
SPPep12_b100-N,b,N
SPPep12_r132-N,r,N
SPPep12_r63-N,r,N
SPPep12_y87-N,y,N
SPPep12_y76-N,y,N
SPPep12_r262-N,r,N
SPPep12_r71-N,r,N
SPPep12_g54-I,g,I
SPPep12_b39-N,b,N
SPPep12_p22-N,p,N
SPPep12_r304-N,r,N
SPPep12_b72-N,b,N
SPPep12_r104-I,r,I
SPPep12_r124-N,r,N
SPPep12_b37-N,b,N
SPPep12_r261-N,r,N
SPPep12_r27-I,r,I
SPPep12_g43-N,g,N
SPPep12_g41-N,g,N
SPPep12_r146-I,r,I
SPPep12_r235-N,r,N
SPPep12_g19-N,g,N
SPPep12_y79-I,y,I
SPPep12_b11-I,b,I
SPPep12_p134-N,p,N
SPPep12_r249-N,r,N
SPPep12_r45-N,r,N
SPPep12_y43-N,y,N
SPPep12_b88-I,b,I
SPPep12_g38-N,g,N
SPPep12_g11-N,g,N
SPPep12_r269-N,r,N
SPPep12_r30-N,r,N
SPPep12_r170-N,r,N
SPPep12_y70-N,y,N
SPPep12_b19-N,b,N
SPPep12_b127-N,b,N
SPPep12_g7-I,g,I
SPPep12_g66-N,g,N
SPPep12_r134-I,r,I
SPPep12_y83-N,y,N
SPPep12_r72-N,r,N
SPPep12_r91-N,r,N
SPPep12_p120-N,p,N
SPPep12_g29-N,g,N
SPPep12_r268-N,r,N
SPPep12_g60-N,g,N
SPPep12_p35-I,p,I
SPPep12_p74-N,p,N
SPPep12_r220-N,r,N
SPPep12_b89-N,b,N
SPPep12_p11-N,p,N
SPPep12_g22-N,g,N
SPPep12_r289-N,r,N
SPPep12_r251-N,r,N
SPPep12_r122-I,r,I
SPPep12_r23-I,r,I
SPPep12_r157-N,r,N
SPPep12_b101-N,b,N
SPPep12_p52-N,p,N
SPPep12_g86-N,g,N
SPPep12_r241-N,r,N
SPPep12_p111-N,p,N
SPPep12_r51-N,r,N
SPPep12_b79-N,b,N
SPPep12_p27-N,p,N
SPPep12_b115-I,b,I
SPPep12_y82-N,y,N
SPPep12_r79-N,r,N
SPPep12_b62-N,b,N
SPPep12_y88-N,y,N
SPPep12_p160-N,p,N
SPPep12_r161-N,r,N
SPPep12_p81-N,p,N
SPPep12_y9-N,y,N
SPPep12_y23-I,y,I
SPPep12_r254-N,r,N
SPPep12_p107-N,p,N
SPPep12_b56-N,b,N
SPPep12_r243-N,r,N
SPPep12_r48-N,r,N
SPPep12_b76-N,b,N
SPPep12_p43-N,p,N
SPPep12_r106-N,r,N
SPPep12_b80-N,b,N
SPPep12_r300-I,r,I
SPPep12_b61-I,b,I
SPPep12_r297-I,r,I
SPPep12_y78-I,y,I
SPPep12_g62-N,g,N
SPPep12_p154-N,p,N
SPPep12_r232-N,r,N
SPPep12_r110-N,r,N
SPPep12_b40-N,b,N
SPPep12_r60-N,r,N
SPPep12_p97-N,p,N
SPPep12_b7-N,b,N
SPPep12_r75-N,r,N
SPPep12_r291-N,r,N
SPPep12_b124-N,b,N
SPPep12_y32-N,y,N
SPPep12_r270-N,r,N
SPPep12_r242-N,r,N
SPPep12_b132-I,b,I
SPPep12_r165-N,r,N
SPPep12_p83-N,p,N
SPPep12_g57-N,g,N
SPPep12_y77-N,y,N
SPPep12_p136-N,p,N
SPPep12_p95-I,p,I
SPPep12_b67-N,b,N
SPPep12_p89-N,p,N
SPPep12_r10-N,r,N
SPPep12_p5-N,p,N
SPPep12_r40-N,r,N
SPPep12_b12-N,b,N
SPPep12_b45-N,b,N
SPPep12_b1-N,b,N
SPPep12_r116-N,r,N
SPPep12_b75-N,b,N
SPPep12_b5-N,b,N
SPPep12_p155-I,p,I
SPPep12_r111-N,r,N
SPPep12_r201-N,r,N
SPPep12_y53-N,y,N
SPPep12_p64-N,p,N
SPPep12_b27-I,b,I
SPPep12_y38-N,y,N
SPPep12_g83-I,g,I
SPPep12_p141-N,p,N
SPPep12_g94-I,g,I
SPPep12_g39-N,g,N
SPPep12_g55-N,g,N
SPPep12_p8-I,p,I
SPPep12_b8-I,b,I
SPPep12_y14-N,y,N
SPPep12_r15-N,r,N
SPPep12_g2-N,g,N
SPPep12_p158-N,p,N
SPPep12_r247-N,r,N
SPPep12_p78-N,p,N
SPPep12_g85-N,g,N
SPPep12_r88-N,r,N
SPPep12_p103-N,p,N
SPPep12_g56-N,g,N
SPPep12_p99-N,p,N
SPPep12_r73-N,r,N
SPPep12_r222-N,r,N
SPPep12_y24-N,y,N
SPPep12_y39-N,y,N
SPPep12_r61-N,r,N
SPPep12_b29-N,b,N
SPPep12_r89-I,r,I
SPPep12_y52-N,y,N
SPPep12_g68-N,g,N
SPPep12_p98-N,p,N
SPPep12_r190-N,r,N
SPPep12_r128-N,r,N
SPPep12_b16-N,b,N
SPPep12_r280-N,r,N
SPPep12_p17-N,p,N
SPPep12_b51-N,b,N
SPPep12_r226-N,r,N
SPPep12_p106-N,p,N
SPPep12_b118-I,b,I
SPPep12_r155-N,r,N
SPPep12_p156-N,p,N
SPPep12_r14-N,r,N
SPPep12_b43-N,b,N
SPPep12_y65-N,y,N
SPPep12_y34-I,y,I
SPPep12_b32-N,b,N
SPPep12_y18-N,y,N
SPPep12_y68-N,y,N
SPPep12_b17-N,b,N
SPPep12_y50-N,y,N
SPPep12_p20-N,p,N
SPPep12_b106-N,b,N
SPPep12_b48-I,b,I
SPPep12_p10-N,p,N
SPPep12_b87-N,b,N
SPPep12_r32-N,r,N
SPPep12_r6-N,r,N
SPPep12_b46-N,b,N
SPPep12_y15-N,y,N
SPPep12_b41-N,b,N
SPPep12_b74-I,b,I
SPPep12_r185-N,r,N
SPPep12_b66-N,b,N
SPPep12_r107-N,r,N
SPPep12_b110-N,b,N
SPPep12_p54-N,p,N
SPPep12_r285-N,r,N
SPPep12_r265-N,r,N
SPPep12_y21-N,y,N
SPPep12_p4-N,p,N
SPPep12_b78-N,b,N
SPPep12_b82-I,b,I
SPPep12_r83-I,r,I
SPPep12_p92-N,p,N
SPPep12_y64-N,y,N
SPPep12_g20-N,g,N
SPPep12_p119-N,p,N
SPPep12_g1-N,g,N
SPPep12_b49-N,b,N
SPPep12_g31-N,g,N
SPPep12_y81-N,y,N
SPPep12_b109-I,b,I
SPPep12_r231-N,r,N
SPPep12_r62-N,r,N
SPPep12_r252-N,r,N
SPPep12_r100-N,r,N
SPPep12_y90-N,y,N
SPPep12_b122-N,b,N
SPPep12_b24-I,b,I
SPPep12_p162-I,p,I
SPPep12_p112-I,p,I
SPPep12_r41-N,r,N
SPPep12_r16-I,r,I
SPPep12_y75-N,y,N
SPPep12_p48-N,p,N
SPPep12_r296-N,r,N
SPPep12_r57-N,r,N
SPPep12_b3-N,b,N
SPPep12_b20-N,b,N
SPPep12_g89-N,g,N
SPPep12_p34-I,p,I
SPPep12_b34-I,b,I
SPPep12_r276-N,r,N
SPPep12_r290-N,r,N
SPPep12_p46-I,p,I
SPPep12_r152-N,r,N
SPPep12_p31-N,p,N
SPPep12_r22-N,r,N
SPPep12_r137-N,r,N
SPPep12_p32-N,p,N
SPPep12_b107-N,b,N
SPPep12_p42-N,p,N
SPPep12_b28-N,b,N
SPPep12_r150-N,r,N
SPPep12_r7-N,r,N
