id,speaker,label
SBsamp_c131-I,c,I
SBsamp_c81-N,c,N
SBsamp_c63-N,c,N
SBsamp_c49-FN,c,N
SBsamp_c94-N,c,N
SBsamp_c71-N,c,N
SBsamp_c55-N,c,N
SBsamp_c101-N,c,N
SBsamp_c29-N,c,N
SBsamp_c79-N,c,N
SBsamp_c48-N,c,N
SBsamp_c80-I,c,I
SBsamp_c90-N,c,N
SBsamp_c73-I,c,I
SBsamp_c117-N,c,N
SBsamp_c36-I,c,I
SBsamp_c133-I,c,I
SBsamp_c96-N,c,N
SBsamp_c93-N,c,N
SBsamp_c78-N,c,N
SBsamp_c42-N,c,N
SBsamp_c75-I,c,I
SBsamp_c53-N,c,N
SBsamp_c51-FN,c,N
SBsamp_c13-I,c,I
SBsamp_c87-N,c,N
SBsamp_c122-N,c,N
SBsamp_c9-I,c,I
SBsamp_c19-N,c,N
SBsamp_c113-N,c,N
SBsamp_c99-I,c,I
SBsamp_c97-I,c,I
SBsamp_c21-N,c,N
SBsamp_c92-N,c,N
SBsamp_c91-N,c,N
SBsamp_c136-I,c,I
SBsamp_c88-N,c,N
SBsamp_c26-N,c,N
SBsamp_c139-FN,c,N
