id,speaker,label
SBep16_q316-N,q,N
SBep16_q115-N,q,N
SBep16_q149-N,q,N
SBep16_q114-N,q,N
SBep16_q246-I,q,I
SBep16_q146-I,q,I
SBep16_q152-N,q,N
SBep16_q466-N,q,N
SBep16_q199-N,q,N
SBep16_q341-I,q,I
SBep16_q396-I,q,I
SBep16_q170-N,q,N
SBep16_q377-I,q,I
SBep16_q286-I,q,I
SBep16_q421-N,q,N
SBep16_q441-N,q,N
SBep16_q353-N,q,N
SBep16_q558-N,q,N
SBep16_q330-N,q,N
SBep16_q92-N,q,N
SBep16_q167-N,q,N
SBep16_q48-N,q,N
SBep16_q452-N,q,N
SBep16_q326-N,q,N
SBep16_q488-N,q,N
SBep16_q428-N,q,N
SBep16_q61-N,q,N
SBep16_q556-N,q,N
SBep16_q197-N,q,N
SBep16_q221-N,q,N
SBep16_q406-N,q,N
SBep16_q163-N,q,N
SBep16_q552-N,q,N
SBep16_q15-I,q,I
SBep16_q376-I,q,I
SBep16_q437-N,q,N
SBep16_q504-N,q,N
SBep16_q550-N,q,N
SBep16_q268-I,q,I
SBep16_q159-N,q,N
SBep16_q453-N,q,N
SBep16_q404-I,q,I
SBep16_q344-N,q,N
SBep16_q476-I,q,I
SBep16_q313-N,q,N
SBep16_q573-I,q,I
SBep16_q319-N,q,N
SBep16_q570-I,q,I
SBep16_q233-I,q,I
SBep16_q80-N,q,N
SBep16_q381-N,q,N
SBep16_q205-N,q,N
SBep16_q150-N,q,N
SBep16_q449-I,q,I
SBep16_q121-N,q,N
SBep16_q117-N,q,N
SBep16_q122-N,q,N
SBep16_q134-N,q,N
SBep16_q297-N,q,N
SBep16_q153-N,q,N
SBep16_q96-N,q,N
SBep16_q543-N,q,N
SBep16_q111-N,q,N
SBep16_q439-N,q,N
SBep16_q156-N,q,N
SBep16_q445-I,q,I
SBep16_q264-N,q,N
SBep16_q473-N,q,N
SBep16_q69-I,q,I
SBep16_q292-N,q,N
SBep16_q14-I,q,I
SBep16_q465-N,q,N
SBep16_q526-N,q,N
SBep16_q411-N,q,N
SBep16_q390-N,q,N
SBep16_q505-N,q,N
SBep16_q165-N,q,N
SBep16_q157-N,q,N
SBep16_q65-I,q,I
SBep16_q223-N,q,N
SBep16_q568-N,q,N
SBep16_q31-N,q,N
SBep16_q20-I,q,I
