id,speaker,label
SBep3_f113-I,f,I
SBep3_f128-N,f,N
SBep3_f1108-I,f,I
SBep3_f831-N,f,N
SBep3_f537-N,f,N
SBep3_f573-I,f,I
SBep3_f39-I,f,I
SBep3_f561-N,f,N
SBep3_f874-I,f,I
SBep3_f1106-N,f,N
SBep3_f443-N,f,N
SBep3_f570-N,f,N
SBep3_f1296-I,f,I
SBep3_f1145-N,f,N
SBep3_f402-I,f,I
SBep3_f103-N,f,N
SBep3_f1168-N,f,N
SBep3_f1143-N,f,N
SBep3_f1385-I,f,I
SBep3_f410-N,f,N
SBep3_f1116-N,f,N
SBep3_f240-N,f,N
SBep3_f1332-N,f,N
SBep3_f116-N,f,N
SBep3_f289-N,f,N
SBep3_f542-N,f,N
SBep3_f6-N,f,N
SBep3_f1115-N,f,N
SBep3_f1174-I,f,I
SBep3_f789-N,f,N
SBep3_f1339-N,f,N
SBep3_f851-N,f,N
SBep3_f127-N,f,N
SBep3_f1025-I,f,I
SBep3_f169-N,f,N
SBep3_f545-N,f,N
SBep3_f445-N,f,N
SBep3_f1224-N,f,N
SBep3_f865-N,f,N
SBep3_f74-I,f,I
SBep3_f530-N,f,N
SBep3_f227-N,f,N
SBep3_f1059-N,f,N
SBep3_f27-I,f,I
SBep3_f485-N,f,N
SBep3_f528-N,f,N
SBep3_f659-N,f,N
SBep3_f1393-N,f,N
SBep3_f263-N,f,N
SBep3_f1029-N,f,N
SBep3_f50-N,f,N
SBep3_f441-N,f,N
SBep3_f1370-I,f,I
SBep3_f1177-N,f,N
SBep3_f830-N,f,N
SBep3_f829-N,f,N
SBep3_f1408-N,f,N
SBep3_f432-N,f,N
SBep3_f1388-I,f,I
SBep3_f1072-N,f,N
SBep3_f1148-I,f,I
SBep3_f446-N,f,N
SBep3_f228-N,f,N
SBep3_f1363-I,f,I
SBep3_f1267-N,f,N
SBep3_f1254-N,f,N
SBep3_f1257-N,f,N
SBep3_f828-N,f,N
SBep3_f30-I,f,I
SBep3_f1189-N,f,N
SBep3_f172-N,f,N
SBep3_f124-N,f,N
SBep3_f1003-I,f,I
SBep3_f835-I,f,I
SBep3_f1170-N,f,N
SBep3_f1294-I,f,I
SBep3_f1412-N,f,N
SBep3_f1195-I,f,I
SBep3_f173-N,f,N
SBep3_f1246-N,f,N
SBep3_f547-N,f,N
SBep3_f122-N,f,N
SBep3_f1110-I,f,I
SBep3_f1338-N,f,N
SBep3_f1105-N,f,N
SBep3_f18-N,f,N
SBep3_f232-N,f,N
SBep3_f1335-N,f,N
SBep3_f123-N,f,N
SBep3_f525-N,f,N
SBep3_f1185-N,f,N
SBep3_f1123-N,f,N
SBep3_f654-N,f,N
SBep3_f476-N,f,N
SBep3_f526-N,f,N
SBep3_f815-N,f,N
SBep3_f543-N,f,N
SBep3_f1156-N,f,N
SBep3_f1243-N,f,N
SBep3_f431-N,f,N
SBep3_f820-N,f,N
SBep3_f433-N,f,N
SBep3_f1333-N,f,N
SBep3_f1158-N,f,N
SBep3_f180-N,f,N
SBep3_f327-N,f,N
SBep3_f852-N,f,N
SBep3_f394-I,f,I
SBep3_f482-N,f,N
SBep3_f819-N,f,N
SBep3_f188-N,f,N
SBep3_f620-N,f,N
SBep3_f1178-N,f,N
SBep3_f791-N,f,N
SBep3_f119-N,f,N
SBep3_f857-N,f,N
SBep3_f562-N,f,N
SBep3_f1013-N,f,N
SBep3_f712-N,f,N
SBep3_f58-N,f,N
SBep3_f787-N,f,N
SBep3_f286-N,f,N
SBep3_f822-N,f,N
SBep3_f1409-N,f,N
SBep3_f1160-I,f,I
SBep3_f437-I,f,I
SBep3_f1022-I,f,I
SBep3_f292-N,f,N
SBep3_f407-N,f,N
SBep3_f226-N,f,N
SBep3_f167-N,f,N
SBep3_f1253-N,f,N
SBep3_f435-N,f,N
SBep3_f1154-N,f,N
SBep3_f660-N,f,N
SBep3_f132-N,f,N
SBep3_f480-N,f,N
SBep3_f134-N,f,N
SBep3_f656-N,f,N
SBep3_f104-N,f,N
SBep3_f845-N,f,N
SBep3_f1032-N,f,N
SBep3_f64-N,f,N
SBep3_f1042-N,f,N
