id,speaker,label
SBep15_o288-N,o,N
SBep23_o890-N,o,N
SBep23_o1257-N,o,N
SBep23_o1097-N,o,N
SBep23_o939-N,o,N
SBep23_o1391-N,o,N
SBep23_o1216-N,o,N
SBep23_o596-N,o,N
SBep23_o384-I,o,I
SBep23_o1046-N,o,N
SBep23_o1395-I,o,I
SBep23_o1085-N,o,N
SBep23_o1171-N,o,N
SBep23_o1348-N,o,N
SBep23_o496-N,o,N
SBep23_o752-N,o,N
SBep23_o50-N,o,N
SBep23_o397-N,o,N
SBep23_o943-N,o,N
SBep15_o628-I,o,I
SBep23_o1389-N,o,N
SBep23_o873-I,o,I
SBep23_o427-N,o,N
SBep23_o703-I,o,I
SBep23_o143-I,o,I
SBep15_o168-I,o,I
SBep15_o434-I,o,I
SBep23_o1390-N,o,N
SBep23_o927-N,o,N
SBep23_o599-N,o,N
SBep23_o409-I,o,I
SBep15_o458-I,o,I
SBep15_o464-N,o,N
SBep23_o229-I,o,I
SBep23_o852-N,o,N
SBep15_o7-I,o,I
SBep23_o382-I,o,I
SBep23_o345-I,o,I
SBep23_o1088-N,o,N
SBep23_o796-I,o,I
SBep15_o550-N,o,N
SBep23_o323-N,o,N
SBep15_o166-N,o,N
SBep23_o407-I,o,I
SBep23_o123-I,o,I
SBep23_o321-N,o,N
SBep15_o436-N,o,N
SBep23_o1119-N,o,N
SBep23_o1100-N,o,N
SBep23_o455-I,o,I
SBep23_o71-N,o,N
SBep23_o186-N,o,N
SBep15_o63-I,o,I
SBep23_o701-I,o,I
SBep23_o945-N,o,N
SBep23_o1256-N,o,N
SBep23_o724-N,o,N
SBep15_o142-I,o,I
SBep23_o940-N,o,N
SBep15_o107-I,o,I
SBep23_o1162-N,o,N
SBep15_o471-N,o,N
SBep23_o206-N,o,N
SBep23_o97-I,o,I
SBep23_o1235-N,o,N
SBep15_o191-I,o,I
SBep15_o184-N,o,N
SBep15_o615-I,o,I
SBep23_o414-I,o,I
SBep23_o731-N,o,N
SBep15_o338-N,o,N
SBep23_o165-N,o,N
SBep23_o1165-N,o,N
SBep15_o613-N,o,N
SBep23_o1361-N,o,N
SBep23_o207-N,o,N
SBep23_o1230-N,o,N
SBep23_o560-N,o,N
SBep23_o308-N,o,N
SBep23_o1247-N,o,N
SBep23_o61-I,o,I
SBep23_o277-N,o,N
SBep23_o429-N,o,N
SBep15_o145-I,o,I
SBep15_o516-N,o,N
SBep15_o495-N,o,N
SBep23_o1062-I,o,I
SBep23_o424-N,o,N
SBep15_o311-N,o,N
SBep15_o175-I,o,I
SBep23_o325-N,o,N
SBep23_o1178-I,o,I
SBep23_o671-N,o,N
SBep15_o370-I,o,I
SBep23_o1475-I,o,I
SBep23_o1010-I,o,I
SBep15_o296-N,o,N
SBep15_o641-I,o,I
SBep23_o535-N,o,N
SBep23_o1054-N,o,N
SBep23_o1322-N,o,N
SBep23_o1516-N,o,N
SBep23_o471-N,o,N
SBep23_o1444-N,o,N
SBep23_o119-I,o,I
SBep23_o212-N,o,N
SBep23_o1254-N,o,N
SBep23_o1363-N,o,N
SBep23_o495-N,o,N
SBep15_o137-I,o,I
SBep23_o343-I,o,I
SBep23_o665-N,o,N
SBep23_o111-I,o,I
SBep23_o1493-N,o,N
SBep23_o1499-I,o,I
SBep15_o25-I,o,I
SBep23_o235-N,o,N
SBep23_o1387-N,o,N
SBep15_o204-I,o,I
SBep23_o1092-I,o,I
SBep23_o1268-N,o,N
SBep23_o1502-N,o,N
SBep15_o266-N,o,N
SBep23_o392-N,o,N
SBep23_o702-I,o,I
SBep15_o115-I,o,I
SBep23_o1264-N,o,N
SBep23_o621-I,o,I
SBep23_o251-N,o,N
SBep23_o954-N,o,N
SBep15_o278-N,o,N
SBep23_o319-I,o,I
SBep15_o427-N,o,N
SBep23_o1160-N,o,N
SBep23_o356-N,o,N
SBep23_o311-I,o,I
SBep23_o208-N,o,N
