id,speaker,label
SBep14_k730-I,k,I
SBep14_k353-I,k,I
SBep14_k568-N,k,N
SBep14_k264-N,k,N
SBep14_k95-I,k,I
SBep14_k562-I,k,I
SBep14_k322-I,k,I
SBep14_k312-I,k,I
SBep14_k60-I,k,I
SBep14_k38-I,k,I
SBep14_k727-I,k,I
SBep14_k33-N,k,N
SBep14_k637-I,k,I
SBep14_k181-N,k,N
SBep14_k309-I,k,I
SBep14_k441-N,k,N
SBep14_k429-N,k,N
SBep14_k225-I,k,I
SBep14_k462-I,k,I
SBep14_k286-N,k,N
SBep14_k536-N,k,N
SBep14_k382-I,k,I
SBep14_k424-N,k,N
SBep14_k574-I,k,I
SBep14_k282-I,k,I
SBep14_k64-N,k,N
SBep14_k99-I,k,I
SBep14_k550-N,k,N
SBep14_k445-I,k,I
SBep14_k476-N,k,N
SBep14_k518-I,k,I
SBep14_k717-I,k,I
SBep14_k404-N,k,N
SBep14_k495-N,k,N
SBep14_k293-I,k,I
SBep14_k356-I,k,I
SBep14_k44-I,k,I
SBep14_k690-I,k,I
SBep14_k457-I,k,I
SBep14_k493-N,k,N
SBep14_k628-I,k,I
SBep14_k87-I,k,I
SBep14_k683-I,k,I
SBep14_k231-I,k,I
SBep14_k591-I,k,I
SBep14_k83-N,k,N
SBep14_k447-N,k,N
SBep14_k284-N,k,N
SBep14_k597-I,k,I
SBep14_k183-N,k,N
SBep14_k410-I,k,I
SBep14_k161-N,k,N
SBep14_k465-I,k,I
SBep14_k544-N,k,N
SBep14_k335-I,k,I
SBep14_k714-N,k,N
SBep14_k699-N,k,N
SBep14_k455-N,k,N
SBep14_k477-N,k,N
SBep14_k528-I,k,I
SBep14_k565-N,k,N
SBep14_k485-I,k,I
SBep14_k330-N,k,N
SBep14_k743-I,k,I
SBep14_k692-I,k,I
SBep14_k456-N,k,N
SBep14_k128-I,k,I
SBep14_k451-I,k,I
SBep14_k513-N,k,N
SBep14_k81-N,k,N
SBep14_k299-I,k,I
SBep14_k615-I,k,I
SBep14_k716-I,k,I
SBep14_k59-I,k,I
SBep14_k229-I,k,I
SBep14_k671-I,k,I
SBep14_k688-I,k,I
SBep14_k280-N,k,N
SBep14_k377-N,k,N
SBep14_k515-I,k,I
SBep14_k414-I,k,I
