Feature,Welch Test Statistic,Welch p-Value,Levene Center Strategy,Levene Test Statistic,Levene p-Value,T Test Statistic,p-Value
duration,-11.415697520542553,8.248786137743145e-30,trimmed,665.4101636709377,5.591636015481025e-138,,
f0globalMean,14.94017892285407,1.5658197602837483e-49,trimmed,15.936023426212213,6.643643404234867e-05,,
f0globalRange,5.003255358900757,5.809136412190446e-07,trimmed,135.47218766585326,6.341925475306399e-31,,
f0globalSD,6.777678772413227,1.3447517372621163e-11,trimmed,0.04094423818474127,0.839653642198936,6.777453744201626,1.346823487110381e-11
f0globalMedian,7.0528825470859,1.960701358010198e-12,median,5.119095825957033,0.023701337356995276,,
sound2silenceRatio,12.900015767384803,1.5200598642289955e-37,trimmed,30.17957209097539,4.129120716274166e-08,,
totalPauses,-16.336361059963508,1.876466110037054e-58,trimmed,596.3632328963174,1.3155093202722834e-124,,
hnrglobalMean,-8.500287332458171,2.3850015886220466e-17,median,0.6048273863497177,0.4367741505150591,-8.500400526121867,2.3826420490562646e-17
hnrglobalRange,-5.925760027097886,3.2936697513938525e-09,median,51.35460396802297,8.685787670437931e-13,,
hnrglobalSD,-11.35859365022525,1.3950325187339532e-29,median,1.6253136074107728,0.20240436090689568,-11.359964812289665,1.372727946354204e-29
energyRange,-5.5919948291632595,2.350549345420219e-08,trimmed,52.46415438358674,5.034754642691541e-13,,
energySD,-10.407991875047214,3.817944406878978e-25,median,0.38788966177642925,0.5334355655646923,-10.409016957569197,3.775567722324478e-25
Avg. Word Dur.,3.222316495613621,0.0012788371630122937,trimmed,52.71316648590404,4.440339459021699e-13,,
Avg. Sil. Dur.,-0.6294182959262925,0.5291022335449707,trimmed,13.236320740325777,0.00027745079858328576,,
Dynamic Range,-14.160099480223277,1.3358733076160175e-44,trimmed,60.89066446732843,7.396097013142867e-15,,
Energy,-11.544842392652772,1.9258116224032838e-30,trimmed,666.6303921875859,3.246237865012219e-138,,
Intensity,-1.449823646918836,0.14716510835817026,trimmed,144.37055522713163,8.199540718757124e-33,,
ZCR,,,mean,,,,
Root Mean Square,-3.6221854555076525,0.0002947019373279021,trimmed,78.88111096786052,8.998493159152448e-19,,
Sound Pressure Level,-3.6809669729334877,0.00023452919941938964,trimmed,78.13866066040896,1.3033662808146172e-18,,
Consonant Vowel Ratio,4.111257319372448,3.991010726071153e-05,median,1.2673716698849353,0.26030824249005835,4.1110438136343515,3.994692376711347e-05
SyllPerSecond,-3.3644117355964696,0.0007720846806840729,median,4.975429752054829,0.025748160219550238,,
Avg. Cons. Dur.,3.9043004135735377,9.559644429323984e-05,trimmed,17.214295010213817,3.393246028440712e-05,,
Avg. Voca. Dur.,-1.5450255511798494,0.12239632887421811,trimmed,7.437686448955411,0.0064089413340860145,,
sonorants_F0,9.345251659435316,1.3040099702014421e-20,trimmed,4.4887609020873205,0.03416826764364444,,
sonorants_F1,13.267058677866324,1.5349095902416404e-39,trimmed,281.46814892201036,1.7531561337851232e-61,,
sonorants_F2,10.975993138202899,9.681316778275104e-28,trimmed,75.84565590324718,4.11240411075066e-18,,
sonorants_F3,6.180590508204835,6.845114702013145e-10,trimmed,23.345071860348245,1.3944813600561696e-06,,
stops_VOT,7.208286440418607,6.507920081649633e-13,trimmed,175.54608190947755,2.295246454087098e-39,,
fricatives_CoG,-2.8215028214324342,0.004798441471262295,trimmed,0.057569462855487745,0.8103902716892812,-2.821402425683654,0.00479987578604395
fricatives_Kur,-2.0865627471459303,0.03697695901189039,trimmed,5.308735203316282,0.021262811235615485,,
fricatives_Ske,1.3859377707927785,0.1658269680690665,trimmed,6.539784743526562,0.010580918707089541,,
fricatives_Std,0.0496385504615435,0.9604123573460077,trimmed,22.504691980177274,2.1595190242423804e-06,,
stressedVowels_F0,9.757279972752034,2.5774442297913976e-22,trimmed,0.05598363260982874,0.8129699995188674,9.756545005743694,2.595619049231665e-22
stressedVowels_F1,12.853429585467891,2.8804764403815396e-37,trimmed,168.96100623198106,5.003958034247761e-38,,
stressedVowels_F2,1.5974751119617214,0.11021637002669381,trimmed,40.76136456019673,1.8726954493442544e-10,,
stressedVowels_F3,1.007199051167606,0.31388199456917004,trimmed,0.22519551127474932,0.6351296363069835,1.0072179207229757,0.3138729226988661
unstressedVowels_F0,5.55790221875401,2.8790342266786286e-08,trimmed,0.22439866785693272,0.6357325716727344,5.559602520283875,2.8505061420632455e-08
unstressedVowels_F1,10.60533189206787,5.602730315789342e-26,trimmed,305.1255965021337,4.4786928421005965e-66,,
unstressedVowels_F2,0.73200027682231,0.46420406664259073,trimmed,41.738405974503905,1.1584624484491827e-10,,
unstressedVowels_F3,2.1155914143439047,0.03443060116857556,trimmed,11.817211379405615,0.0005923540084206263,,
