,filename,duration,label
0,SBep6_j719-I,2.0291156462585036,I
1,SBep21_d1706-I,4.808616780045352,I
2,SBep23_d624-I,1.3416326530612246,I
3,SBep21_d1604-N,2.585328798185941,N
4,SBep6_c431-I,3.9863492063492063,I
5,SBep23_c371-I,3.7541496598639457,I
6,SBep23_c1450-N,3.344081632653061,N
7,SBep21_s1218-I,1.8207936507936509,I
8,SBep23_c1415-N,0.9811791383219954,N
9,SBep28_c716-N,2.3264791666666667,N
10,SBep28_d206-N,5.067104166666667,N
11,SBep23_c989-N,1.742108843537415,N
12,SBep27_c186-N,5.374520833333333,N
13,SBep23_o70-N,5.39827664399093,N
14,SBep23_d848-N,4.214988662131519,N
15,SBep28_c382-N,4.2801875,N
16,SBep21_d581-N,1.7475736961451247,N
17,SBep23_o1062-I,1.1413832199546485,I
18,SBep23_d1121-N,1.501814058956916,N
19,SBep6_j418-I,1.4198866213151928,I
20,SBep23_c172-N,1.5617687074829931,N
21,SBep6_d367-N,2.7160770975056687,N
22,SBep6_d1054-I,3.286394557823129,I
23,SBep21_s1773-N,1.3082993197278912,N
24,SBep23_d1164-N,1.3416326530612246,N
25,SBep21_d1540-N,0.8067120181405896,N
26,SBep6_d265-I,1.134716553287982,I
27,SBep23_o1160-N,3.0839002267573696,N
28,SBep6_d199-I,2.2624036281179136,I
29,SBep2_e443-N,4.833809523809524,N
30,SBep2_d504-I,1.8064399092970522,I
31,SBep27_d201-I,2.499458333333333,I
32,SBep21_d782-I,4.080839002267574,I
33,SBep2_e406-N,5.7266439909297056,N
34,SBep27_d346-N,2.2117708333333335,N
35,SBep2_c582-N,1.4123129251700681,N
36,SBep6_j370-I,1.1217687074829932,I
37,SBep28_d142-N,1.0058125,N
38,SBep21_c741-N,1.9094104308390023,N
39,SBep2_e236-N,6.11108843537415,N
40,SBep21_d563-I,3.8395691609977325,I
41,SBep2_c33-N,1.4123582766439908,N
42,SBep21_c171-N,0.38589569160997733,N
43,SBep28_c262-N,5.6098125,N
44,SBep2_e334-I,0.9628344671201814,I
45,SBep21_s514-N,0.8568027210884354,N
46,SBep21_c134-N,2.6963492063492063,N
47,SBep28_c227-N,2.6792291666666666,N
48,SBep27_t156-N,1.2156875,N
49,SBep21_c977-N,0.7475510204081632,N
50,SBep23_d683-N,2.222721088435374,N
51,SBep23_c393-N,0.6026530612244898,N
52,SBep6_c804-N,0.6162358276643991,N
53,SBep6_d455-I,3.169750566893424,I
54,SBep21_s1847-I,3.495986394557823,I
55,SBep23_d315-I,2.0601133786848074,I
56,SBep28_d118-I,5.5035,I
57,SBep6_d882-I,3.623424036281179,I
58,SBep2_e6-N,1.4720181405895691,N
59,SBep23_c1225-N,0.7809297052154195,N
60,SBep21_c1703-I,3.2694104308390024,I
61,SBep23_o665-N,0.580702947845805,N
62,SBep23_d95-I,4.665736961451247,I
63,SBep28_c163-N,2.3920625,N
64,SBep6_j84-N,1.132312925170068,N
65,SBep23_d1378-N,3.0336507936507937,N
66,SBep21_c235-N,0.9552380952380952,N
67,SBep2_c462-N,4.510884353741496,N
68,SBep2_d172-N,1.6276643990929704,N
69,SBep6_c797-N,0.90140589569161,N
70,SBep6_j868-N,3.040136054421769,N
71,SBep6_d385-I,0.7199319727891157,I
72,SBep23_o599-N,1.7020861678004535,N
73,SBep27_c199-I,1.0906666666666667,I
74,SBep23_o658-N,4.525691609977324,N
75,SBep23_c1218-N,2.5931065759637186,N
76,SBep27_t368-I,1.9835416666666668,I
77,SBep21_s18-N,1.140204081632653,N
78,SBep6_d842-I,1.186575963718821,I
79,SBep21_c1679-N,1.2855555555555556,N
80,SBep21_s1552-N,1.5135827664399093,N
81,SBep21_c14-N,1.4269614512471656,N
82,SBep23_c782-N,1.5117913832199545,N
83,SBep21_s591-N,2.058004535147392,N
84,SBep23_d1468-N,2.262766439909297,N
85,SBep23_o130-N,1.2714739229024943,N
86,SBep21_d931-I,1.8778458049886622,I
87,SBep23_o936-N,5.546802721088436,N
88,SBep23_o1491-N,1.1013378684807256,N
89,SBep2_d309-I,0.888390022675737,I
90,SBep23_c115-I,2.7033106575963717,I
91,SBep27_d449-I,0.6866875,I
92,SBep21_s529-N,3.9880272108843537,N
93,SBep21_s1282-N,3.212403628117914,N
94,SBep21_s1616-N,6.245215419501133,N
95,SBep21_d1562-I,0.453265306122449,I
96,SBep23_c811-N,3.4241950113378685,N
97,SBep23_d542-N,1.7620408163265306,N
98,SBep21_c661-N,0.6968027210884353,N
99,SBep21_c1255-N,3.131473922902494,N
100,SBep21_d334-N,0.5753514739229025,N
101,SBep27_d364-I,3.5778541666666666,I
102,SBep21_c1312-I,2.5625396825396827,I
103,SBep23_c949-N,1.9985714285714287,N
104,SBep2_d353-N,3.195873015873016,N
105,SBep21_c857-N,0.6545124716553288,N
106,SBep2_c292-N,0.838798185941043,N
107,SBep21_c1420-N,0.7497052154195011,N
108,SBep28_c342-N,2.055125,N
109,SBep28_d652-N,3.1405208333333334,N
110,SBep6_c399-I,0.6162585034013606,I
111,SBep6_d258-I,0.8754875283446713,I
112,SBep28_u237-N,2.760625,N
113,SBep23_c1004-N,0.8610430839002268,N
114,SBep23_o1118-N,1.8622675736961452,N
115,SBep21_d1538-N,4.455192743764172,N
116,SBep28_u272-N,2.1907916666666667,N
117,SBep28_c63-N,1.6527083333333332,N
118,SBep2_e316-N,1.627687074829932,N
119,SBep21_s1922-I,3.4230612244897958,I
120,SBep23_c662-N,2.8634920634920635,N
121,SBep21_s1063-N,2.0856916099773244,N
122,SBep21_c739-N,2.0363038548752836,N
123,SBep21_c1799-N,1.1746258503401361,N
124,SBep2_d79-I,4.361995464852607,I
125,SBep23_c627-N,12.114897959183674,N
126,SBep23_d1258-N,6.347800453514739,N
127,SBep2_c542-N,0.2681179138321996,N
128,SBep28_d182-N,1.3138541666666668,N
129,SBep23_o394-N,1.5384126984126985,N
130,SBep21_d393-I,2.7372108843537415,I
131,SBep6_d159-I,2.6724489795918367,I
132,SBep6_d588-I,1.886530612244898,I
133,SBep23_c1305-N,0.9513378684807257,N
134,SBep23_c1428-N,1.9625170068027211,N
135,SBep27_d178-I,1.8830416666666667,I
136,SBep23_c563-N,3.3841496598639456,N
137,SBep2_d502-N,1.4590476190476191,N
138,SBep28_c187-N,6.0888125,N
139,SBep28_d30-I,1.4678958333333334,I
140,SBep28_c556-N,7.7806041666666665,N
141,SBep21_c645-N,1.4018140589569161,N
142,SBep27_d242-N,5.40875,N
143,SBep2_d547-N,2.3770975056689343,N
144,SBep23_o317-I,1.474965986394558,I
145,SBep2_d196-N,3.7913378684807255,N
146,SBep2_c486-N,1.9487301587301586,N
147,SBep6_d409-I,2.7160770975056687,I
148,SBep2_d42-N,3.613764172335601,N
149,SBep27_c12-N,0.564,N
150,SBep23_o250-N,1.9336054421768707,N
151,SBep23_c1284-N,1.091360544217687,N
152,SBep6_d361-I,3.7919274376417236,I
153,SBep21_c1889-I,2.8518367346938778,I
154,SBep23_d421-I,1.0590249433106576,I
155,SBep23_c19-I,5.7470521541950115,I
156,SBep23_d523-N,4.486938775510204,N
157,SBep21_d478-N,1.8285034013605441,N
158,SBep23_d566-N,3.1834013605442175,N
159,SBep2_e368-I,0.7643310657596372,I
160,SBep21_d817-N,1.7684126984126984,N
161,SBep28_c286-N,1.9465833333333333,N
162,SBep27_t8-I,1.3438541666666666,I
163,SBep27_c416-N,9.087125,N
164,SBep6_d708-I,2.145759637188209,I
165,SBep27_c180-I,2.3452083333333333,I
166,SBep27_d490-I,7.063375,I
167,SBep23_c1185-N,7.4393197278911565,N
168,SBep23_o1099-N,2.5734467120181406,N
169,SBep23_o1448-N,0.9010884353741496,N
170,SBep23_o1365-N,7.869659863945579,N
171,SBep21_s1431-I,3.0870068027210884,I
172,SBep23_c1279-N,12.675578231292517,N
173,SBep6_d823-I,0.7977097505668934,I
174,SBep6_c472-N,3.7789569160997734,N
175,SBep23_d667-N,1.2013378684807257,N
176,SBep23_d1324-N,1.383015873015873,N
177,SBep6_j929-N,1.2643310657596372,N
178,SBep23_d1453-I,2.222721088435374,I
179,SBep23_c400-I,3.162766439909297,I
180,SBep2_c349-I,3.071814058956916,I
181,SBep6_d281-I,2.0680045351473924,I
182,SBep6_d650-I,5.852857142857143,I
183,SBep23_c196-N,1.0844444444444445,N
184,SBep23_d1514-N,7.494625850340136,N
185,SBep23_d851-N,0.5406349206349207,N
186,SBep27_c263-N,7.472229166666667,N
187,SBep27_c226-N,1.0249375,N
188,SBep2_c421-I,0.8884126984126984,I
189,SBep27_c324-I,3.329645833333333,I
190,SBep6_j296-N,1.873560090702948,N
191,SBep6_d138-I,6.009433106575964,I
192,SBep23_o724-N,1.4617913832199547,N
193,SBep21_d1231-N,1.1255555555555556,N
194,SBep23_o308-N,6.132675736961451,N
195,SBep23_c1399-N,4.765986394557823,N
196,SBep23_c646-N,1.0413832199546484,N
197,SBep6_d884-N,8.03047619047619,N
198,SBep23_c603-N,9.58283446712018,N
199,SBep27_c162-N,0.41152083333333334,N
200,SBep2_d377-N,3.419160997732426,N
201,SBep21_s882-N,3.605759637188209,N
202,SBep23_o94-N,6.1761678004535145,N
203,SBep21_c873-N,2.2546031746031745,N
204,SBep23_d1138-N,2.42297052154195,N
205,SBep6_j503-N,4.959863945578231,N
206,SBep2_d230-I,1.4590476190476191,I
207,SBep21_d422-I,2.261201814058957,I
208,SBep23_o425-N,4.239795918367347,N
209,SBep2_d275-I,2.277845804988662,I
210,SBep2_e27-N,0.9231519274376417,N
211,SBep21_d1249-N,3.0858730158730157,N
212,SBep21_c1682-I,0.8751247165532879,I
213,SBep21_d332-I,1.5472108843537415,I
214,SBep2_e422-N,6.49578231292517,N
215,SBep28_d57-N,2.6077083333333335,N
216,SBep23_d16-N,5.066213151927438,N
217,SBep21_c720-N,2.2196371882086168,N
