,filename,duration,label
0,SBep7_c505-I,6.635532879818594,I
1,SBep20_d398-N,9.894489795918368,N
2,SBep7_c407-N,2.8723356009070296,N
3,SBep12_d674-N,3.766530612244898,N
4,SBep20_c433-I,1.9743083900226757,I
5,SBep12_c321-N,2.9002267573696145,N
6,SBep7_d738-I,1.4395918367346938,I
7,SBep7_c290-I,1.8756689342403627,I
8,SBep12_d689-N,1.80578231292517,N
9,SBep12_d258-N,0.8498866213151928,N
10,SBep20_d66-N,7.666757369614513,N
11,SBep7_c641-I,1.6708163265306122,I
12,SBep7_c392-N,0.8789342403628118,N
13,SBep12_d575-N,1.483877551020408,N
14,SBep20_d222-I,2.573673469387755,I
15,SBep20_d457-I,1.9398639455782314,I
16,SBep7_d95-N,4.737709750566894,N
17,SBep12_c178-N,13.529002267573697,N
18,SBep7_d426-N,2.7089795918367345,N
19,SBep7_c136-N,2.780408163265306,N
20,SBep7_d463-N,7.832063492063492,N
21,SBep12_d87-N,2.963650793650794,N
22,SBep20_c344-N,4.327936507936508,N
23,SBep12_c185-N,3.132267573696145,N
24,SBep12_c554-N,9.539183673469388,N
25,SBep12_c279-N,0.5814058956916099,N
26,SBep7_d68-N,1.7724263038548753,N
27,SBep7_c237-N,3.618231292517007,N
28,SBep7_c527-N,14.148503401360545,N
29,SBep12_d47-N,1.564013605442177,N
30,SBep7_d170-I,2.3088662131519273,I
31,SBep12_c244-N,15.226507936507936,N
32,SBep20_c411-N,4.403628117913832,N
33,SBep7_c626-N,1.5529478458049886,N
34,SBep12_d378-N,3.7125396825396826,N
35,SBep7_c724-I,1.6995918367346938,I
36,SBep7_d234-I,1.9339002267573697,I
37,SBep20_d302-I,8.259931972789115,I
38,SBep7_c85-N,4.105918367346939,N
39,SBep20_c120-N,6.332517006802721,N
40,SBep20_c165-N,3.536281179138322,N
41,SBep7_d543-N,4.847301587301588,N
42,SBep12_c489-N,0.7240136054421769,N
43,SBep12_d548-N,5.222947845804988,N
44,SBep12_d164-N,3.5129251700680273,N
45,SBep7_d642-N,7.569818594104309,N
46,SBep7_c317-N,4.861269841269841,N
47,SBep7_c215-I,3.8110204081632655,I
48,SBep7_d740-I,2.1502267573696145,I
49,SBep7_c602-N,5.185011337868481,N
50,SBep7_c647-N,0.7092290249433106,N
51,SBep7_c296-N,5.319659863945578,N
52,SBep12_d319-N,3.730090702947846,N
53,SBep12_c260-N,2.4900226757369612,N
54,SBep20_d125-N,2.6313151927437644,N
55,SBep7_d585-I,2.615442176870748,I
56,SBep12_c508-N,1.7568027210884354,N
57,SBep7_c376-N,1.408843537414966,N
58,SBep7_d623-N,2.1855102040816328,N
59,SBep7_d721-I,1.1401360544217687,I
60,SBep12_d591-N,0.6594784580498866,N
61,SBep12_c450-N,0.28052154195011336,N
62,SBep12_c415-N,0.42759637188208616,N
63,SBep7_c130-I,3.4301814058956914,I
64,SBep12_d529-N,3.0470068027210884,N
65,SBep20_c52-N,1.985124716553288,N
66,SBep12_d241-N,1.2056235827664399,N
67,SBep12_c380-N,1.749546485260771,N
68,SBep20_c104-N,3.2733333333333334,N
69,SBep12_c490-N,0.8145124716553288,N
70,SBep12_d180-N,0.31523809523809526,N
71,SBep20_d206-I,3.2654421768707484,I
72,SBep12_d239-N,1.9101587301587302,N
73,SBep7_c665-I,9.089478458049886,I
74,SBep7_d53-I,2.209047619047619,I
75,SBep7_c249-I,2.0475283446712016,I
76,SBep12_d615-N,1.607936507936508,N
77,SBep12_d138-N,0.7475283446712018,N
78,SBep7_c564-I,2.587551020408163,I
79,SBep20_c408-N,1.8532879818594103,N
80,SBep20_d118-N,1.9522222222222223,N
81,SBep7_d703-N,2.17562358276644,N
82,SBep7_d397-N,2.598956916099773,N
83,SBep7_c687-N,1.5782766439909297,N
84,SBep12_c535-N,0.9628344671201814,N
85,SBep7_c24-N,0.9423356009070295,N
86,SBep12_d409-N,0.2727891156462585,N
87,SBep7_d402-N,2.4603174603174605,N
88,SBep20_c35-I,4.741995464852608,I
89,SBep12_c1-N,5.06875283446712,N
90,SBep12_c634-N,0.3921768707482993,N
91,SBep20_c126-I,7.56734693877551,I
92,SBep12_c671-N,1.3272108843537416,N
93,SBep20_d473-I,3.31859410430839,I
94,SBep20_c338-I,1.8768480725623582,I
95,SBep20_c90-N,1.923265306122449,N
96,SBep7_d51-I,6.488707482993197,I
97,SBep7_d659-N,5.639750566893424,N
98,SBep7_c667-I,4.39938775510204,I
99,SBep7_c499-N,12.600340136054422,N
100,SBep7_c81-I,2.7030839002267575,I
101,SBep12_c492-N,14.355691609977324,N
102,SBep12_c636-N,0.7643537414965986,N
103,SBep12_c673-N,5.825895691609977,N
104,SBep20_d319-I,2.056167800453515,I
105,SBep7_d400-N,1.174421768707483,N
106,SBep12_c537-N,6.363605442176871,N
107,SBep7_c26-N,2.875124716553288,N
108,SBep20_c260-I,3.761111111111111,I
109,SBep12_c572-N,0.6294557823129252,N
