fileName,speaker,label,duration,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,sound2silenceRatio,totalPauses,hnrglobalMean,hnrglobalRange,hnrglobalSD,rmsRange,rmsSD,Avg. Word Dur.,Avg. Sil. Dur.,Dynamic Range,Intensity,Consonant Vowel Ratio,SyllPerSecond,Avg. Cons. Dur.,Avg. Voca. Dur.,sonorants_F0,sonorants_F1,sonorants_F2,sonorants_F3,stops_duration,fricatives_CoG,fricatives_Kur,fricatives_Ske,fricatives_Std,stressedVowels_F0,stressedVowels_F1,stressedVowels_F2,stressedVowels_F3,unstressedVowels_F0,unstressedVowels_F1,unstressedVowels_F2,unstressedVowels_F3
SBep7_d242-N,d,N,9.9689375,107.57580180506123,387.8055258902525,73.93506299464998,90.24331918592762,10.15,67,10.56809217291064,33.88019308537889,8.613141434804346,0.26068158762546434,0.02930422669290014,-0.3733348264095369,0.5126482086591276,80.15880825375797,66.62167429068961,1.5952380952380951,4.213086901186812,-0.09118305344833948,0.3246925695000657,-0.3689483667676165,-0.1128131456165138,-0.0719484173542658,-0.043478655528771185,-0.07007589059336819,-0.13497789681193145,-0.6294599202807362,-0.24822653681830542,0.051212044008921126,-0.16690424011173244,-0.029382566372374717,-0.020552210923630493,-0.042488963520474626,-0.4778500355728123,-0.19304533126242052,-0.06618456958423272,-0.003496810784009912
SBep7_c561-I,c,I,1.64725,184.4862480291645,293.64187425387365,108.17215155037728,168.86802518119268,27.5,2,10.454669208566632,33.47154107434745,7.933683915290843,0.08311886211850594,0.021281782856009297,-0.19159089436025944,-0.540286717277243,69.71926910935863,66.7071661767514,1.2222222222222223,5.463651540446198,-0.4817983847827642,0.21466156173615786,0.2907885097490376,0.3742823613802564,0.11816524015337512,0.09410856325722028,-0.25293823908850427,1.5034537489233568,-1.0382904826541708,-1.0941865384926097,0.561166288988487,0.11028882678685889,-0.06106429935870901,0.02145302333247881,0.057497921428402946,0.39061563984989695,0.10287801981416253,-0.13829611238851075,0.0038272056688783552
SBep7_c307-I,c,I,5.4485625,176.3753006868667,356.1745610998373,103.24888960510474,181.46995650740143,15.96923076923077,17,14.46586509421273,37.52339348371233,10.20262972644842,0.1218690203328141,0.028356152048139783,-0.3677476082581083,1.4518041745213741,76.31161460133603,66.66373505858105,1.5789473684210529,3.4871583101047285,0.03922337527919048,0.1332966724332576,0.019458886277130872,-0.2755809055565355,-0.125279961372103,-0.060682941413408756,-0.11861465568018999,-0.11942480200160595,0.07791446082804787,-0.176944539315286,-0.04742365578134967,0.05294372932371341,-0.12202305089541819,-0.1037461428301841,-0.04565700711323764,0.030675604969686358,-0.29293016159068,-0.12992984806282418,0.018759549439898805
SBep7_c290-I,c,I,1.8656875,215.4972276294863,383.8134669879074,140.76502852320496,221.74669881629512,17.38095238095238,7,11.482155109885142,23.64098486672293,7.372589480777303,0.08440406009427115,0.024211179444644883,-0.4355702190353163,-0.08057343455448421,67.61481578888758,66.6872382419605,1.4285714285714286,3.7519681082710803,0.04697877360216963,0.025363656011042467,0.1310365837225841,-0.2870532609186491,-0.10940044102788958,-0.1553002696437268,-0.16098562212815357,-0.24310024863430765,0.7751144836864188,0.7336691871441289,0.5341271142693342,0.2992086147311389,-0.05244100999662129,0.06026774294492513,-0.05298958491125329,0.1651665427203229,-0.19993677936100596,-0.025100342010838113,-0.09970010675746169
SBep20_d330-I,d,I,1.9795625,111.67337752179331,396.97532567335236,84.13619521488725,103.8872184025608,19.45,9,8.602399956442557,25.72453161367968,6.5739364072907005,0.11655554635089885,0.0265324033866357,-0.6194863268421544,0.22299216870312613,54.238620090405206,67.11685045754828,1.8333333333333333,6.061945505635714,-0.30949836984734963,-0.3707710294874682,-0.3934837151487328,-0.0874290719808911,0.01860948070664169,-0.029196318746502425,-0.4358516303429392,-0.17008121966697942,-0.5915970479468846,-0.24032339926241308,0.08897995970053195,-0.39717706844262707,0.22543162287303797,-0.18894513321302067,-0.0601262912231142,-0.5006065489592997,0.11682515219148404,0.00961927655709481,0.07918669439528475
SBep12_d378-N,d,N,3.7075625,112.09991956274416,302.14442496130494,76.0629648303193,82.39262123611014,25.03448275862069,15,8.191595323311068,24.806171584753365,6.967698790593653,0.13804280016336012,0.02964856070345518,-0.5668729286802758,-0.5494239378462166,86.63989995086773,66.49757191568091,1.36,6.742974663272703,-0.1920453964831488,-0.3058610935819646,-0.2144430101569301,0.052732037690057264,0.06881085560282083,0.028854027524724577,-0.19113889345711982,0.22509416813372557,-0.6488761299518735,-0.36870309428845743,0.032612601315845084,-0.3852588651709166,0.2106851751823491,0.07856665482636915,0.02595773054805314,-0.3475247632812654,-0.11963659288291437,-0.02406071379616875,0.09378098306449453
SBep12_d237-N,d,N,1.0389375,238.34687009611733,395.5565996912051,152.8897974846598,158.72736268162691,16.0,2,7.960615904618607,23.82498825176981,7.040196531165749,0.12437371845572764,0.030729137017736413,-0.1959767584122362,0.0942561509449024,64.75124589698521,66.82495731098504,0.5,1.9250436142693856,2.4179830692556195,1.7156197674751368,0.059031686300450956,0.3561693768064428,0.16612838875321365,0.06479259714273168,,,,,,1.1088051577609666,0.25526253501632246,0.019705871742483495,0.05225171300487427,,,,
SBep20_c193-I,c,I,3.8800625,162.09569816918824,387.65893410144463,98.19183854587195,113.75200411987689,28.222222222222214,8,10.28264476381132,28.53148699702923,7.050788849076049,0.1269361697682057,0.02605933335105261,-0.3463538988183178,0.6549678178019277,71.82560729303545,66.6314313361578,1.8666666666666667,3.8659171082940023,-0.1275176886648588,0.09687619817386428,-0.2125107949842746,-0.1779291574487957,-0.03205833962539171,-0.07739214912165328,-0.30440777440042593,-0.27078553192321886,-0.5663975433195415,-0.04480444452908829,0.09639034826303336,-0.16075506564789926,-0.18547923664376484,-0.00829873459512664,-0.07584326643304093,-0.14357692222980223,-0.15967072966042045,-0.15329729797250233,0.07139773648737548
SBep20_c131-I,c,I,4.0733125,128.2502640400186,382.7665570189912,89.89514046720194,151.528694189567,16.25,21,11.599840429720569,39.203122258980244,8.57460040900806,0.1447215118443505,0.028421672765930505,-0.5295204664475023,0.2565496394422039,75.49130790123749,66.6168782558688,1.263157894736842,4.664508308655424,-0.21476591979837253,-0.06430377301664393,-0.22629896008535888,-0.3815875628932589,0.010534303424086788,-0.025914088718565965,-0.37227862192842937,-0.7344066042391667,0.9588124186931158,1.0931372452832637,-0.31471062330450145,-0.31732101767858356,-0.04326623335427981,0.022302089244785894,-0.030359623260097827,-0.21853968174158211,-0.2791892143862652,0.015432467187917381,-0.03392429693024698
SBep12_d145-N,d,N,5.412125,121.27607202340107,384.32834548182404,84.87827935190394,0.0,42.8,12,11.618760740886804,38.76126189453471,9.220879223336897,0.12503782823195567,0.02808415427529164,-0.43567887455404253,-0.5494239378462186,78.16875647379963,66.5937323787786,1.5769230769230769,4.804027992701573,-0.008877538183329692,0.039374169915436935,-0.2913884592672915,0.07269036610721254,0.229674293243867,0.022682028858525705,-0.04189998024295365,1.5076229774979493,-0.8407374099632928,-1.0528947724266293,0.43888349985449365,-0.22820417571549775,-0.08887951446607928,0.010723119293302679,0.012745538863375223,-0.3781573293412849,-0.2831580808692518,0.003781063759030645,-0.04019222477514264
