fileName,speaker,label,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,rmsRange,rmsSD,hnrglobalMean,hnrglobalRange,hnrglobalSD,duration,sound2silenceRatio,totalPauses,Avg. Word Dur.,Avg. Sil. Dur.,SyllPerSecond
SBep7_d242-N,d,N,107.57580180506123,387.8055258902525,73.93506299464998,90.24331918592762,0.26068158762546434,0.02930422669290014,10.56809217291064,33.88019308537889,8.613141434804346,9.9689375,10.15,67,-0.3733348264095369,0.5126482086591276,4.213086901186812
SBep7_c561-I,c,I,184.4862480291645,293.64187425387365,108.17215155037728,168.86802518119268,0.08311886211850594,0.021281782856009297,10.454669208566632,33.47154107434745,7.933683915290843,1.64725,27.5,2,-0.19159089436025944,-0.540286717277243,5.463651540446198
SBep7_c307-I,c,I,176.3753006868667,356.1745610998373,103.24888960510474,181.46995650740143,0.1218690203328141,0.028356152048139783,14.46586509421273,37.52339348371233,10.20262972644842,5.4485625,15.96923076923077,17,-0.3677476082581083,1.4518041745213741,3.4871583101047285
SBep7_c290-I,c,I,215.4972276294863,383.8134669879074,140.76502852320496,221.74669881629512,0.08440406009427115,0.024211179444644883,11.482155109885142,23.64098486672293,7.372589480777303,1.8656875,17.38095238095238,7,-0.4355702190353163,-0.08057343455448421,3.7519681082710803
SBep20_d330-I,d,I,111.67337752179331,396.97532567335236,84.13619521488725,103.8872184025608,0.11655554635089885,0.0265324033866357,8.602399956442557,25.72453161367968,6.5739364072907005,1.9795625,19.45,9,-0.6194863268421544,0.22299216870312613,6.061945505635714
SBep12_d378-N,d,N,112.09991956274416,302.14442496130494,76.0629648303193,82.39262123611014,0.13804280016336012,0.02964856070345518,8.191595323311068,24.806171584753365,6.967698790593653,3.7075625,25.03448275862069,15,-0.5668729286802758,-0.5494239378462166,6.742974663272703
SBep12_d237-N,d,N,238.34687009611733,395.5565996912051,152.8897974846598,158.72736268162691,0.12437371845572764,0.030729137017736413,7.960615904618607,23.82498825176981,7.040196531165749,1.0389375,16.0,2,-0.1959767584122362,0.0942561509449024,1.9250436142693856
SBep20_c193-I,c,I,162.09569816918824,387.65893410144463,98.19183854587195,113.75200411987689,0.1269361697682057,0.02605933335105261,10.28264476381132,28.53148699702923,7.050788849076049,3.8800625,28.222222222222214,8,-0.3463538988183178,0.6549678178019277,3.8659171082940023
SBep20_c131-I,c,I,128.2502640400186,382.7665570189912,89.89514046720194,151.528694189567,0.1447215118443505,0.028421672765930505,11.599840429720569,39.203122258980244,8.57460040900806,4.0733125,16.25,21,-0.5295204664475023,0.2565496394422039,4.664508308655424
SBep12_d145-N,d,N,121.27607202340107,384.32834548182404,84.87827935190394,0.0,0.12503782823195567,0.02808415427529164,11.618760740886804,38.76126189453471,9.220879223336897,5.412125,42.8,12,-0.43567887455404253,-0.5494239378462186,4.804027992701573
SBep20_d258-I,d,I,201.2499617144045,363.6419883740965,164.84022780602257,166.5396268439647,0.15873983027883656,0.035774748432351115,4.744351145905696,25.85364745887567,4.588621548475738,1.6348125,16.894736842105264,6,0.18238711998200546,0.9632242708129136,2.446763772603892
SBep20_c38-N,c,N,159.4314090535684,381.68479062886564,117.12851486437023,171.33896506579404,0.1572748162516658,0.03054458489547625,12.389339954057306,37.574131121026966,9.763936877666703,3.6296875,7.797619047619048,31,-0.4458325786892196,0.6753995192562726,4.132587171760654
SBep7_c306-I,c,I,177.44518032951882,296.7745977324939,58.45296115768243,156.87663282965696,0.09531689285639112,0.023533033492992367,13.118064190370836,31.05284683792344,6.784252739870661,2.2035625,14.655172413793109,6,-0.42373540104734697,-0.7854671347293796,6.353348271265282
SBep12_d638-N,d,N,110.24194594542398,342.40848716136213,72.65603413917555,0.0,0.1248790615098776,0.028195037386929626,8.196678875286906,31.204864672900484,7.05834580318716,6.0198125,21.12727272727273,22,-0.45704783450426295,-0.4421439230476973,4.983543922672012
SBep20_d133-I,d,I,160.01831999628234,211.96687878094625,111.73754828691906,156.10371025186708,0.16526692834668474,0.03068796132134258,9.116808872136595,20.33630433414816,7.521095996256447,3.03575,19.0,12,-0.5093093452074676,0.7057522352964651,6.258749897060034
SBep12_c422-N,c,N,143.10228034835615,387.2649014852002,99.22026021440996,119.22255159653605,0.13699092145507916,0.029169510985960774,9.463346547680436,30.420460425736927,7.457338848455605,8.034875,19.25,30,-0.5014479471361798,0.4710825047128258,4.729382846652873
SBep20_d55-N,d,N,184.5066649149313,386.8134481379743,113.90962220779691,163.21771075637406,0.14992306633876196,0.027847949920247046,11.244153900099137,28.93434662871285,7.632612540958867,1.66725,12.307692307692307,5,-0.4285128920086972,-0.3563199112088816,3.5987404408457033
SBep12_c537-N,c,N,179.25328727360062,376.1620976933886,99.33712852667078,239.2559314754577,0.1182216831979958,0.02476900692074069,11.144534038279,36.85692761410802,7.682359098099838,6.358625,28.20454545454545,13,-0.4899123418676481,-0.5862580455495182,4.560734435510822
SBep12_c174-N,c,N,126.06356861909386,214.09750420578555,97.02422697777294,92.04060830741987,0.13902490376533402,0.03107756351887268,7.9404061228217016,16.99677761116225,6.812087147578208,1.4351875,16.647058823529413,5,-0.537531727854743,-0.08057343455448522,4.877411488045987
SBep7_d25-N,d,N,171.9949555659895,383.796242107039,98.95351359467043,127.22948430931042,0.10329249662229696,0.026375962336146988,12.191027717607012,30.998001593976692,8.932484366413727,2.6836875,9.185185185185183,14,-0.4324541824086371,-0.44214392304769656,4.8440811383590665
SBep7_c261-N,c,N,220.32508692509563,382.13860401429014,112.68569107634495,213.13254317823825,0.08781165737690817,0.02328081155073716,12.658016900843982,27.055076690944592,8.323630173098087,1.965375,30.23076923076923,3,-0.5302487629390696,-0.2951062998251052,5.5968962666157855
SBep7_d559-N,d,N,118.04377068394844,224.98912180183075,73.42812933188499,0.0,0.1519287798941402,0.027905148151916432,10.03715357655393,28.20894203616664,7.743056994018914,3.8329375,15.595744680851064,16,-0.4950511475841552,0.15862415982401418,5.7397231235834125
SBep7_c744-N,c,N,124.82418173199663,334.53415703903937,90.01661278447212,109.2882116245897,0.1189537860964396,0.029914699110914437,12.208202623917813,25.51658741878836,8.626173811376585,0.9769375,7.0,7,-0.6504176840476797,-0.01927833019145031,4.094427739747937
SBep12_c165-N,c,N,140.7017163956103,373.7065711372279,91.28812346272629,142.36849536470382,0.10730800309102126,0.026456324473009885,9.391910650880996,26.792007179195,6.988232693597863,2.3380625,33.357142857142854,4,-0.6012576708668848,-0.6015818216402765,5.987863883022803
